[{'X': 0.7332475781440735, 'Y': 0.9107006788253784, 'Z': -9.005687752505764e-05}, {'X': 0.6226993203163147, 'Y': 0.8538209199905396, 'Z': -0.012506100349128246}, {'X': 0.5624326467514038, 'Y': 0.7096803188323975, 'Z': -0.006485363468527794}, {'X': 0.5396662354469299, 'Y': 0.5864019393920898, 'Z': -0.015853174030780792}, {'X': 0.5241003036499023, 'Y': 0.49218249320983887, 'Z': -0.016862735152244568}, {'X': 0.642071008682251, 'Y': 0.5624786019325256, 'Z': 0.07647516578435898}, {'X': 0.6275379061698914, 'Y': 0.4285430312156677, 'Z': 0.08547528833150864}, {'X': 0.6179711818695068, 'Y': 0.3486407995223999, 'Z': 0.088619165122509}, {'X': 0.6126251816749573, 'Y': 0.2848774194717407, 'Z': 0.08581161499023438}, {'X': 0.7039154171943665, 'Y': 0.5507601499557495, 'Z': 0.05507955327630043}, {'X': 0.6936002373695374, 'Y': 0.3956315517425537, 'Z': 0.080656498670578}, {'X': 0.6799439787864685, 'Y': 0.30976593494415283, 'Z': 0.07398828864097595}, {'X': 0.673812747001648, 'Y': 0.24040082097053528, 'Z': 0.06786175072193146}, {'X': 0.7588242292404175, 'Y': 0.5619713664054871, 'Z': 0.02371983230113983}, {'X': 0.7630460262298584, 'Y': 0.4157400131225586, 'Z': 0.034229837357997894}, {'X': 0.7592333555221558, 'Y': 0.32669681310653687, 'Z': 0.026885904371738434}, {'X': 0.7565290927886963, 'Y': 0.2492372691631317, 'Z': 0.00879931915551424}, {'X': 0.812600314617157, 'Y': 0.5939332842826843, 'Z': -0.010534599423408508}, {'X': 0.8149727582931519, 'Y': 0.4726032018661499, 'Z': -0.0191503893584013}, {'X': 0.8135004043579102, 'Y': 0.40039384365081787, 'Z': -0.03124758042395115}, {'X': 0.8113468289375305, 'Y': 0.3269958794116974, 'Z': -0.04164933040738106}]
[{'X': 0.7105683088302612, 'Y': 0.8968876600265503, 'Z': -0.00012038946442771703}, {'X': 0.6339071989059448, 'Y': 0.8387859463691711, 'Z': 0.0028006734792143106}, {'X': 0.5963036417961121, 'Y': 0.7089023590087891, 'Z': 0.01649436540901661}, {'X': 0.5971066951751709, 'Y': 0.6140827536582947, 'Z': 0.017706304788589478}, {'X': 0.6112719178199768, 'Y': 0.5530199408531189, 'Z': 0.031482379883527756}, {'X': 0.6559267044067383, 'Y': 0.603691816329956, 'Z': 0.08635389804840088}, {'X': 0.6385331749916077, 'Y': 0.526688277721405, 'Z': 0.0404098816215992}, {'X': 0.6257617473602295, 'Y': 0.5694077014923096, 'Z': -0.021637771278619766}, {'X': 0.6268674731254578, 'Y': 0.6161631345748901, 'Z': -0.05731014907360077}, {'X': 0.7005265951156616, 'Y': 0.5801939368247986, 'Z': 0.06099217012524605}, {'X': 0.7023849487304688, 'Y': 0.45088276267051697, 'Z': 0.05374757945537567}, {'X': 0.6961987614631653, 'Y': 0.4088220000267029, 'Z': 0.02242261730134487}, {'X': 0.6867882609367371, 'Y': 0.39800238609313965, 'Z': -0.000543143309187144}, {'X': 0.7466413974761963, 'Y': 0.5853631496429443, 'Z': 0.022293495014309883}, {'X': 0.7488449811935425, 'Y': 0.45038291811943054, 'Z': 0.017743103206157684}, {'X': 0.7348634004592896, 'Y': 0.38883644342422485, 'Z': 0.00041824387153610587}, {'X': 0.7184419631958008, 'Y': 0.3483146131038666, 'Z': -0.012959128245711327}, {'X': 0.7963151335716248, 'Y': 0.6168460249900818, 'Z': -0.020061898976564407}, {'X': 0.7945786714553833, 'Y': 0.5099843740463257, 'Z': -0.017880626022815704}, {'X': 0.7863155007362366, 'Y': 0.44872283935546875, 'Z': -0.017675748094916344}, {'X': 0.7751910090446472, 'Y': 0.3835955858230591, 'Z': -0.022982360795140266}]
[{'X': 0.7100635766983032, 'Y': 0.8956207036972046, 'Z': -8.580474968766794e-05}, {'X': 0.6266527771949768, 'Y': 0.8307918310165405, 'Z': 0.030032437294721603}, {'X': 0.5899796485900879, 'Y': 0.7165505886077881, 'Z': 0.05343020707368851}, {'X': 0.5857270956039429, 'Y': 0.6301629543304443, 'Z': 0.06255272030830383}, {'X': 0.6108178496360779, 'Y': 0.5777003169059753, 'Z': 0.07832173258066177}, {'X': 0.6687040328979492, 'Y': 0.5910868048667908, 'Z': 0.13858146965503693}, {'X': 0.65740966796875, 'Y': 0.49610698223114014, 'Z': 0.11820098757743835}, {'X': 0.6433420777320862, 'Y': 0.5354903340339661, 'Z': 0.06265135854482651}, {'X': 0.6420683860778809, 'Y': 0.5789846181869507, 'Z': 0.029126372188329697}, {'X': 0.7107569575309753, 'Y': 0.5736284255981445, 'Z': 0.10291483998298645}, {'X': 0.7149580717086792, 'Y': 0.4401041865348816, 'Z': 0.12117427587509155}, {'X': 0.7027408480644226, 'Y': 0.39116933941841125, 'Z': 0.10043423622846603}, {'X': 0.6899316310882568, 'Y': 0.3673492670059204, 'Z': 0.08432287722826004}, {'X': 0.7524759769439697, 'Y': 0.5817660689353943, 'Z': 0.05737074464559555}, {'X': 0.7571176290512085, 'Y': 0.4479755163192749, 'Z': 0.07069667428731918}, {'X': 0.7419816255569458, 'Y': 0.384918212890625, 'Z': 0.06216442584991455}, {'X': 0.7265279293060303, 'Y': 0.34043270349502563, 'Z': 0.05622408539056778}, {'X': 0.7949221134185791, 'Y': 0.6146805882453918, 'Z': 0.007928656414151192}, {'X': 0.7996987104415894, 'Y': 0.5083577632904053, 'Z': 0.02721017226576805}, {'X': 0.7929155826568604, 'Y': 0.44645315408706665, 'Z': 0.041169650852680206}, {'X': 0.7832854986190796, 'Y': 0.386586993932724, 'Z': 0.04768495634198189}]
[{'X': 0.7157130241394043, 'Y': 0.8880875706672668, 'Z': -0.00011962131247855723}, {'X': 0.6290806531906128, 'Y': 0.8397823572158813, 'Z': 0.029552912339568138}, {'X': 0.5892816781997681, 'Y': 0.7293887138366699, 'Z': 0.053680259734392166}, {'X': 0.5813701152801514, 'Y': 0.6425454020500183, 'Z': 0.06144852936267853}, {'X': 0.6026288866996765, 'Y': 0.5808140635490417, 'Z': 0.07301226258277893}, {'X': 0.6687337160110474, 'Y': 0.6029883027076721, 'Z': 0.1402900665998459}, {'X': 0.6571177840232849, 'Y': 0.5018126368522644, 'Z': 0.1182345375418663}, {'X': 0.6419675946235657, 'Y': 0.5321808457374573, 'Z': 0.06296718120574951}, {'X': 0.6402856111526489, 'Y': 0.577643871307373, 'Z': 0.026391999796032906}, {'X': 0.7128304839134216, 'Y': 0.5830586552619934, 'Z': 0.10760423541069031}, {'X': 0.7151142358779907, 'Y': 0.45733368396759033, 'Z': 0.11809041351079941}, {'X': 0.6965638995170593, 'Y': 0.42735588550567627, 'Z': 0.09065394103527069}, {'X': 0.6794680953025818, 'Y': 0.4249616861343384, 'Z': 0.07125820964574814}, {'X': 0.7580663561820984, 'Y': 0.5850736498832703, 'Z': 0.06223364919424057}, {'X': 0.7646968364715576, 'Y': 0.4569164514541626, 'Z': 0.07439296692609787}, {'X': 0.7484166622161865, 'Y': 0.39740797877311707, 'Z': 0.06490907818078995}, {'X': 0.7333223223686218, 'Y': 0.3556990623474121, 'Z': 0.05889138951897621}, {'X': 0.8035120368003845, 'Y': 0.6110975742340088, 'Z': 0.015483293682336807}, {'X': 0.8063251972198486, 'Y': 0.5074073672294617, 'Z': 0.03317512199282646}, {'X': 0.7986315488815308, 'Y': 0.443630576133728, 'Z': 0.0438084602355957}, {'X': 0.7882797718048096, 'Y': 0.3851196765899658, 'Z': 0.049480654299259186}]
[{'X': 0.7198392748832703, 'Y': 0.9023374319076538, 'Z': -9.512178803561255e-05}, {'X': 0.6269370913505554, 'Y': 0.8463277220726013, 'Z': 0.04094301909208298}, {'X': 0.5847539901733398, 'Y': 0.7346218824386597, 'Z': 0.07467909157276154}, {'X': 0.5761770009994507, 'Y': 0.647820770740509, 'Z': 0.0880923792719841}, {'X': 0.595943808555603, 'Y': 0.5904461145401001, 'Z': 0.10759659856557846}, {'X': 0.677422821521759, 'Y': 0.5989460349082947, 'Z': 0.16833016276359558}, {'X': 0.6722431182861328, 'Y': 0.4981124997138977, 'Z': 0.17964868247509003}, {'X': 0.6560074687004089, 'Y': 0.4888148307800293, 'Z': 0.15172506868839264}, {'X': 0.6500828266143799, 'Y': 0.5060123205184937, 'Z': 0.13089454174041748}, {'X': 0.7213162183761597, 'Y': 0.5799841284751892, 'Z': 0.12701697647571564}, {'X': 0.7320842146873474, 'Y': 0.4464987516403198, 'Z': 0.1573636829853058}, {'X': 0.7162290811538696, 'Y': 0.3951255679130554, 'Z': 0.1376495063304901}, {'X': 0.7034130692481995, 'Y': 0.37742865085601807, 'Z': 0.1159030944108963}, {'X': 0.7616676092147827, 'Y': 0.5821788907051086, 'Z': 0.07589899003505707}, {'X': 0.7749590873718262, 'Y': 0.44729992747306824, 'Z': 0.09596038609743118}, {'X': 0.7575515508651733, 'Y': 0.3883395195007324, 'Z': 0.0830824077129364}, {'X': 0.7425920367240906, 'Y': 0.35794782638549805, 'Z': 0.06742191314697266}, {'X': 0.8019759058952332, 'Y': 0.6054927706718445, 'Z': 0.022236915305256844}, {'X': 0.8090698719024658, 'Y': 0.4927462935447693, 'Z': 0.03500763326883316}, {'X': 0.8006963133811951, 'Y': 0.42866408824920654, 'Z': 0.04040474072098732}, {'X': 0.7897884249687195, 'Y': 0.375850111246109, 'Z': 0.040026597678661346}]
[{'X': 0.7193949818611145, 'Y': 0.8965637683868408, 'Z': -7.29296516510658e-05}, {'X': 0.6277243494987488, 'Y': 0.8413832187652588, 'Z': 0.03774169459939003}, {'X': 0.5860563516616821, 'Y': 0.7310569286346436, 'Z': 0.061324939131736755}, {'X': 0.5737204551696777, 'Y': 0.6430476903915405, 'Z': 0.06908688694238663}, {'X': 0.5936330556869507, 'Y': 0.5884202718734741, 'Z': 0.08308085799217224}, {'X': 0.6805717349052429, 'Y': 0.5906463265419006, 'Z': 0.14066444337368011}, {'X': 0.6722899079322815, 'Y': 0.49209702014923096, 'Z': 0.14384371042251587}, {'X': 0.6557828187942505, 'Y': 0.4963475465774536, 'Z': 0.11173592507839203}, {'X': 0.6510157585144043, 'Y': 0.5242108702659607, 'Z': 0.08538418263196945}, {'X': 0.7253835797309875, 'Y': 0.5718166828155518, 'Z': 0.10495201498270035}, {'X': 0.7310393452644348, 'Y': 0.43984925746917725, 'Z': 0.13818377256393433}, {'X': 0.7168640494346619, 'Y': 0.39127612113952637, 'Z': 0.1327747404575348}, {'X': 0.7056102156639099, 'Y': 0.37056225538253784, 'Z': 0.1232587993144989}, {'X': 0.7669435739517212, 'Y': 0.5767571330070496, 'Z': 0.059229303151369095}, {'X': 0.7778118252754211, 'Y': 0.4438017010688782, 'Z': 0.08473365753889084}, {'X': 0.7670297622680664, 'Y': 0.3800120949745178, 'Z': 0.08724629133939743}, {'X': 0.7584726810455322, 'Y': 0.33706003427505493, 'Z': 0.08375400304794312}, {'X': 0.8069724440574646, 'Y': 0.6066504716873169, 'Z': 0.011299679055809975}, {'X': 0.8146066665649414, 'Y': 0.4994576573371887, 'Z': 0.026133280247449875}, {'X': 0.809415340423584, 'Y': 0.4394659996032715, 'Z': 0.03762724995613098}, {'X': 0.8031755685806274, 'Y': 0.3860739469528198, 'Z': 0.04215975105762482}]
[{'X': 0.7277395725250244, 'Y': 0.907854437828064, 'Z': -0.00012417435937095433}, {'X': 0.6342061161994934, 'Y': 0.8464359045028687, 'Z': 0.04922497645020485}, {'X': 0.5905015468597412, 'Y': 0.7366552948951721, 'Z': 0.08080348372459412}, {'X': 0.5761271715164185, 'Y': 0.6464836001396179, 'Z': 0.09416960179805756}, {'X': 0.5968258380889893, 'Y': 0.5963242053985596, 'Z': 0.11372124403715134}, {'X': 0.6863287687301636, 'Y': 0.5947615504264832, 'Z': 0.16560214757919312}, {'X': 0.6705335378646851, 'Y': 0.49543267488479614, 'Z': 0.18456774950027466}, {'X': 0.6511583924293518, 'Y': 0.5017533302307129, 'Z': 0.1669904589653015}, {'X': 0.646074652671814, 'Y': 0.5255081653594971, 'Z': 0.14962805807590485}, {'X': 0.7322672605514526, 'Y': 0.574191689491272, 'Z': 0.127308189868927}, {'X': 0.7387416362762451, 'Y': 0.4355938136577606, 'Z': 0.18023797869682312}, {'X': 0.7267899513244629, 'Y': 0.38431549072265625, 'Z': 0.19635216891765594}, {'X': 0.7163856029510498, 'Y': 0.35443925857543945, 'Z': 0.20329038798809052}, {'X': 0.7713789939880371, 'Y': 0.5787836909294128, 'Z': 0.07868901640176773}, {'X': 0.7815888524055481, 'Y': 0.4441171884536743, 'Z': 0.11792804300785065}, {'X': 0.7721450924873352, 'Y': 0.3821595311164856, 'Z': 0.1380007117986679}, {'X': 0.7626268863677979, 'Y': 0.3371115028858185, 'Z': 0.14786535501480103}, {'X': 0.8068437576293945, 'Y': 0.6081312298774719, 'Z': 0.02729356475174427}, {'X': 0.8147131204605103, 'Y': 0.4983222782611847, 'Z': 0.051145654171705246}, {'X': 0.8097931742668152, 'Y': 0.4437093436717987, 'Z': 0.07536252588033676}, {'X': 0.8029331564903259, 'Y': 0.3980002999305725, 'Z': 0.09257166087627411}]
[{'X': 0.7258979678153992, 'Y': 0.9083181619644165, 'Z': -8.003762923181057e-05}, {'X': 0.6332887411117554, 'Y': 0.8498295545578003, 'Z': 0.04532014578580856}, {'X': 0.5903118848800659, 'Y': 0.7354393005371094, 'Z': 0.08295034617185593}, {'X': 0.5783860683441162, 'Y': 0.6441121697425842, 'Z': 0.10054108500480652}, {'X': 0.5947878360748291, 'Y': 0.5894310474395752, 'Z': 0.12215862423181534}, {'X': 0.6861459016799927, 'Y': 0.6011894941329956, 'Z': 0.17875169217586517}, {'X': 0.6779678463935852, 'Y': 0.5056951642036438, 'Z': 0.20965538918972015}, {'X': 0.6607469916343689, 'Y': 0.4943476617336273, 'Z': 0.19821633398532867}, {'X': 0.6541715264320374, 'Y': 0.5043755173683167, 'Z': 0.18293996155261993}, {'X': 0.7308810353279114, 'Y': 0.583197832107544, 'Z': 0.14136549830436707}, {'X': 0.7402605414390564, 'Y': 0.45573270320892334, 'Z': 0.20225399732589722}, {'X': 0.7326170802116394, 'Y': 0.39985764026641846, 'Z': 0.21443232893943787}, {'X': 0.7266054749488831, 'Y': 0.364102303981781, 'Z': 0.21821513772010803}, {'X': 0.7706502079963684, 'Y': 0.586765706539154, 'Z': 0.09336432814598083}, {'X': 0.7820115089416504, 'Y': 0.45979493856430054, 'Z': 0.1385524868965149}, {'X': 0.7748428583145142, 'Y': 0.39372867345809937, 'Z': 0.15443190932273865}, {'X': 0.7666533589363098, 'Y': 0.34285974502563477, 'Z': 0.1583465039730072}, {'X': 0.80879145860672, 'Y': 0.6136307716369629, 'Z': 0.041412193328142166}, {'X': 0.821299135684967, 'Y': 0.509137749671936, 'Z': 0.0643995851278305}, {'X': 0.8194794654846191, 'Y': 0.4522842466831207, 'Z': 0.08530991524457932}, {'X': 0.8159558176994324, 'Y': 0.40139275789260864, 'Z': 0.09745877236127853}]
[{'X': 0.726799488067627, 'Y': 0.9085292220115662, 'Z': -0.00011023989645764232}, {'X': 0.6354845762252808, 'Y': 0.8487815856933594, 'Z': 0.035629138350486755}, {'X': 0.5900782942771912, 'Y': 0.7354354858398438, 'Z': 0.0646618977189064}, {'X': 0.5801638960838318, 'Y': 0.6434390544891357, 'Z': 0.07424405962228775}, {'X': 0.6022188663482666, 'Y': 0.5875464677810669, 'Z': 0.08873298764228821}, {'X': 0.6880121231079102, 'Y': 0.5982319712638855, 'Z': 0.1713542640209198}, {'X': 0.6819614171981812, 'Y': 0.5019924640655518, 'Z': 0.19243024289608002}, {'X': 0.6656825542449951, 'Y': 0.491821825504303, 'Z': 0.17731821537017822}, {'X': 0.6586739420890808, 'Y': 0.5039933919906616, 'Z': 0.16053472459316254}, {'X': 0.7318337559700012, 'Y': 0.5802761912345886, 'Z': 0.13784299790859222}, {'X': 0.7403852343559265, 'Y': 0.45333582162857056, 'Z': 0.188819020986557}, {'X': 0.7335118651390076, 'Y': 0.39650022983551025, 'Z': 0.19543413817882538}, {'X': 0.726008415222168, 'Y': 0.3597467541694641, 'Z': 0.1962774395942688}, {'X': 0.7703603506088257, 'Y': 0.5837855935096741, 'Z': 0.09208633005619049}, {'X': 0.783050000667572, 'Y': 0.45809468626976013, 'Z': 0.12867313623428345}, {'X': 0.7755695581436157, 'Y': 0.39101728796958923, 'Z': 0.14068464934825897}, {'X': 0.7655832767486572, 'Y': 0.3403780460357666, 'Z': 0.1433924287557602}, {'X': 0.8076022863388062, 'Y': 0.6109932661056519, 'Z': 0.04233698546886444}, {'X': 0.8198339939117432, 'Y': 0.5083665251731873, 'Z': 0.061344221234321594}, {'X': 0.8175799250602722, 'Y': 0.4514475464820862, 'Z': 0.07768290489912033}, {'X': 0.8127551674842834, 'Y': 0.4009593725204468, 'Z': 0.08762999624013901}]
[{'X': 0.7271974086761475, 'Y': 0.9148006439208984, 'Z': -0.00012693593453150243}, {'X': 0.6339736580848694, 'Y': 0.8476172089576721, 'Z': 0.047758981585502625}, {'X': 0.5900522470474243, 'Y': 0.7312763929367065, 'Z': 0.08510228991508484}, {'X': 0.5807413458824158, 'Y': 0.6400921940803528, 'Z': 0.1018993929028511}, {'X': 0.6035339832305908, 'Y': 0.5898401737213135, 'Z': 0.1244891956448555}, {'X': 0.6886600255966187, 'Y': 0.5947656631469727, 'Z': 0.18048067390918732}, {'X': 0.6848208904266357, 'Y': 0.4980294704437256, 'Z': 0.19704467058181763}, {'X': 0.6666613221168518, 'Y': 0.49080681800842285, 'Z': 0.17823897302150726}, {'X': 0.6577035784721375, 'Y': 0.5071592330932617, 'Z': 0.15956644713878632}, {'X': 0.7322454452514648, 'Y': 0.5787539482116699, 'Z': 0.14250534772872925}, {'X': 0.7425867319107056, 'Y': 0.44637322425842285, 'Z': 0.19046194851398468}, {'X': 0.7356501221656799, 'Y': 0.3844364285469055, 'Z': 0.19612707197666168}, {'X': 0.7272412776947021, 'Y': 0.3414730429649353, 'Z': 0.1970868706703186}, {'X': 0.7705908417701721, 'Y': 0.5817462801933289, 'Z': 0.09270576387643814}, {'X': 0.7844514846801758, 'Y': 0.44989824295043945, 'Z': 0.12457042187452316}, {'X': 0.777076005935669, 'Y': 0.37932485342025757, 'Z': 0.13601431250572205}, {'X': 0.7669269442558289, 'Y': 0.3241763412952423, 'Z': 0.13995535671710968}, {'X': 0.8067598938941956, 'Y': 0.606353223323822, 'Z': 0.03987585008144379}, {'X': 0.8170185089111328, 'Y': 0.4977796971797943, 'Z': 0.05430377274751663}, {'X': 0.8143405318260193, 'Y': 0.43699678778648376, 'Z': 0.06943454593420029}, {'X': 0.8083651065826416, 'Y': 0.38069647550582886, 'Z': 0.07853242009878159}]
[{'X': 0.7247723340988159, 'Y': 0.9184627532958984, 'Z': -0.00012155895092291757}, {'X': 0.6314496397972107, 'Y': 0.8483644127845764, 'Z': 0.04308418184518814}, {'X': 0.5921385884284973, 'Y': 0.7345035672187805, 'Z': 0.07209819555282593}, {'X': 0.5829837322235107, 'Y': 0.6433649063110352, 'Z': 0.08198422938585281}, {'X': 0.5987235903739929, 'Y': 0.5851322412490845, 'Z': 0.09974078088998795}, {'X': 0.6825288534164429, 'Y': 0.5979126691818237, 'Z': 0.1693379431962967}, {'X': 0.6735950708389282, 'Y': 0.5044351816177368, 'Z': 0.18545864522457123}, {'X': 0.6564534902572632, 'Y': 0.5043990015983582, 'Z': 0.16439272463321686}, {'X': 0.6500933170318604, 'Y': 0.5247782468795776, 'Z': 0.1438228338956833}, {'X': 0.7289852499961853, 'Y': 0.5813368558883667, 'Z': 0.13406389951705933}, {'X': 0.7397484183311462, 'Y': 0.45227134227752686, 'Z': 0.18500111997127533}, {'X': 0.7329786419868469, 'Y': 0.3982621133327484, 'Z': 0.19559337198734283}, {'X': 0.7233816385269165, 'Y': 0.3662543296813965, 'Z': 0.20125362277030945}, {'X': 0.7692606449127197, 'Y': 0.5849507451057434, 'Z': 0.08612748235464096}, {'X': 0.7840695381164551, 'Y': 0.4569511413574219, 'Z': 0.12268548458814621}, {'X': 0.7807472944259644, 'Y': 0.39254844188690186, 'Z': 0.1382838487625122}, {'X': 0.772600531578064, 'Y': 0.3437516391277313, 'Z': 0.1461125761270523}, {'X': 0.8072826266288757, 'Y': 0.6107938885688782, 'Z': 0.035627175122499466}, {'X': 0.8172396421432495, 'Y': 0.5048782229423523, 'Z': 0.05666907876729965}, {'X': 0.8160674571990967, 'Y': 0.4486390948295593, 'Z': 0.07521988451480865}, {'X': 0.8114904165267944, 'Y': 0.3991912603378296, 'Z': 0.08674114942550659}]
[{'X': 0.7250805497169495, 'Y': 0.922187328338623, 'Z': -0.00010609470336930826}, {'X': 0.6323115229606628, 'Y': 0.8564486503601074, 'Z': 0.039068106561899185}, {'X': 0.5878206491470337, 'Y': 0.73781818151474, 'Z': 0.06788280606269836}, {'X': 0.5783334374427795, 'Y': 0.645008385181427, 'Z': 0.07865914702415466}, {'X': 0.6005274653434753, 'Y': 0.5908601880073547, 'Z': 0.09429528564214706}, {'X': 0.6794657111167908, 'Y': 0.5979683995246887, 'Z': 0.16533485054969788}, {'X': 0.6714240908622742, 'Y': 0.5042628049850464, 'Z': 0.17939135432243347}, {'X': 0.656024694442749, 'Y': 0.5014275312423706, 'Z': 0.15443986654281616}, {'X': 0.6500630974769592, 'Y': 0.5223329067230225, 'Z': 0.13450577855110168}, {'X': 0.7262225151062012, 'Y': 0.5807037353515625, 'Z': 0.13056445121765137}, {'X': 0.7337483167648315, 'Y': 0.44982707500457764, 'Z': 0.17495904862880707}, {'X': 0.7255012392997742, 'Y': 0.39096981287002563, 'Z': 0.17707788944244385}, {'X': 0.7176984548568726, 'Y': 0.3546532988548279, 'Z': 0.17630933225154877}, {'X': 0.7677533626556396, 'Y': 0.5849342346191406, 'Z': 0.08513955026865005}, {'X': 0.7787925601005554, 'Y': 0.4534838795661926, 'Z': 0.11470557004213333}, {'X': 0.7727673649787903, 'Y': 0.3841487169265747, 'Z': 0.12255845963954926}, {'X': 0.7651204466819763, 'Y': 0.3316906988620758, 'Z': 0.12414304912090302}, {'X': 0.8082632422447205, 'Y': 0.6129968166351318, 'Z': 0.03670751675963402}, {'X': 0.8171411156654358, 'Y': 0.5021704435348511, 'Z': 0.051753249019384384}, {'X': 0.8160471320152283, 'Y': 0.4411039352416992, 'Z': 0.06810621172189713}, {'X': 0.8130067586898804, 'Y': 0.38449686765670776, 'Z': 0.07743169367313385}]
[{'X': 0.7217321395874023, 'Y': 0.9123502373695374, 'Z': -0.00014838566130492836}, {'X': 0.6302699446678162, 'Y': 0.8480421304702759, 'Z': 0.041503775864839554}, {'X': 0.5904307961463928, 'Y': 0.7342904210090637, 'Z': 0.06843549013137817}, {'X': 0.580632746219635, 'Y': 0.6439788937568665, 'Z': 0.07597395032644272}, {'X': 0.5979524850845337, 'Y': 0.5873185396194458, 'Z': 0.08767338842153549}, {'X': 0.681850254535675, 'Y': 0.590754508972168, 'Z': 0.16005346179008484}, {'X': 0.6744268536567688, 'Y': 0.4940892457962036, 'Z': 0.16658395528793335}, {'X': 0.6539258360862732, 'Y': 0.49761730432510376, 'Z': 0.13789905607700348}, {'X': 0.6438862681388855, 'Y': 0.5220118165016174, 'Z': 0.11285985261201859}, {'X': 0.7270636558532715, 'Y': 0.573546826839447, 'Z': 0.12430356442928314}, {'X': 0.7351336479187012, 'Y': 0.44007599353790283, 'Z': 0.17148201167583466}, {'X': 0.7288652658462524, 'Y': 0.36950063705444336, 'Z': 0.17569121718406677}, {'X': 0.7221058011054993, 'Y': 0.3134833872318268, 'Z': 0.17466846108436584}, {'X': 0.7680052518844604, 'Y': 0.579689085483551, 'Z': 0.07528282701969147}, {'X': 0.7814125418663025, 'Y': 0.4436303377151489, 'Z': 0.1054263487458229}, {'X': 0.777981162071228, 'Y': 0.3682262897491455, 'Z': 0.11595560610294342}, {'X': 0.7719019055366516, 'Y': 0.30401912331581116, 'Z': 0.1188846230506897}, {'X': 0.8068972229957581, 'Y': 0.6102098226547241, 'Z': 0.023855840787291527}, {'X': 0.8160610198974609, 'Y': 0.5009521245956421, 'Z': 0.036547426134347916}, {'X': 0.814590334892273, 'Y': 0.4415103793144226, 'Z': 0.05103733763098717}, {'X': 0.8107997179031372, 'Y': 0.385553777217865, 'Z': 0.06048188731074333}]
[{'X': 0.716756284236908, 'Y': 0.9092274904251099, 'Z': -7.53190615796484e-05}, {'X': 0.6300005912780762, 'Y': 0.8411984443664551, 'Z': 0.03394825756549835}, {'X': 0.5885723233222961, 'Y': 0.7222001552581787, 'Z': 0.05014404281973839}, {'X': 0.578862190246582, 'Y': 0.6299515962600708, 'Z': 0.04865304380655289}, {'X': 0.6037598252296448, 'Y': 0.577182412147522, 'Z': 0.05560998618602753}, {'X': 0.6857858896255493, 'Y': 0.5828108191490173, 'Z': 0.13542813062667847}, {'X': 0.6739804148674011, 'Y': 0.487314373254776, 'Z': 0.13282601535320282}, {'X': 0.6523391604423523, 'Y': 0.5034149885177612, 'Z': 0.09368331730365753}, {'X': 0.6435588598251343, 'Y': 0.5373159646987915, 'Z': 0.06321526318788528}, {'X': 0.7307300567626953, 'Y': 0.5675390362739563, 'Z': 0.0983956903219223}, {'X': 0.7425051331520081, 'Y': 0.4247680902481079, 'Z': 0.14099495112895966}, {'X': 0.7362966537475586, 'Y': 0.35196834802627563, 'Z': 0.13840126991271973}, {'X': 0.7292426824569702, 'Y': 0.29634708166122437, 'Z': 0.1287245899438858}, {'X': 0.7695751786231995, 'Y': 0.5776036381721497, 'Z': 0.05340702831745148}, {'X': 0.7862827777862549, 'Y': 0.4358614981174469, 'Z': 0.08149374276399612}, {'X': 0.7796530723571777, 'Y': 0.3618009090423584, 'Z': 0.09150438010692596}, {'X': 0.7717260718345642, 'Y': 0.3036043047904968, 'Z': 0.09424454718828201}, {'X': 0.8033881187438965, 'Y': 0.6125766038894653, 'Z': 0.0026798653416335583}, {'X': 0.8175384998321533, 'Y': 0.5010734796524048, 'Z': 0.02066837064921856}, {'X': 0.815064549446106, 'Y': 0.4426874816417694, 'Z': 0.04215151444077492}, {'X': 0.8103658556938171, 'Y': 0.3914942443370819, 'Z': 0.05789731815457344}]
