[{'X': 0.6264737844467163, 'Y': 0.4624996483325958, 'Z': -8.474729838781059e-05}, {'X': 0.548051655292511, 'Y': 0.5547376275062561, 'Z': -0.005435813684016466}, {'X': 0.5359077453613281, 'Y': 0.6716993451118469, 'Z': -0.018615612760186195}, {'X': 0.5704025030136108, 'Y': 0.7544474005699158, 'Z': -0.018807416781783104}, {'X': 0.6045541167259216, 'Y': 0.8086286187171936, 'Z': -0.015659434720873833}, {'X': 0.5874805450439453, 'Y': 0.7814344763755798, 'Z': -0.10219601541757584}, {'X': 0.5900076031684875, 'Y': 0.9467908143997192, 'Z': -0.1290586292743683}, {'X': 0.5905971527099609, 'Y': 1.0317349433898926, 'Z': -0.13756467401981354}, {'X': 0.5896766781806946, 'Y': 1.082535982131958, 'Z': -0.1355307549238205}, {'X': 0.6554087400436401, 'Y': 0.7794204354286194, 'Z': -0.08828136324882507}, {'X': 0.673624575138092, 'Y': 0.9460000991821289, 'Z': -0.10548549145460129}, {'X': 0.6744343638420105, 'Y': 1.0290910005569458, 'Z': -0.098383828997612}, {'X': 0.6716216206550598, 'Y': 1.0824692249298096, 'Z': -0.09800649434328079}, {'X': 0.7122992873191833, 'Y': 0.744059681892395, 'Z': -0.06696604937314987}, {'X': 0.7005990743637085, 'Y': 0.8488377332687378, 'Z': -0.04092451184988022}, {'X': 0.6763282418251038, 'Y': 0.8070916533470154, 'Z': -0.0007391265826299787}, {'X': 0.6601828932762146, 'Y': 0.7619068026542664, 'Z': 0.013551624491810799}, {'X': 0.7548205852508545, 'Y': 0.6948691606521606, 'Z': -0.04565494880080223}, {'X': 0.7246531248092651, 'Y': 0.7814695835113525, 'Z': -0.00823952630162239}, {'X': 0.6977680921554565, 'Y': 0.7539750337600708, 'Z': 0.024647487327456474}, {'X': 0.6860918998718262, 'Y': 0.7154121994972229, 'Z': 0.04591929912567139}]
[{'X': 0.5703085064888, 'Y': 0.6869869828224182, 'Z': -3.666563497972675e-05}, {'X': 0.5274507999420166, 'Y': 0.6588273644447327, 'Z': -0.03682694211602211}, {'X': 0.493076890707016, 'Y': 0.6256783604621887, 'Z': -0.07632027566432953}, {'X': 0.46951085329055786, 'Y': 0.6023098230361938, 'Z': -0.11076243221759796}, {'X': 0.45201560854911804, 'Y': 0.5733592510223389, 'Z': -0.1509324014186859}, {'X': 0.5417566299438477, 'Y': 0.5792633891105652, 'Z': -0.10515359789133072}, {'X': 0.5443593263626099, 'Y': 0.5408743619918823, 'Z': -0.15778012573719025}, {'X': 0.5407301783561707, 'Y': 0.5170836448669434, 'Z': -0.19647005200386047}, {'X': 0.5318542718887329, 'Y': 0.5084090232849121, 'Z': -0.2257252037525177}, {'X': 0.5674364566802979, 'Y': 0.5875644683837891, 'Z': -0.11087343096733093}, {'X': 0.5732738375663757, 'Y': 0.553160548210144, 'Z': -0.17145146429538727}, {'X': 0.568966805934906, 'Y': 0.5307438373565674, 'Z': -0.21776549518108368}, {'X': 0.5628485083580017, 'Y': 0.5235728621482849, 'Z': -0.24918891489505768}, {'X': 0.5869465470314026, 'Y': 0.6043394804000854, 'Z': -0.11506069451570511}, {'X': 0.596775472164154, 'Y': 0.5690926909446716, 'Z': -0.16756664216518402}, {'X': 0.5972028374671936, 'Y': 0.5468171238899231, 'Z': -0.20531371235847473}, {'X': 0.592522144317627, 'Y': 0.5416043400764465, 'Z': -0.23035462200641632}, {'X': 0.6034395098686218, 'Y': 0.624460756778717, 'Z': -0.12011570483446121}, {'X': 0.6128202080726624, 'Y': 0.6023250818252563, 'Z': -0.16232149302959442}, {'X': 0.6202617883682251, 'Y': 0.5823584794998169, 'Z': -0.19409804046154022}, {'X': 0.6226886510848999, 'Y': 0.568724513053894, 'Z': -0.21870000660419464}]
[{'X': 0.6138453483581543, 'Y': 0.6692999601364136, 'Z': -1.3767273230769206e-05}, {'X': 0.5894631743431091, 'Y': 0.659774661064148, 'Z': -0.08192961663007736}, {'X': 0.5725554823875427, 'Y': 0.6349160075187683, 'Z': -0.1351846307516098}, {'X': 0.5598897933959961, 'Y': 0.6155867576599121, 'Z': -0.17490741610527039}, {'X': 0.5497973561286926, 'Y': 0.5995094180107117, 'Z': -0.20849667489528656}, {'X': 0.6154420971870422, 'Y': 0.555267870426178, 'Z': -0.12627612054347992}, {'X': 0.6206762194633484, 'Y': 0.5137308239936829, 'Z': -0.17021211981773376}, {'X': 0.6121141910552979, 'Y': 0.5066272616386414, 'Z': -0.1950559765100479}, {'X': 0.6021323204040527, 'Y': 0.5099040865898132, 'Z': -0.2096177041530609}, {'X': 0.6338173747062683, 'Y': 0.5607296824455261, 'Z': -0.10485975444316864}, {'X': 0.6448771953582764, 'Y': 0.5118029117584229, 'Z': -0.15142132341861725}, {'X': 0.6390480995178223, 'Y': 0.49998238682746887, 'Z': -0.1788214147090912}, {'X': 0.6355106830596924, 'Y': 0.49188297986984253, 'Z': -0.19977985322475433}, {'X': 0.6456199288368225, 'Y': 0.5790652632713318, 'Z': -0.08634564280509949}, {'X': 0.6570534110069275, 'Y': 0.5334144234657288, 'Z': -0.12416147440671921}, {'X': 0.6458653807640076, 'Y': 0.5343146324157715, 'Z': -0.1490657776594162}, {'X': 0.6372886300086975, 'Y': 0.5383195877075195, 'Z': -0.1657368391752243}, {'X': 0.6537523865699768, 'Y': 0.6040284633636475, 'Z': -0.07377836108207703}, {'X': 0.6613681316375732, 'Y': 0.5730247497558594, 'Z': -0.10072893649339676}, {'X': 0.6550338268280029, 'Y': 0.5674214363098145, 'Z': -0.11988236755132675}, {'X': 0.6486862301826477, 'Y': 0.5649294257164001, 'Z': -0.13360875844955444}]
[{'X': 0.6458585858345032, 'Y': 0.6954389214515686, 'Z': -3.022736927960068e-05}, {'X': 0.6182512640953064, 'Y': 0.662202775478363, 'Z': -0.04021713137626648}, {'X': 0.5970660448074341, 'Y': 0.6249061226844788, 'Z': -0.0745391771197319}, {'X': 0.5781489610671997, 'Y': 0.6063206195831299, 'Z': -0.10728324204683304}, {'X': 0.5569567680358887, 'Y': 0.5898193717002869, 'Z': -0.14298959076404572}, {'X': 0.6463355422019958, 'Y': 0.5671543478965759, 'Z': -0.07728453725576401}, {'X': 0.6399880051612854, 'Y': 0.5297749042510986, 'Z': -0.11577162146568298}, {'X': 0.6271213293075562, 'Y': 0.5095572471618652, 'Z': -0.15486954152584076}, {'X': 0.6114755868911743, 'Y': 0.500630795955658, 'Z': -0.18581229448318481}, {'X': 0.6721992492675781, 'Y': 0.584143877029419, 'Z': -0.07922691851854324}, {'X': 0.6793323755264282, 'Y': 0.5459893941879272, 'Z': -0.11630494892597198}, {'X': 0.6675397157669067, 'Y': 0.5379787087440491, 'Z': -0.14649103581905365}, {'X': 0.6558346152305603, 'Y': 0.5464568734169006, 'Z': -0.170281320810318}, {'X': 0.6886648535728455, 'Y': 0.6140812635421753, 'Z': -0.08337550610303879}, {'X': 0.6876014471054077, 'Y': 0.5932450890541077, 'Z': -0.11679080128669739}, {'X': 0.6691231727600098, 'Y': 0.5973682403564453, 'Z': -0.13824871182441711}, {'X': 0.6549438238143921, 'Y': 0.6103405952453613, 'Z': -0.15149886906147003}, {'X': 0.6990458369255066, 'Y': 0.6504048109054565, 'Z': -0.08906975388526917}, {'X': 0.6902081966400146, 'Y': 0.6413318514823914, 'Z': -0.12396210432052612}, {'X': 0.672165036201477, 'Y': 0.6467591524124146, 'Z': -0.13615664839744568}, {'X': 0.6585540771484375, 'Y': 0.6548617482185364, 'Z': -0.14490555226802826}]
[{'X': 0.6835767030715942, 'Y': 0.6922348737716675, 'Z': -3.355424996698275e-05}, {'X': 0.6465378999710083, 'Y': 0.6755748987197876, 'Z': -0.041190292686223984}, {'X': 0.6197488307952881, 'Y': 0.6416443586349487, 'Z': -0.06681698560714722}, {'X': 0.6031701564788818, 'Y': 0.6083475351333618, 'Z': -0.09146986901760101}, {'X': 0.5842969417572021, 'Y': 0.5814465284347534, 'Z': -0.11615516990423203}, {'X': 0.6549680233001709, 'Y': 0.5565352439880371, 'Z': -0.052483636885881424}, {'X': 0.6478519439697266, 'Y': 0.49692869186401367, 'Z': -0.08561701327562332}, {'X': 0.6377789378166199, 'Y': 0.47037452459335327, 'Z': -0.11157294362783432}, {'X': 0.6289955377578735, 'Y': 0.4518599510192871, 'Z': -0.1257406622171402}, {'X': 0.6836498975753784, 'Y': 0.549572229385376, 'Z': -0.05041037127375603}, {'X': 0.6867374777793884, 'Y': 0.480108380317688, 'Z': -0.07280614227056503}, {'X': 0.6929252743721008, 'Y': 0.43851104378700256, 'Z': -0.09360405802726746}, {'X': 0.6991597414016724, 'Y': 0.4004228711128235, 'Z': -0.10942786186933517}, {'X': 0.7089723944664001, 'Y': 0.5609989166259766, 'Z': -0.052855223417282104}, {'X': 0.7152418494224548, 'Y': 0.5006121397018433, 'Z': -0.06995733082294464}, {'X': 0.7209094166755676, 'Y': 0.46107667684555054, 'Z': -0.08828042447566986}, {'X': 0.7242776155471802, 'Y': 0.42410972714424133, 'Z': -0.10083933919668198}, {'X': 0.7348906993865967, 'Y': 0.5847339034080505, 'Z': -0.0580604262650013}, {'X': 0.7495238780975342, 'Y': 0.540427029132843, 'Z': -0.07460864633321762}, {'X': 0.7594296336174011, 'Y': 0.5116664171218872, 'Z': -0.08061297237873077}, {'X': 0.765944242477417, 'Y': 0.4818960130214691, 'Z': -0.08566602319478989}]
[{'X': 0.6811505556106567, 'Y': 0.6914892196655273, 'Z': -4.6425604523392394e-05}, {'X': 0.6380625367164612, 'Y': 0.6697522401809692, 'Z': -0.0404813289642334}, {'X': 0.6115432977676392, 'Y': 0.6351832747459412, 'Z': -0.06804480403661728}, {'X': 0.5988492369651794, 'Y': 0.6004243493080139, 'Z': -0.09595838934183121}, {'X': 0.5877631902694702, 'Y': 0.56749427318573, 'Z': -0.12179585546255112}, {'X': 0.6557462811470032, 'Y': 0.5393598675727844, 'Z': -0.042613256722688675}, {'X': 0.6423891186714172, 'Y': 0.4760216772556305, 'Z': -0.0718548595905304}, {'X': 0.6308892369270325, 'Y': 0.43977081775665283, 'Z': -0.09974302351474762}, {'X': 0.6182183623313904, 'Y': 0.4079156517982483, 'Z': -0.11798558384180069}, {'X': 0.6876969933509827, 'Y': 0.5382019281387329, 'Z': -0.04463941976428032}, {'X': 0.6955575346946716, 'Y': 0.4695555567741394, 'Z': -0.06671907752752304}, {'X': 0.7009251117706299, 'Y': 0.42443710565567017, 'Z': -0.09322541952133179}, {'X': 0.7042561769485474, 'Y': 0.38533633947372437, 'Z': -0.11230533570051193}, {'X': 0.7152222394943237, 'Y': 0.5567635893821716, 'Z': -0.05176721140742302}, {'X': 0.7280516624450684, 'Y': 0.49950146675109863, 'Z': -0.07187864184379578}, {'X': 0.735159158706665, 'Y': 0.45834285020828247, 'Z': -0.09472766518592834}, {'X': 0.7366114854812622, 'Y': 0.4225893020629883, 'Z': -0.11255727708339691}, {'X': 0.7408244609832764, 'Y': 0.5885214805603027, 'Z': -0.062445007264614105}, {'X': 0.7611674070358276, 'Y': 0.5467607975006104, 'Z': -0.08716221153736115}, {'X': 0.7719886302947998, 'Y': 0.5157557129859924, 'Z': -0.10308622568845749}, {'X': 0.7764750123023987, 'Y': 0.48534655570983887, 'Z': -0.11380143463611603}]
[{'X': 0.6797646880149841, 'Y': 0.6897526979446411, 'Z': -5.3368839871836826e-05}, {'X': 0.6442655324935913, 'Y': 0.670026957988739, 'Z': -0.03853679448366165}, {'X': 0.6183779239654541, 'Y': 0.633343517780304, 'Z': -0.06311386078596115}, {'X': 0.6047719717025757, 'Y': 0.5955312848091125, 'Z': -0.0860278382897377}, {'X': 0.5932478308677673, 'Y': 0.5666679739952087, 'Z': -0.1055939719080925}, {'X': 0.6557092070579529, 'Y': 0.5451350212097168, 'Z': -0.04374852403998375}, {'X': 0.647038996219635, 'Y': 0.48552197217941284, 'Z': -0.07635845243930817}, {'X': 0.6359195709228516, 'Y': 0.4538342356681824, 'Z': -0.10212036222219467}, {'X': 0.6272018551826477, 'Y': 0.4305986762046814, 'Z': -0.11262965947389603}, {'X': 0.6859959363937378, 'Y': 0.5403302907943726, 'Z': -0.04240631312131882}, {'X': 0.6923012733459473, 'Y': 0.4673518240451813, 'Z': -0.062096916139125824}, {'X': 0.6960489749908447, 'Y': 0.4249187409877777, 'Z': -0.08292288333177567}, {'X': 0.6995514035224915, 'Y': 0.3886154592037201, 'Z': -0.0976058766245842}, {'X': 0.7119725942611694, 'Y': 0.5553634166717529, 'Z': -0.04573536291718483}, {'X': 0.7223713397979736, 'Y': 0.49171707034111023, 'Z': -0.06049212068319321}, {'X': 0.7307637929916382, 'Y': 0.45437437295913696, 'Z': -0.07909388095140457}, {'X': 0.7359670400619507, 'Y': 0.42281869053840637, 'Z': -0.09216868877410889}, {'X': 0.7367148399353027, 'Y': 0.5836417078971863, 'Z': -0.05220744386315346}, {'X': 0.754031240940094, 'Y': 0.5381392240524292, 'Z': -0.0638841986656189}, {'X': 0.7645821571350098, 'Y': 0.5111873745918274, 'Z': -0.07186826318502426}, {'X': 0.7722160220146179, 'Y': 0.4845053255558014, 'Z': -0.07679800689220428}]
[{'X': 0.6725206971168518, 'Y': 0.7025504112243652, 'Z': -4.7760691813891754e-05}, {'X': 0.6313362717628479, 'Y': 0.6822652816772461, 'Z': -0.05151807516813278}, {'X': 0.6066532135009766, 'Y': 0.6464499235153198, 'Z': -0.08492859452962875}, {'X': 0.5940133333206177, 'Y': 0.6113123893737793, 'Z': -0.1161305382847786}, {'X': 0.578214168548584, 'Y': 0.5802976489067078, 'Z': -0.14523376524448395}, {'X': 0.6492313146591187, 'Y': 0.5579022169113159, 'Z': -0.05632195249199867}, {'X': 0.6422502398490906, 'Y': 0.497529000043869, 'Z': -0.08698177337646484}, {'X': 0.6328347325325012, 'Y': 0.47378936409950256, 'Z': -0.11220215260982513}, {'X': 0.6234468221664429, 'Y': 0.45968738198280334, 'Z': -0.12748903036117554}, {'X': 0.6795288324356079, 'Y': 0.5526912808418274, 'Z': -0.051195234060287476}, {'X': 0.6849032044410706, 'Y': 0.48417970538139343, 'Z': -0.06717383861541748}, {'X': 0.6921395659446716, 'Y': 0.4388955533504486, 'Z': -0.08731257170438766}, {'X': 0.6983686685562134, 'Y': 0.3967372179031372, 'Z': -0.10470384359359741}, {'X': 0.7041903138160706, 'Y': 0.5671553611755371, 'Z': -0.051205459982156754}, {'X': 0.7141179442405701, 'Y': 0.5053585171699524, 'Z': -0.06450841575860977}, {'X': 0.7217874526977539, 'Y': 0.4648596942424774, 'Z': -0.08313439041376114}, {'X': 0.7270911931991577, 'Y': 0.4256700873374939, 'Z': -0.09697137027978897}, {'X': 0.7290424704551697, 'Y': 0.5951677560806274, 'Z': -0.05559878796339035}, {'X': 0.7459638714790344, 'Y': 0.5510642528533936, 'Z': -0.07145791500806808}, {'X': 0.7576368451118469, 'Y': 0.521920382976532, 'Z': -0.07585597783327103}, {'X': 0.7660126686096191, 'Y': 0.49063026905059814, 'Z': -0.07939212024211884}]
[{'X': 0.6730855107307434, 'Y': 0.7015621066093445, 'Z': -5.040642645326443e-05}, {'X': 0.632335364818573, 'Y': 0.6830977201461792, 'Z': -0.043602053076028824}, {'X': 0.6044178605079651, 'Y': 0.6478283405303955, 'Z': -0.06908053159713745}, {'X': 0.5898913741111755, 'Y': 0.6157205104827881, 'Z': -0.09421234577894211}, {'X': 0.5709299445152283, 'Y': 0.5909810662269592, 'Z': -0.11863915622234344}, {'X': 0.6426846981048584, 'Y': 0.55279141664505, 'Z': -0.05002163350582123}, {'X': 0.6335046291351318, 'Y': 0.4890229403972626, 'Z': -0.07879811525344849}, {'X': 0.6222491264343262, 'Y': 0.45620620250701904, 'Z': -0.10134195536375046}, {'X': 0.6118955612182617, 'Y': 0.4250430464744568, 'Z': -0.11420072615146637}, {'X': 0.6731895208358765, 'Y': 0.5483211278915405, 'Z': -0.04970813915133476}, {'X': 0.6773737072944641, 'Y': 0.4776906371116638, 'Z': -0.07000544667243958}, {'X': 0.6821120977401733, 'Y': 0.43684419989585876, 'Z': -0.08892936259508133}, {'X': 0.6845647096633911, 'Y': 0.3983982801437378, 'Z': -0.10321906954050064}, {'X': 0.699574887752533, 'Y': 0.5630805492401123, 'Z': -0.05301306024193764}, {'X': 0.7092092633247375, 'Y': 0.5014806389808655, 'Z': -0.07599958032369614}, {'X': 0.7167367935180664, 'Y': 0.461922824382782, 'Z': -0.09485941380262375}, {'X': 0.7199050784111023, 'Y': 0.42623233795166016, 'Z': -0.10778572410345078}, {'X': 0.726173996925354, 'Y': 0.5898507237434387, 'Z': -0.06057819351553917}, {'X': 0.7433915734291077, 'Y': 0.5469802618026733, 'Z': -0.08435443788766861}, {'X': 0.7551895976066589, 'Y': 0.5183542966842651, 'Z': -0.09423844516277313}, {'X': 0.7615257501602173, 'Y': 0.4882606863975525, 'Z': -0.10034658014774323}]
[{'X': 0.6655018925666809, 'Y': 0.7011594176292419, 'Z': -5.8763402194017544e-05}, {'X': 0.6207486987113953, 'Y': 0.6822906136512756, 'Z': -0.04404720291495323}, {'X': 0.5889768004417419, 'Y': 0.6470086574554443, 'Z': -0.07216323912143707}, {'X': 0.5681766867637634, 'Y': 0.6128481030464172, 'Z': -0.09781847894191742}, {'X': 0.5419076085090637, 'Y': 0.5857163667678833, 'Z': -0.12408150732517242}, {'X': 0.6305124163627625, 'Y': 0.5562314391136169, 'Z': -0.055327098816633224}, {'X': 0.6173158288002014, 'Y': 0.4911622405052185, 'Z': -0.08436025679111481}, {'X': 0.6054481863975525, 'Y': 0.45623913407325745, 'Z': -0.10794209688901901}, {'X': 0.5931565165519714, 'Y': 0.4287703037261963, 'Z': -0.12122219055891037}, {'X': 0.6628261804580688, 'Y': 0.5502671003341675, 'Z': -0.05286179482936859}, {'X': 0.6672583818435669, 'Y': 0.4775565266609192, 'Z': -0.07029833644628525}, {'X': 0.671860933303833, 'Y': 0.43088045716285706, 'Z': -0.08498341590166092}, {'X': 0.6730554699897766, 'Y': 0.39043429493904114, 'Z': -0.09652455151081085}, {'X': 0.6892635822296143, 'Y': 0.5636280179023743, 'Z': -0.053360484540462494}, {'X': 0.6996585130691528, 'Y': 0.4997037649154663, 'Z': -0.07170570641756058}, {'X': 0.7074375748634338, 'Y': 0.4588257670402527, 'Z': -0.0868537649512291}, {'X': 0.7101906538009644, 'Y': 0.42255425453186035, 'Z': -0.09411465376615524}, {'X': 0.7145217657089233, 'Y': 0.5892994999885559, 'Z': -0.05798030272126198}, {'X': 0.7331699728965759, 'Y': 0.5438435673713684, 'Z': -0.0778922438621521}, {'X': 0.7463148832321167, 'Y': 0.5144362449645996, 'Z': -0.08254720270633698}, {'X': 0.7549170255661011, 'Y': 0.48346516489982605, 'Z': -0.0835295245051384}]
[{'X': 0.6614799499511719, 'Y': 0.6979728937149048, 'Z': -6.350980402203277e-05}, {'X': 0.6191548109054565, 'Y': 0.6824267506599426, 'Z': -0.04249487817287445}, {'X': 0.5878646373748779, 'Y': 0.6482877731323242, 'Z': -0.06545232981443405}, {'X': 0.5677721500396729, 'Y': 0.6122447848320007, 'Z': -0.08644405752420425}, {'X': 0.5448663830757141, 'Y': 0.5840414762496948, 'Z': -0.10600434243679047}, {'X': 0.6267032027244568, 'Y': 0.5563512444496155, 'Z': -0.04185758903622627}, {'X': 0.6106829643249512, 'Y': 0.4924321174621582, 'Z': -0.06885340809822083}, {'X': 0.5968998074531555, 'Y': 0.45759889483451843, 'Z': -0.09233415126800537}, {'X': 0.5860130786895752, 'Y': 0.4280235469341278, 'Z': -0.10236229747533798}, {'X': 0.6585038900375366, 'Y': 0.5479232668876648, 'Z': -0.03646792098879814}, {'X': 0.6624842882156372, 'Y': 0.4717082679271698, 'Z': -0.046848997473716736}, {'X': 0.6673165559768677, 'Y': 0.4283777177333832, 'Z': -0.062077924609184265}, {'X': 0.6707574129104614, 'Y': 0.3928493559360504, 'Z': -0.07425470650196075}, {'X': 0.6857353448867798, 'Y': 0.559655487537384, 'Z': -0.035667069256305695}, {'X': 0.6949179768562317, 'Y': 0.49460822343826294, 'Z': -0.0452490858733654}, {'X': 0.7022823691368103, 'Y': 0.45375439524650574, 'Z': -0.06073049083352089}, {'X': 0.7049167156219482, 'Y': 0.4208556115627289, 'Z': -0.07142765074968338}, {'X': 0.7119312882423401, 'Y': 0.5846554040908813, 'Z': -0.03861759603023529}, {'X': 0.730019748210907, 'Y': 0.5390554666519165, 'Z': -0.04784645140171051}, {'X': 0.7435951232910156, 'Y': 0.5122328400611877, 'Z': -0.05228309705853462}, {'X': 0.7521838545799255, 'Y': 0.4863324761390686, 'Z': -0.05268144607543945}]
[{'X': 0.6435296535491943, 'Y': 0.7048358917236328, 'Z': -1.1641785931715276e-05}, {'X': 0.609116792678833, 'Y': 0.6895743012428284, 'Z': -0.0464160330593586}, {'X': 0.5824963450431824, 'Y': 0.6525104641914368, 'Z': -0.07799409329891205}, {'X': 0.5648484826087952, 'Y': 0.623385488986969, 'Z': -0.1075521782040596}, {'X': 0.5439582467079163, 'Y': 0.602685272693634, 'Z': -0.13679036498069763}, {'X': 0.6225940585136414, 'Y': 0.5554252862930298, 'Z': -0.04848608747124672}, {'X': 0.6149996519088745, 'Y': 0.49225544929504395, 'Z': -0.08166293054819107}, {'X': 0.5976706147193909, 'Y': 0.4674886167049408, 'Z': -0.11192062497138977}, {'X': 0.5846930742263794, 'Y': 0.4547354280948639, 'Z': -0.12447252869606018}, {'X': 0.6532964110374451, 'Y': 0.550706148147583, 'Z': -0.044708020985126495}, {'X': 0.6617498397827148, 'Y': 0.47267892956733704, 'Z': -0.06181757524609566}, {'X': 0.6631103754043579, 'Y': 0.4293736517429352, 'Z': -0.08196278661489487}, {'X': 0.663239061832428, 'Y': 0.3921436071395874, 'Z': -0.09864804148674011}, {'X': 0.679215133190155, 'Y': 0.5653009414672852, 'Z': -0.04586995020508766}, {'X': 0.6906139850616455, 'Y': 0.49707770347595215, 'Z': -0.05723956599831581}, {'X': 0.6980032324790955, 'Y': 0.4563979506492615, 'Z': -0.07516132295131683}, {'X': 0.7027389407157898, 'Y': 0.42398083209991455, 'Z': -0.0889885425567627}, {'X': 0.7041379809379578, 'Y': 0.5917127132415771, 'Z': -0.05186391621828079}, {'X': 0.7216633558273315, 'Y': 0.5405199527740479, 'Z': -0.06033482775092125}, {'X': 0.7341971397399902, 'Y': 0.5119529366493225, 'Z': -0.06261341273784637}, {'X': 0.7447341084480286, 'Y': 0.4844290614128113, 'Z': -0.06631059944629669}]
[{'X': 0.6394957304000854, 'Y': 0.723545491695404, 'Z': -4.918608829029836e-05}, {'X': 0.5913263559341431, 'Y': 0.703679084777832, 'Z': -0.05392744392156601}, {'X': 0.5578244924545288, 'Y': 0.6668559908866882, 'Z': -0.08613353222608566}, {'X': 0.5361668467521667, 'Y': 0.631488025188446, 'Z': -0.11487379670143127}, {'X': 0.5139002799987793, 'Y': 0.6025746464729309, 'Z': -0.14121228456497192}, {'X': 0.602588415145874, 'Y': 0.5646580457687378, 'Z': -0.057030994445085526}, {'X': 0.5844612121582031, 'Y': 0.4957866072654724, 'Z': -0.08607688546180725}, {'X': 0.5726602673530579, 'Y': 0.45731815695762634, 'Z': -0.11138807982206345}, {'X': 0.561458945274353, 'Y': 0.42489802837371826, 'Z': -0.12643754482269287}, {'X': 0.6373833417892456, 'Y': 0.5583631992340088, 'Z': -0.04954049363732338}, {'X': 0.6424083113670349, 'Y': 0.4812508821487427, 'Z': -0.068318210542202}, {'X': 0.6499623656272888, 'Y': 0.433580219745636, 'Z': -0.08766275644302368}, {'X': 0.6549153923988342, 'Y': 0.39221516251564026, 'Z': -0.10350783914327621}, {'X': 0.6670016050338745, 'Y': 0.5714674592018127, 'Z': -0.0476740300655365}, {'X': 0.6788417100906372, 'Y': 0.504170835018158, 'Z': -0.06319841742515564}, {'X': 0.6879047155380249, 'Y': 0.46011072397232056, 'Z': -0.07995400577783585}, {'X': 0.6914181113243103, 'Y': 0.4215323328971863, 'Z': -0.09281221777200699}, {'X': 0.6950234770774841, 'Y': 0.5978818535804749, 'Z': -0.050360552966594696}, {'X': 0.7150892615318298, 'Y': 0.5493842959403992, 'Z': -0.06865867227315903}, {'X': 0.728502094745636, 'Y': 0.5180394053459167, 'Z': -0.07699716836214066}, {'X': 0.7365425825119019, 'Y': 0.48748743534088135, 'Z': -0.0836736336350441}]
[{'X': 0.630414605140686, 'Y': 0.7208282351493835, 'Z': -6.796099478378892e-05}, {'X': 0.5822560787200928, 'Y': 0.7057851552963257, 'Z': -0.06123904883861542}, {'X': 0.5502337217330933, 'Y': 0.6739360690116882, 'Z': -0.10176710784435272}, {'X': 0.5286763310432434, 'Y': 0.6470033526420593, 'Z': -0.1374151110649109}, {'X': 0.5006877183914185, 'Y': 0.6287476420402527, 'Z': -0.17320619523525238}, {'X': 0.59200119972229, 'Y': 0.5693497657775879, 'Z': -0.07289670407772064}, {'X': 0.575475811958313, 'Y': 0.5030275583267212, 'Z': -0.1093599870800972}, {'X': 0.5624334216117859, 'Y': 0.4689134955406189, 'Z': -0.1406424194574356}, {'X': 0.5490042567253113, 'Y': 0.44150298833847046, 'Z': -0.15876002609729767}, {'X': 0.6267380714416504, 'Y': 0.562558114528656, 'Z': -0.06508611887693405}, {'X': 0.6317988038063049, 'Y': 0.48619571328163147, 'Z': -0.08954215049743652}, {'X': 0.6378751397132874, 'Y': 0.43946561217308044, 'Z': -0.11346295475959778}, {'X': 0.6406812071800232, 'Y': 0.3955928087234497, 'Z': -0.13375680148601532}, {'X': 0.6566305160522461, 'Y': 0.5761348605155945, 'Z': -0.06101758033037186}, {'X': 0.6675020456314087, 'Y': 0.5063650608062744, 'Z': -0.08087225258350372}, {'X': 0.6754881739616394, 'Y': 0.46353307366371155, 'Z': -0.09967073798179626}, {'X': 0.6783441305160522, 'Y': 0.4233611226081848, 'Z': -0.112034372985363}, {'X': 0.6851644515991211, 'Y': 0.602409839630127, 'Z': -0.06254041194915771}, {'X': 0.7059168815612793, 'Y': 0.5529139041900635, 'Z': -0.07960667461156845}, {'X': 0.7186316847801208, 'Y': 0.5210581421852112, 'Z': -0.08336490392684937}, {'X': 0.726920485496521, 'Y': 0.4870564341545105, 'Z': -0.08578136563301086}]
