[{'X': 0.7152711749076843, 'Y': 0.7540991902351379, 'Z': -0.0001151069300249219}, {'X': 0.6469249129295349, 'Y': 0.7342928051948547, 'Z': 0.020721159875392914}, {'X': 0.5987648367881775, 'Y': 0.6551092267036438, 'Z': 0.03395458310842514}, {'X': 0.5726416707038879, 'Y': 0.5879853367805481, 'Z': 0.03461587056517601}, {'X': 0.5558099150657654, 'Y': 0.5478149652481079, 'Z': 0.030295638367533684}, {'X': 0.6299789547920227, 'Y': 0.508671760559082, 'Z': 0.0645279511809349}, {'X': 0.6159869432449341, 'Y': 0.40077319741249084, 'Z': 0.07531934231519699}, {'X': 0.6063451766967773, 'Y': 0.3274024426937103, 'Z': 0.0697392150759697}, {'X': 0.5961564779281616, 'Y': 0.2646557092666626, 'Z': 0.058088093996047974}, {'X': 0.6622958183288574, 'Y': 0.4900025725364685, 'Z': 0.040190309286117554}, {'X': 0.643031656742096, 'Y': 0.371690571308136, 'Z': 0.04626668617129326}, {'X': 0.6247990131378174, 'Y': 0.2922601103782654, 'Z': 0.026219401508569717}, {'X': 0.6105523705482483, 'Y': 0.231387197971344, 'Z': 0.014687923714518547}, {'X': 0.69956374168396, 'Y': 0.48874345421791077, 'Z': 0.014194333925843239}, {'X': 0.6768204569816589, 'Y': 0.37028276920318604, 'Z': 0.014172891154885292}, {'X': 0.6541011929512024, 'Y': 0.30573856830596924, 'Z': -0.0068913716822862625}, {'X': 0.6361128091812134, 'Y': 0.2560504078865051, 'Z': -0.021044960245490074}, {'X': 0.7387603521347046, 'Y': 0.5073140859603882, 'Z': -0.01063910685479641}, {'X': 0.7283072471618652, 'Y': 0.4101523160934448, 'Z': -0.015247589908540249}, {'X': 0.7142829895019531, 'Y': 0.3454015254974365, 'Z': -0.029524464160203934}, {'X': 0.6969324350357056, 'Y': 0.2867874801158905, 'Z': -0.03933774307370186}]
[{'X': 0.7064732313156128, 'Y': 0.7589907646179199, 'Z': -8.083623106358573e-05}, {'X': 0.6557323932647705, 'Y': 0.7536306381225586, 'Z': -0.005451049190014601}, {'X': 0.6064483523368835, 'Y': 0.6674957275390625, 'Z': -0.025474421679973602}, {'X': 0.5803312659263611, 'Y': 0.5915413498878479, 'Z': -0.05310462415218353}, {'X': 0.5751055479049683, 'Y': 0.529735803604126, 'Z': -0.09099871665239334}, {'X': 0.6439464092254639, 'Y': 0.5320838093757629, 'Z': -0.025428421795368195}, {'X': 0.635566771030426, 'Y': 0.4274429380893707, 'Z': -0.05044835805892944}, {'X': 0.6212101578712463, 'Y': 0.3644595742225647, 'Z': -0.06616052985191345}, {'X': 0.6019122004508972, 'Y': 0.31933626532554626, 'Z': -0.07659482210874557}, {'X': 0.6746068000793457, 'Y': 0.5175288319587708, 'Z': -0.05281210318207741}, {'X': 0.666889488697052, 'Y': 0.3934747576713562, 'Z': -0.09532849490642548}, {'X': 0.6375513672828674, 'Y': 0.34033477306365967, 'Z': -0.1168588176369667}, {'X': 0.6101670861244202, 'Y': 0.3082766532897949, 'Z': -0.13167519867420197}, {'X': 0.709546685218811, 'Y': 0.5388422608375549, 'Z': -0.08389467000961304}, {'X': 0.6852391958236694, 'Y': 0.43581661581993103, 'Z': -0.1482720673084259}, {'X': 0.6426311135292053, 'Y': 0.4603947401046753, 'Z': -0.18867869675159454}, {'X': 0.6120051741600037, 'Y': 0.4968304932117462, 'Z': -0.2064325213432312}, {'X': 0.7390754222869873, 'Y': 0.5833163261413574, 'Z': -0.1100677028298378}, {'X': 0.7030119895935059, 'Y': 0.5409250855445862, 'Z': -0.18144261837005615}, {'X': 0.6658721566200256, 'Y': 0.5884636044502258, 'Z': -0.2130988985300064}, {'X': 0.640717625617981, 'Y': 0.6408706307411194, 'Z': -0.22741666436195374}]
[{'X': 0.7207307815551758, 'Y': 0.7721027731895447, 'Z': -7.182887202361599e-05}, {'X': 0.6600223779678345, 'Y': 0.749226450920105, 'Z': -0.009419022127985954}, {'X': 0.6090227961540222, 'Y': 0.6526942253112793, 'Z': -0.031141771003603935}, {'X': 0.5802757740020752, 'Y': 0.5840322971343994, 'Z': -0.062300439924001694}, {'X': 0.5790773630142212, 'Y': 0.5242361426353455, 'Z': -0.1051073670387268}, {'X': 0.6350743770599365, 'Y': 0.5359227657318115, 'Z': -0.04216601699590683}, {'X': 0.6276044845581055, 'Y': 0.44908952713012695, 'Z': -0.08248098939657211}, {'X': 0.6123539209365845, 'Y': 0.39163142442703247, 'Z': -0.11053329706192017}, {'X': 0.593614399433136, 'Y': 0.3464048504829407, 'Z': -0.12487256526947021}, {'X': 0.6650583744049072, 'Y': 0.5189365148544312, 'Z': -0.06756135076284409}, {'X': 0.6634638905525208, 'Y': 0.41557782888412476, 'Z': -0.11786990612745285}, {'X': 0.64165860414505, 'Y': 0.3493176996707916, 'Z': -0.14412379264831543}, {'X': 0.6189846396446228, 'Y': 0.29844653606414795, 'Z': -0.16002003848552704}, {'X': 0.6997759938240051, 'Y': 0.5361402034759521, 'Z': -0.09549710899591446}, {'X': 0.6817706227302551, 'Y': 0.44754892587661743, 'Z': -0.15825796127319336}, {'X': 0.6442013382911682, 'Y': 0.42248523235321045, 'Z': -0.1875409185886383}, {'X': 0.6091797351837158, 'Y': 0.4098842144012451, 'Z': -0.20409610867500305}, {'X': 0.7312731146812439, 'Y': 0.5842402577400208, 'Z': -0.1215069442987442}, {'X': 0.6995084285736084, 'Y': 0.5616723299026489, 'Z': -0.18228650093078613}, {'X': 0.6611641049385071, 'Y': 0.5918357372283936, 'Z': -0.20181769132614136}, {'X': 0.6242063641548157, 'Y': 0.6205428838729858, 'Z': -0.21630345284938812}]
[{'X': 0.723022997379303, 'Y': 0.7733218669891357, 'Z': -5.4690543038304895e-05}, {'X': 0.6621093153953552, 'Y': 0.7467983961105347, 'Z': -0.01703651435673237}, {'X': 0.6161198019981384, 'Y': 0.6520668268203735, 'Z': -0.03795258700847626}, {'X': 0.5889087915420532, 'Y': 0.5905061364173889, 'Z': -0.0692484974861145}, {'X': 0.581209123134613, 'Y': 0.545539915561676, 'Z': -0.10934143513441086}, {'X': 0.6428399085998535, 'Y': 0.5331493020057678, 'Z': -0.023722710087895393}, {'X': 0.6303588151931763, 'Y': 0.47011318802833557, 'Z': -0.08134564012289047}, {'X': 0.6075595617294312, 'Y': 0.4516400694847107, 'Z': -0.12922710180282593}, {'X': 0.5825519561767578, 'Y': 0.4685071110725403, 'Z': -0.161890909075737}, {'X': 0.6689112782478333, 'Y': 0.5202378630638123, 'Z': -0.04499370977282524}, {'X': 0.6564890146255493, 'Y': 0.4498419165611267, 'Z': -0.10641800612211227}, {'X': 0.6271555423736572, 'Y': 0.4508970379829407, 'Z': -0.15145118534564972}, {'X': 0.6047696471214294, 'Y': 0.4889706075191498, 'Z': -0.17959654331207275}, {'X': 0.7002216577529907, 'Y': 0.5364538431167603, 'Z': -0.072538360953331}, {'X': 0.6756488084793091, 'Y': 0.47295260429382324, 'Z': -0.1465466469526291}, {'X': 0.6395482420921326, 'Y': 0.467441201210022, 'Z': -0.19908322393894196}, {'X': 0.6097195148468018, 'Y': 0.4890460968017578, 'Z': -0.22859850525856018}, {'X': 0.7291333675384521, 'Y': 0.582797646522522, 'Z': -0.09991225600242615}, {'X': 0.6888239979743958, 'Y': 0.5728364586830139, 'Z': -0.1694342941045761}, {'X': 0.6551477313041687, 'Y': 0.6023191809654236, 'Z': -0.20932039618492126}, {'X': 0.6260236501693726, 'Y': 0.635291337966919, 'Z': -0.2383016049861908}]
[{'X': 0.6852342486381531, 'Y': 0.5313910841941833, 'Z': -4.736784103442915e-05}, {'X': 0.6782139539718628, 'Y': 0.4371856153011322, 'Z': -0.053331583738327026}, {'X': 0.6536604166030884, 'Y': 0.36229243874549866, 'Z': -0.09567558020353317}, {'X': 0.6256930232048035, 'Y': 0.3121322989463806, 'Z': -0.12949883937835693}, {'X': 0.6027352809906006, 'Y': 0.268893301486969, 'Z': -0.1552300900220871}, {'X': 0.6454030275344849, 'Y': 0.41138991713523865, 'Z': -0.1368030309677124}, {'X': 0.63145512342453, 'Y': 0.4030086398124695, 'Z': -0.2028801292181015}, {'X': 0.6204431056976318, 'Y': 0.38252896070480347, 'Z': -0.23718273639678955}, {'X': 0.6113911867141724, 'Y': 0.3616073727607727, 'Z': -0.2615104615688324}, {'X': 0.6347813010215759, 'Y': 0.47360745072364807, 'Z': -0.1347387135028839}, {'X': 0.6372649669647217, 'Y': 0.505977988243103, 'Z': -0.20167723298072815}, {'X': 0.6515020132064819, 'Y': 0.5155159831047058, 'Z': -0.20257899165153503}, {'X': 0.6595538854598999, 'Y': 0.518207848072052, 'Z': -0.20764143764972687}, {'X': 0.6314388513565063, 'Y': 0.5375126600265503, 'Z': -0.13692641258239746}, {'X': 0.6320076584815979, 'Y': 0.5735247731208801, 'Z': -0.19982875883579254}, {'X': 0.6346956491470337, 'Y': 0.5752032995223999, 'Z': -0.20314879715442657}, {'X': 0.6336116194725037, 'Y': 0.5692110657691956, 'Z': -0.20477478206157684}, {'X': 0.6300302743911743, 'Y': 0.5901777744293213, 'Z': -0.14311234652996063}, {'X': 0.6157152056694031, 'Y': 0.610680878162384, 'Z': -0.19430828094482422}, {'X': 0.6043230891227722, 'Y': 0.6047772169113159, 'Z': -0.21997188031673431}, {'X': 0.5933418273925781, 'Y': 0.5971640348434448, 'Z': -0.2416636198759079}]
[{'X': 0.6715441942214966, 'Y': 0.6933116912841797, 'Z': -5.7074510550592095e-05}, {'X': 0.6700326204299927, 'Y': 0.6296829581260681, 'Z': -0.057898253202438354}, {'X': 0.6600863337516785, 'Y': 0.5778869986534119, 'Z': -0.10661378502845764}, {'X': 0.648324191570282, 'Y': 0.553826093673706, 'Z': -0.14265868067741394}, {'X': 0.6343806385993958, 'Y': 0.5494215488433838, 'Z': -0.1782808154821396}, {'X': 0.6370830535888672, 'Y': 0.5796632170677185, 'Z': -0.1518823355436325}, {'X': 0.63358473777771, 'Y': 0.5485469102859497, 'Z': -0.21265757083892822}, {'X': 0.6404410600662231, 'Y': 0.5269145965576172, 'Z': -0.247962087392807}, {'X': 0.646968424320221, 'Y': 0.5072304606437683, 'Z': -0.27464213967323303}, {'X': 0.633151650428772, 'Y': 0.600334882736206, 'Z': -0.14490193128585815}, {'X': 0.634756326675415, 'Y': 0.5699648261070251, 'Z': -0.21198482811450958}, {'X': 0.6438084840774536, 'Y': 0.5385611653327942, 'Z': -0.2496504932641983}, {'X': 0.6539124250411987, 'Y': 0.5166822671890259, 'Z': -0.278085857629776}, {'X': 0.6338263750076294, 'Y': 0.6290820837020874, 'Z': -0.13549920916557312}, {'X': 0.6354853510856628, 'Y': 0.6023619771003723, 'Z': -0.1976061463356018}, {'X': 0.6428545713424683, 'Y': 0.5698168277740479, 'Z': -0.22604888677597046}, {'X': 0.651275634765625, 'Y': 0.5470126867294312, 'Z': -0.24195918440818787}, {'X': 0.6381063461303711, 'Y': 0.661067545413971, 'Z': -0.12842895090579987}, {'X': 0.6366500854492188, 'Y': 0.6445122957229614, 'Z': -0.18010228872299194}, {'X': 0.639129102230072, 'Y': 0.6206516027450562, 'Z': -0.20837734639644623}, {'X': 0.6416752338409424, 'Y': 0.5995205044746399, 'Z': -0.2282116860151291}]
[{'X': 0.6867585778236389, 'Y': 0.719147801399231, 'Z': -4.699147757492028e-05}, {'X': 0.6361200213432312, 'Y': 0.6934422254562378, 'Z': -0.01575985550880432}, {'X': 0.6008334159851074, 'Y': 0.6334552764892578, 'Z': -0.04786129295825958}, {'X': 0.5810708999633789, 'Y': 0.5809418559074402, 'Z': -0.07191787660121918}, {'X': 0.5665748119354248, 'Y': 0.5407087802886963, 'Z': -0.09917393326759338}, {'X': 0.6345816850662231, 'Y': 0.5888704061508179, 'Z': -0.1657663881778717}, {'X': 0.628943681716919, 'Y': 0.49060654640197754, 'Z': -0.21421335637569427}, {'X': 0.6115306615829468, 'Y': 0.4430229961872101, 'Z': -0.2306283563375473}, {'X': 0.5924686789512634, 'Y': 0.42027759552001953, 'Z': -0.24473035335540771}, {'X': 0.6619169116020203, 'Y': 0.583734393119812, 'Z': -0.16948120296001434}, {'X': 0.6525412201881409, 'Y': 0.49683499336242676, 'Z': -0.2262963205575943}, {'X': 0.63364577293396, 'Y': 0.4622527062892914, 'Z': -0.2418324500322342}, {'X': 0.6212105751037598, 'Y': 0.457948237657547, 'Z': -0.2536572217941284}, {'X': 0.6848758459091187, 'Y': 0.5941019654273987, 'Z': -0.16554826498031616}, {'X': 0.6674652695655823, 'Y': 0.5185649991035461, 'Z': -0.21195195615291595}, {'X': 0.649146318435669, 'Y': 0.488064169883728, 'Z': -0.223629429936409}, {'X': 0.6381904482841492, 'Y': 0.48714545369148254, 'Z': -0.23599636554718018}, {'X': 0.702401876449585, 'Y': 0.612541139125824, 'Z': -0.15932881832122803}, {'X': 0.6860870122909546, 'Y': 0.555712878704071, 'Z': -0.1951511800289154}, {'X': 0.6706866025924683, 'Y': 0.5254287123680115, 'Z': -0.21736136078834534}, {'X': 0.6577041149139404, 'Y': 0.5156480073928833, 'Z': -0.23642376065254211}]
[{'X': 0.7070913314819336, 'Y': 0.7760570645332336, 'Z': -3.531400943757035e-05}, {'X': 0.6560506820678711, 'Y': 0.7083135843276978, 'Z': 0.022987036034464836}, {'X': 0.6208149194717407, 'Y': 0.6303769946098328, 'Z': 0.009688015095889568}, {'X': 0.5947998762130737, 'Y': 0.5922243595123291, 'Z': -0.014156735502183437}, {'X': 0.5752025842666626, 'Y': 0.5538857579231262, 'Z': -0.043647799640893936}, {'X': 0.6548312902450562, 'Y': 0.5181500911712646, 'Z': -0.0505836196243763}, {'X': 0.6413068771362305, 'Y': 0.42576268315315247, 'Z': -0.08984091132879257}, {'X': 0.6156390309333801, 'Y': 0.3930756747722626, 'Z': -0.11052405089139938}, {'X': 0.5893611311912537, 'Y': 0.38690370321273804, 'Z': -0.12082772701978683}, {'X': 0.6678352355957031, 'Y': 0.5339088439941406, 'Z': -0.0860963985323906}, {'X': 0.6612460613250732, 'Y': 0.4190711975097656, 'Z': -0.13477882742881775}, {'X': 0.6323937773704529, 'Y': 0.3596445620059967, 'Z': -0.15376153588294983}, {'X': 0.606334924697876, 'Y': 0.319112092256546, 'Z': -0.1641855090856552}, {'X': 0.6777961254119873, 'Y': 0.5761890411376953, 'Z': -0.11921776831150055}, {'X': 0.6666104197502136, 'Y': 0.473692923784256, 'Z': -0.17017753422260284}, {'X': 0.6376937627792358, 'Y': 0.42306840419769287, 'Z': -0.19412961602210999}, {'X': 0.6143476366996765, 'Y': 0.39053449034690857, 'Z': -0.20754840970039368}, {'X': 0.680612325668335, 'Y': 0.6400643587112427, 'Z': -0.14792191982269287}, {'X': 0.6655870079994202, 'Y': 0.5696500539779663, 'Z': -0.1953415721654892}, {'X': 0.646483838558197, 'Y': 0.5322872996330261, 'Z': -0.2192533016204834}, {'X': 0.627149760723114, 'Y': 0.5062724351882935, 'Z': -0.2380765974521637}]
[{'X': 0.7008320689201355, 'Y': 0.7766895294189453, 'Z': -3.679862493299879e-05}, {'X': 0.6400279402732849, 'Y': 0.7366936206817627, 'Z': -0.0008011900936253369}, {'X': 0.6010796427726746, 'Y': 0.6618322730064392, 'Z': -0.02132638543844223}, {'X': 0.5795497894287109, 'Y': 0.6139218807220459, 'Z': -0.048095930367708206}, {'X': 0.557225227355957, 'Y': 0.5671756863594055, 'Z': -0.08163117617368698}, {'X': 0.6286009550094604, 'Y': 0.5562570691108704, 'Z': -0.060431189835071564}, {'X': 0.619471549987793, 'Y': 0.47144800424575806, 'Z': -0.10276985168457031}, {'X': 0.6060469150543213, 'Y': 0.4243350028991699, 'Z': -0.13534413278102875}, {'X': 0.5874150395393372, 'Y': 0.39029914140701294, 'Z': -0.16068530082702637}, {'X': 0.6558679342269897, 'Y': 0.5605402588844299, 'Z': -0.08897973597049713}, {'X': 0.6511147022247314, 'Y': 0.4747145175933838, 'Z': -0.14774635434150696}, {'X': 0.6337696313858032, 'Y': 0.4290929436683655, 'Z': -0.19144175946712494}, {'X': 0.6143101453781128, 'Y': 0.4001482427120209, 'Z': -0.21857494115829468}, {'X': 0.6863707900047302, 'Y': 0.5817631483078003, 'Z': -0.11689041554927826}, {'X': 0.6787731647491455, 'Y': 0.49639201164245605, 'Z': -0.1642550677061081}, {'X': 0.6583490371704102, 'Y': 0.44799184799194336, 'Z': -0.20375974476337433}, {'X': 0.6388444900512695, 'Y': 0.418427973985672, 'Z': -0.23242013156414032}, {'X': 0.7174571752548218, 'Y': 0.6195768117904663, 'Z': -0.14213843643665314}, {'X': 0.7096041440963745, 'Y': 0.5458899140357971, 'Z': -0.18173320591449738}, {'X': 0.6944429874420166, 'Y': 0.49497801065444946, 'Z': -0.21240542829036713}, {'X': 0.6747135519981384, 'Y': 0.4516320526599884, 'Z': -0.2383747398853302}]
[{'X': 0.7013616561889648, 'Y': 0.7419255375862122, 'Z': -8.949855691753328e-05}, {'X': 0.6457807421684265, 'Y': 0.7297461032867432, 'Z': 0.025344163179397583}, {'X': 0.6003544330596924, 'Y': 0.6579291224479675, 'Z': 0.040165845304727554}, {'X': 0.5741330981254578, 'Y': 0.5971887111663818, 'Z': 0.042189717292785645}, {'X': 0.5597821474075317, 'Y': 0.5583763718605042, 'Z': 0.03918978571891785}, {'X': 0.6226401329040527, 'Y': 0.5149418115615845, 'Z': 0.06500907242298126}, {'X': 0.6126425266265869, 'Y': 0.4163762032985687, 'Z': 0.06939571350812912}, {'X': 0.592677116394043, 'Y': 0.3814160227775574, 'Z': 0.060843244194984436}, {'X': 0.5713377594947815, 'Y': 0.36908572912216187, 'Z': 0.04957161471247673}, {'X': 0.6453740000724792, 'Y': 0.49450263381004333, 'Z': 0.038784656673669815}, {'X': 0.6298438906669617, 'Y': 0.3887007236480713, 'Z': 0.047293249517679214}, {'X': 0.6048352718353271, 'Y': 0.32547253370285034, 'Z': 0.03682443127036095}, {'X': 0.5815206170082092, 'Y': 0.2823428809642792, 'Z': 0.028725624084472656}, {'X': 0.6727919578552246, 'Y': 0.4978838264942169, 'Z': 0.008232160471379757}, {'X': 0.6542248129844666, 'Y': 0.3910485804080963, 'Z': 0.005949239246547222}, {'X': 0.6280590295791626, 'Y': 0.3301584720611572, 'Z': -0.0106705566868186}, {'X': 0.6048315167427063, 'Y': 0.2904427945613861, 'Z': -0.02029048651456833}, {'X': 0.7052177786827087, 'Y': 0.5206224322319031, 'Z': -0.020701760426163673}, {'X': 0.6919000744819641, 'Y': 0.42526504397392273, 'Z': -0.03392135351896286}, {'X': 0.6747744679450989, 'Y': 0.36995792388916016, 'Z': -0.04830902814865112}, {'X': 0.6557986736297607, 'Y': 0.32411989569664, 'Z': -0.057358454912900925}]
[{'X': 0.7108758687973022, 'Y': 0.768200159072876, 'Z': -7.77545283199288e-05}, {'X': 0.6460254788398743, 'Y': 0.7518661022186279, 'Z': 0.014032069593667984}, {'X': 0.5965622663497925, 'Y': 0.6778945326805115, 'Z': 0.019741524010896683}, {'X': 0.5706546902656555, 'Y': 0.616473376750946, 'Z': 0.012250149622559547}, {'X': 0.560030996799469, 'Y': 0.5708965063095093, 'Z': 0.00022098334738984704}, {'X': 0.6192610263824463, 'Y': 0.5337019562721252, 'Z': 0.05511213466525078}, {'X': 0.6060844659805298, 'Y': 0.43604815006256104, 'Z': 0.06317829340696335}, {'X': 0.5924835801124573, 'Y': 0.3661579489707947, 'Z': 0.05642087385058403}, {'X': 0.5790601968765259, 'Y': 0.3084370493888855, 'Z': 0.04503990337252617}, {'X': 0.6459780335426331, 'Y': 0.5117965936660767, 'Z': 0.029263608157634735}, {'X': 0.6260200142860413, 'Y': 0.40756434202194214, 'Z': 0.03047388792037964}, {'X': 0.6040240526199341, 'Y': 0.33472180366516113, 'Z': 0.012559615075588226}, {'X': 0.5889988541603088, 'Y': 0.2767582833766937, 'Z': 0.006077487953007221}, {'X': 0.6777551174163818, 'Y': 0.5065028667449951, 'Z': -0.0006511366227641702}, {'X': 0.6524950265884399, 'Y': 0.3979916572570801, 'Z': -0.007397880312055349}, {'X': 0.6305555701255798, 'Y': 0.3426917493343353, 'Z': -0.027557041496038437}, {'X': 0.6180059909820557, 'Y': 0.3013514280319214, 'Z': -0.03769313171505928}, {'X': 0.7124773263931274, 'Y': 0.5215983986854553, 'Z': -0.029296381399035454}, {'X': 0.7007898092269897, 'Y': 0.429704874753952, 'Z': -0.03849560394883156}, {'X': 0.6868019700050354, 'Y': 0.3696780800819397, 'Z': -0.05227867141366005}, {'X': 0.6734842658042908, 'Y': 0.31299707293510437, 'Z': -0.06294860690832138}]
[{'X': 0.7163930535316467, 'Y': 0.7732031345367432, 'Z': -9.551029506837949e-05}, {'X': 0.6467296481132507, 'Y': 0.7552046179771423, 'Z': 0.025889623910188675}, {'X': 0.5954063534736633, 'Y': 0.6816888451576233, 'Z': 0.04280563443899155}, {'X': 0.5671976208686829, 'Y': 0.6224663257598877, 'Z': 0.04663475602865219}, {'X': 0.5480098128318787, 'Y': 0.5770103335380554, 'Z': 0.04591064900159836}, {'X': 0.6162771582603455, 'Y': 0.5419066548347473, 'Z': 0.07628834992647171}, {'X': 0.6029495000839233, 'Y': 0.44230204820632935, 'Z': 0.09787425398826599}, {'X': 0.5911490321159363, 'Y': 0.3709177076816559, 'Z': 0.09789023548364639}, {'X': 0.5787492990493774, 'Y': 0.3092820346355438, 'Z': 0.08986901491880417}, {'X': 0.643609881401062, 'Y': 0.5174523591995239, 'Z': 0.05221008509397507}, {'X': 0.6234179735183716, 'Y': 0.42368394136428833, 'Z': 0.06460792571306229}, {'X': 0.6057737469673157, 'Y': 0.361393004655838, 'Z': 0.05290503427386284}, {'X': 0.5956194996833801, 'Y': 0.31570693850517273, 'Z': 0.05206584557890892}, {'X': 0.6755692958831787, 'Y': 0.5046955347061157, 'Z': 0.025619013234972954}, {'X': 0.6510456800460815, 'Y': 0.40726715326309204, 'Z': 0.02846190705895424}, {'X': 0.6338363885879517, 'Y': 0.3541994094848633, 'Z': 0.013273736461997032}, {'X': 0.6254643201828003, 'Y': 0.3162475824356079, 'Z': 0.006734250579029322}, {'X': 0.710906982421875, 'Y': 0.510740339756012, 'Z': -0.0001243192673427984}, {'X': 0.6981948018074036, 'Y': 0.4232771396636963, 'Z': -0.0014859461225569248}, {'X': 0.6854932904243469, 'Y': 0.36339813470840454, 'Z': -0.01108550000935793}, {'X': 0.6725440621376038, 'Y': 0.3093605041503906, 'Z': -0.018023669719696045}]
[{'X': 0.7164055109024048, 'Y': 0.7639397978782654, 'Z': -9.18552468647249e-05}, {'X': 0.6482141613960266, 'Y': 0.7527176737785339, 'Z': 0.01618790626525879}, {'X': 0.5949640274047852, 'Y': 0.6777626276016235, 'Z': 0.02897489257156849}, {'X': 0.5659369230270386, 'Y': 0.6128359436988831, 'Z': 0.031399402767419815}, {'X': 0.5503148436546326, 'Y': 0.5745339393615723, 'Z': 0.031461186707019806}, {'X': 0.614797055721283, 'Y': 0.5231384634971619, 'Z': 0.06571795791387558}, {'X': 0.6010828614234924, 'Y': 0.4244276285171509, 'Z': 0.07879431545734406}, {'X': 0.5896226167678833, 'Y': 0.358320951461792, 'Z': 0.07945290207862854}, {'X': 0.5779078006744385, 'Y': 0.3045196831226349, 'Z': 0.07638562470674515}, {'X': 0.6417533755302429, 'Y': 0.4951232671737671, 'Z': 0.04402625933289528}, {'X': 0.6209349036216736, 'Y': 0.389346182346344, 'Z': 0.057043105363845825}, {'X': 0.5994457602500916, 'Y': 0.3207567036151886, 'Z': 0.04471329599618912}, {'X': 0.581810474395752, 'Y': 0.2684585452079773, 'Z': 0.037112075835466385}, {'X': 0.6745141744613647, 'Y': 0.4884684383869171, 'Z': 0.01724865846335888}, {'X': 0.6521300077438354, 'Y': 0.37884286046028137, 'Z': 0.019383009523153305}, {'X': 0.6322140097618103, 'Y': 0.3257325291633606, 'Z': 0.0027951402589678764}, {'X': 0.6168272495269775, 'Y': 0.2852850556373596, 'Z': -0.005784138571470976}, {'X': 0.7134207487106323, 'Y': 0.5020676255226135, 'Z': -0.007785273250192404}, {'X': 0.7039618492126465, 'Y': 0.4097254276275635, 'Z': -0.013071391731500626}, {'X': 0.6949048638343811, 'Y': 0.35133883357048035, 'Z': -0.023656141012907028}, {'X': 0.6838728189468384, 'Y': 0.29472634196281433, 'Z': -0.03213817626237869}]
