[{'X': 0.4341368079185486, 'Y': 0.7184362411499023, 'Z': -5.806585613754578e-05}, {'X': 0.39133769273757935, 'Y': 0.6791672706604004, 'Z': 0.00563047593459487}, {'X': 0.3711344599723816, 'Y': 0.578001081943512, 'Z': -0.0009762889822013676}, {'X': 0.36182892322540283, 'Y': 0.5120472311973572, 'Z': -0.01696837693452835}, {'X': 0.34385472536087036, 'Y': 0.4592311978340149, 'Z': -0.034676577895879745}, {'X': 0.414065957069397, 'Y': 0.4898461103439331, 'Z': 0.007052318193018436}, {'X': 0.3716912567615509, 'Y': 0.46666109561920166, 'Z': -0.04799157381057739}, {'X': 0.36206910014152527, 'Y': 0.5251638293266296, 'Z': -0.07197008281946182}, {'X': 0.3691886067390442, 'Y': 0.5660703182220459, 'Z': -0.07301481068134308}, {'X': 0.43945249915122986, 'Y': 0.4941650331020355, 'Z': -0.011778115294873714}, {'X': 0.38737574219703674, 'Y': 0.48415204882621765, 'Z': -0.05762246996164322}, {'X': 0.3844870626926422, 'Y': 0.5675250291824341, 'Z': -0.057898566126823425}, {'X': 0.39791831374168396, 'Y': 0.5977152585983276, 'Z': -0.04008612036705017}, {'X': 0.46195051074028015, 'Y': 0.514051079750061, 'Z': -0.03997364640235901}, {'X': 0.4093622863292694, 'Y': 0.5194411873817444, 'Z': -0.07819276303052902}, {'X': 0.4092792570590973, 'Y': 0.5976890921592712, 'Z': -0.0647900253534317}, {'X': 0.42366963624954224, 'Y': 0.6252827048301697, 'Z': -0.045205794274806976}, {'X': 0.47909629344940186, 'Y': 0.5443173050880432, 'Z': -0.06830555200576782}, {'X': 0.4325960576534271, 'Y': 0.5539078712463379, 'Z': -0.08717969059944153}, {'X': 0.4278621971607208, 'Y': 0.6073199510574341, 'Z': -0.070280060172081}, {'X': 0.4420718848705292, 'Y': 0.6268856525421143, 'Z': -0.04981549456715584}]
[{'X': 0.43659132719039917, 'Y': 0.7041060924530029, 'Z': -2.371888331254013e-05}, {'X': 0.3946627080440521, 'Y': 0.6734085083007812, 'Z': -0.008621458895504475}, {'X': 0.36964932084083557, 'Y': 0.5860958099365234, 'Z': -0.028672372922301292}, {'X': 0.3544481694698334, 'Y': 0.534947395324707, 'Z': -0.053666114807128906}, {'X': 0.3309383988380432, 'Y': 0.49407288432121277, 'Z': -0.0796990692615509}, {'X': 0.41500094532966614, 'Y': 0.48432841897010803, 'Z': -0.02028632164001465}, {'X': 0.37643006443977356, 'Y': 0.46694329380989075, 'Z': -0.07479583472013474}, {'X': 0.3658614456653595, 'Y': 0.5310125350952148, 'Z': -0.09076650440692902}, {'X': 0.37185460329055786, 'Y': 0.5714401602745056, 'Z': -0.0901431068778038}, {'X': 0.44384095072746277, 'Y': 0.49169766902923584, 'Z': -0.037436310201883316}, {'X': 0.39488279819488525, 'Y': 0.4874269366264343, 'Z': -0.09175766259431839}, {'X': 0.3898620903491974, 'Y': 0.575229287147522, 'Z': -0.08093909919261932}, {'X': 0.4030567407608032, 'Y': 0.6018684506416321, 'Z': -0.053208932280540466}, {'X': 0.46733689308166504, 'Y': 0.5151869058609009, 'Z': -0.06352441012859344}, {'X': 0.4165601432323456, 'Y': 0.5220536589622498, 'Z': -0.10755129903554916}, {'X': 0.412678599357605, 'Y': 0.5984498262405396, 'Z': -0.08495474606752396}, {'X': 0.42830708622932434, 'Y': 0.6203018426895142, 'Z': -0.05683593079447746}, {'X': 0.48573046922683716, 'Y': 0.549965500831604, 'Z': -0.09194682538509369}, {'X': 0.4415539503097534, 'Y': 0.5593631863594055, 'Z': -0.1100122481584549}, {'X': 0.4332652986049652, 'Y': 0.6085774898529053, 'Z': -0.09006477892398834}, {'X': 0.4470859169960022, 'Y': 0.6234700083732605, 'Z': -0.06816960871219635}]
[{'X': 0.44477379322052, 'Y': 0.7183629870414734, 'Z': -1.1754880688386038e-05}, {'X': 0.397036075592041, 'Y': 0.6836885213851929, 'Z': -0.005122422240674496}, {'X': 0.37162187695503235, 'Y': 0.5929995179176331, 'Z': -0.02252337336540222}, {'X': 0.360390305519104, 'Y': 0.5344140529632568, 'Z': -0.04726137965917587}, {'X': 0.34038928151130676, 'Y': 0.4827560484409332, 'Z': -0.07133662700653076}, {'X': 0.4196855425834656, 'Y': 0.49102818965911865, 'Z': -0.015353516675531864}, {'X': 0.3784041404724121, 'Y': 0.47847244143486023, 'Z': -0.06289105862379074}, {'X': 0.3739088177680969, 'Y': 0.5476735234260559, 'Z': -0.07516688108444214}, {'X': 0.3825671076774597, 'Y': 0.588918149471283, 'Z': -0.07491040229797363}, {'X': 0.4491668939590454, 'Y': 0.4950276017189026, 'Z': -0.03360225260257721}, {'X': 0.3971613049507141, 'Y': 0.4987953305244446, 'Z': -0.08020924031734467}, {'X': 0.3967980444431305, 'Y': 0.5855536460876465, 'Z': -0.07051049917936325}, {'X': 0.41055750846862793, 'Y': 0.6143940091133118, 'Z': -0.04804948717355728}, {'X': 0.4725193381309509, 'Y': 0.5157058835029602, 'Z': -0.058649737387895584}, {'X': 0.4194434881210327, 'Y': 0.5296761393547058, 'Z': -0.09703265130519867}, {'X': 0.4196341335773468, 'Y': 0.6047690510749817, 'Z': -0.07950624823570251}, {'X': 0.43386319279670715, 'Y': 0.6289273500442505, 'Z': -0.05597858875989914}, {'X': 0.49111518263816833, 'Y': 0.5463506579399109, 'Z': -0.08610843867063522}, {'X': 0.444357305765152, 'Y': 0.5601546168327332, 'Z': -0.1026124656200409}, {'X': 0.43934619426727295, 'Y': 0.6095345616340637, 'Z': -0.08872715383768082}, {'X': 0.4524296820163727, 'Y': 0.6299312114715576, 'Z': -0.07016359269618988}]
[{'X': 0.4411357045173645, 'Y': 0.7164903283119202, 'Z': -4.657112731365487e-05}, {'X': 0.3962559700012207, 'Y': 0.6804846525192261, 'Z': -0.0016066095558926463}, {'X': 0.3742583692073822, 'Y': 0.5852282643318176, 'Z': -0.012701349332928658}, {'X': 0.3643099367618561, 'Y': 0.5192462205886841, 'Z': -0.02977558597922325}, {'X': 0.34440869092941284, 'Y': 0.4678683876991272, 'Z': -0.04880521446466446}, {'X': 0.41938939690589905, 'Y': 0.49053633213043213, 'Z': -0.005971400998532772}, {'X': 0.3813594579696655, 'Y': 0.47859179973602295, 'Z': -0.05629047378897667}, {'X': 0.37882134318351746, 'Y': 0.5464038848876953, 'Z': -0.07409833371639252}, {'X': 0.3879878520965576, 'Y': 0.587943434715271, 'Z': -0.07598607987165451}, {'X': 0.44797754287719727, 'Y': 0.49346476793289185, 'Z': -0.022874953225255013}, {'X': 0.3978189527988434, 'Y': 0.4953245520591736, 'Z': -0.06972143799066544}, {'X': 0.3970755338668823, 'Y': 0.5808535814285278, 'Z': -0.06309355050325394}, {'X': 0.40976598858833313, 'Y': 0.6146714687347412, 'Z': -0.04115447402000427}, {'X': 0.471614807844162, 'Y': 0.5152991414070129, 'Z': -0.04780076444149017}, {'X': 0.42152971029281616, 'Y': 0.5283192992210388, 'Z': -0.08692754805088043}, {'X': 0.4199320673942566, 'Y': 0.6031370759010315, 'Z': -0.07042154669761658}, {'X': 0.4315689206123352, 'Y': 0.6329792737960815, 'Z': -0.04706486314535141}, {'X': 0.4902585446834564, 'Y': 0.5484672784805298, 'Z': -0.07488612085580826}, {'X': 0.4450201094150543, 'Y': 0.5561498999595642, 'Z': -0.09461240470409393}, {'X': 0.43700262904167175, 'Y': 0.6048585176467896, 'Z': -0.07896944880485535}, {'X': 0.4459742307662964, 'Y': 0.6273283362388611, 'Z': -0.05722418799996376}]
[{'X': 0.4404202103614807, 'Y': 0.7164630889892578, 'Z': -1.7660791854723357e-05}, {'X': 0.39609095454216003, 'Y': 0.6804864406585693, 'Z': -0.005510257091373205}, {'X': 0.37297192215919495, 'Y': 0.5870806574821472, 'Z': -0.0185313168913126}, {'X': 0.36218222975730896, 'Y': 0.5258615016937256, 'Z': -0.03716355934739113}, {'X': 0.3427179157733917, 'Y': 0.47498640418052673, 'Z': -0.0561036616563797}, {'X': 0.42073139548301697, 'Y': 0.4911283254623413, 'Z': -0.009365209378302097}, {'X': 0.38023579120635986, 'Y': 0.47692570090293884, 'Z': -0.062003932893276215}, {'X': 0.3757869005203247, 'Y': 0.5481134653091431, 'Z': -0.0802922397851944}, {'X': 0.3863801658153534, 'Y': 0.5873277187347412, 'Z': -0.08261046558618546}, {'X': 0.4482556879520416, 'Y': 0.49619343876838684, 'Z': -0.026444517076015472}, {'X': 0.3958558440208435, 'Y': 0.4930659532546997, 'Z': -0.07774496078491211}, {'X': 0.3951489329338074, 'Y': 0.5820894837379456, 'Z': -0.06897925585508347}, {'X': 0.41058358550071716, 'Y': 0.6118083596229553, 'Z': -0.044960301369428635}, {'X': 0.47099679708480835, 'Y': 0.517024040222168, 'Z': -0.05228590592741966}, {'X': 0.4175959527492523, 'Y': 0.5278154015541077, 'Z': -0.09728074818849564}, {'X': 0.41718393564224243, 'Y': 0.6076518893241882, 'Z': -0.07562658935785294}, {'X': 0.43356138467788696, 'Y': 0.6351229548454285, 'Z': -0.047071825712919235}, {'X': 0.4881250560283661, 'Y': 0.5482817888259888, 'Z': -0.08016914874315262}, {'X': 0.44314858317375183, 'Y': 0.5572198033332825, 'Z': -0.10372677445411682}, {'X': 0.4365561306476593, 'Y': 0.6110162734985352, 'Z': -0.08795367926359177}, {'X': 0.4495707154273987, 'Y': 0.6335190534591675, 'Z': -0.06737881153821945}]
[{'X': 0.43928903341293335, 'Y': 0.7153713703155518, 'Z': -2.266589035571087e-05}, {'X': 0.39429962635040283, 'Y': 0.680897057056427, 'Z': 3.520785685395822e-05}, {'X': 0.3714906573295593, 'Y': 0.587672233581543, 'Z': -0.010565296746790409}, {'X': 0.36080121994018555, 'Y': 0.5272145867347717, 'Z': -0.028976373374462128}, {'X': 0.34147316217422485, 'Y': 0.47734448313713074, 'Z': -0.04730697348713875}, {'X': 0.4203677475452423, 'Y': 0.4923621416091919, 'Z': -0.0031982199288904667}, {'X': 0.38005176186561584, 'Y': 0.4781731069087982, 'Z': -0.053929608315229416}, {'X': 0.37511971592903137, 'Y': 0.5487484931945801, 'Z': -0.07249913364648819}, {'X': 0.38528892397880554, 'Y': 0.5902677774429321, 'Z': -0.0750051960349083}, {'X': 0.446196973323822, 'Y': 0.49544817209243774, 'Z': -0.02257862500846386}, {'X': 0.3943285048007965, 'Y': 0.49139514565467834, 'Z': -0.07100166380405426}, {'X': 0.3921947777271271, 'Y': 0.5792844891548157, 'Z': -0.06424580514431}, {'X': 0.40664929151535034, 'Y': 0.6124932169914246, 'Z': -0.04248999059200287}, {'X': 0.46853014826774597, 'Y': 0.514936625957489, 'Z': -0.05046495422720909}, {'X': 0.4146675169467926, 'Y': 0.522155225276947, 'Z': -0.09045861661434174}, {'X': 0.41423845291137695, 'Y': 0.6006180047988892, 'Z': -0.07180466502904892}, {'X': 0.430034875869751, 'Y': 0.6298486590385437, 'Z': -0.046889860183000565}, {'X': 0.4855276346206665, 'Y': 0.5451887249946594, 'Z': -0.07985422015190125}, {'X': 0.43923571705818176, 'Y': 0.5524568557739258, 'Z': -0.09709148854017258}, {'X': 0.43311089277267456, 'Y': 0.604532778263092, 'Z': -0.08157744258642197}, {'X': 0.4462893307209015, 'Y': 0.6269287467002869, 'Z': -0.0625922679901123}]
[{'X': 0.4440303146839142, 'Y': 0.7233396768569946, 'Z': -4.480852294364013e-05}, {'X': 0.3967592120170593, 'Y': 0.6824343800544739, 'Z': 0.0017248988151550293}, {'X': 0.3738548159599304, 'Y': 0.5899500250816345, 'Z': -0.011737300083041191}, {'X': 0.36144036054611206, 'Y': 0.5255905985832214, 'Z': -0.03280134126543999}, {'X': 0.3397544324398041, 'Y': 0.47410130500793457, 'Z': -0.05684468895196915}, {'X': 0.4172346293926239, 'Y': 0.49487924575805664, 'Z': -0.0016119099454954267}, {'X': 0.3780378997325897, 'Y': 0.4860735833644867, 'Z': -0.05002477392554283}, {'X': 0.37775325775146484, 'Y': 0.5527018308639526, 'Z': -0.06564737856388092}, {'X': 0.389090359210968, 'Y': 0.5902815461158752, 'Z': -0.06478454172611237}, {'X': 0.44611138105392456, 'Y': 0.4955134391784668, 'Z': -0.01949429139494896}, {'X': 0.3941478133201599, 'Y': 0.5031153559684753, 'Z': -0.06323148310184479}, {'X': 0.39630991220474243, 'Y': 0.5853195190429688, 'Z': -0.05781671032309532}, {'X': 0.4109143614768982, 'Y': 0.611600935459137, 'Z': -0.03689344972372055}, {'X': 0.46950286626815796, 'Y': 0.5146965980529785, 'Z': -0.04422301799058914}, {'X': 0.4171827435493469, 'Y': 0.53473961353302, 'Z': -0.08000456541776657}, {'X': 0.4180150330066681, 'Y': 0.6070130467414856, 'Z': -0.0653965100646019}, {'X': 0.4313763678073883, 'Y': 0.630193829536438, 'Z': -0.04436551034450531}, {'X': 0.4873998761177063, 'Y': 0.5453354120254517, 'Z': -0.0710921585559845}, {'X': 0.4401819109916687, 'Y': 0.5573717951774597, 'Z': -0.08651697635650635}, {'X': 0.43496498465538025, 'Y': 0.6067746877670288, 'Z': -0.06964601576328278}, {'X': 0.44649749994277954, 'Y': 0.6256029009819031, 'Z': -0.047650646418333054}]
[{'X': 0.4397302567958832, 'Y': 0.7201923727989197, 'Z': -1.3547234630095772e-05}, {'X': 0.39403316378593445, 'Y': 0.6879943609237671, 'Z': -0.004734670743346214}, {'X': 0.36919522285461426, 'Y': 0.5976321697235107, 'Z': -0.019954035058617592}, {'X': 0.3557530641555786, 'Y': 0.539207398891449, 'Z': -0.04318391904234886}, {'X': 0.3352515697479248, 'Y': 0.4892432987689972, 'Z': -0.0649917721748352}, {'X': 0.41499096155166626, 'Y': 0.49514487385749817, 'Z': -0.011487076990306377}, {'X': 0.3697003126144409, 'Y': 0.4887353479862213, 'Z': -0.061146583408117294}, {'X': 0.36599886417388916, 'Y': 0.5565951466560364, 'Z': -0.07102923840284348}, {'X': 0.3768064081668854, 'Y': 0.5919638872146606, 'Z': -0.06880289316177368}, {'X': 0.4418722987174988, 'Y': 0.4982667565345764, 'Z': -0.030362296849489212}, {'X': 0.3857910931110382, 'Y': 0.5052592754364014, 'Z': -0.0800815224647522}, {'X': 0.38806071877479553, 'Y': 0.5940260887145996, 'Z': -0.06437273323535919}, {'X': 0.40531057119369507, 'Y': 0.6161146759986877, 'Z': -0.03670910745859146}, {'X': 0.4636986255645752, 'Y': 0.517730176448822, 'Z': -0.057280104607343674}, {'X': 0.40817826986312866, 'Y': 0.532323956489563, 'Z': -0.09853175282478333}, {'X': 0.41036173701286316, 'Y': 0.611280620098114, 'Z': -0.0743672251701355}, {'X': 0.4275669753551483, 'Y': 0.6327282786369324, 'Z': -0.0459572859108448}, {'X': 0.4804658591747284, 'Y': 0.5470404028892517, 'Z': -0.0864403024315834}, {'X': 0.43310117721557617, 'Y': 0.5615161061286926, 'Z': -0.10495266318321228}, {'X': 0.42938995361328125, 'Y': 0.614886999130249, 'Z': -0.08806856721639633}, {'X': 0.4444054365158081, 'Y': 0.6340241432189941, 'Z': -0.0688815712928772}]
[{'X': 0.44221556186676025, 'Y': 0.7225891947746277, 'Z': -7.541152444900945e-05}, {'X': 0.3944866359233856, 'Y': 0.6912531852722168, 'Z': -0.0027812521439045668}, {'X': 0.3687112331390381, 'Y': 0.6072725653648376, 'Z': -0.016533732414245605}, {'X': 0.3565976917743683, 'Y': 0.5495215058326721, 'Z': -0.03629390522837639}, {'X': 0.3333415985107422, 'Y': 0.5027554631233215, 'Z': -0.0605020746588707}, {'X': 0.4070771038532257, 'Y': 0.5121579766273499, 'Z': -0.0006392756476998329}, {'X': 0.37402546405792236, 'Y': 0.5200257897377014, 'Z': -0.04762746021151543}, {'X': 0.36804935336112976, 'Y': 0.5756226181983948, 'Z': -0.06515344977378845}, {'X': 0.37421637773513794, 'Y': 0.6079667806625366, 'Z': -0.06824862957000732}, {'X': 0.43220990896224976, 'Y': 0.5115328431129456, 'Z': -0.014922206290066242}, {'X': 0.3862309455871582, 'Y': 0.5257304310798645, 'Z': -0.05570736154913902}, {'X': 0.3877928555011749, 'Y': 0.5967025756835938, 'Z': -0.053141411393880844}, {'X': 0.40047651529312134, 'Y': 0.6195622086524963, 'Z': -0.03724484518170357}, {'X': 0.4546300768852234, 'Y': 0.5270243287086487, 'Z': -0.03528227284550667}, {'X': 0.4061734974384308, 'Y': 0.5500632524490356, 'Z': -0.0676475316286087}, {'X': 0.409140020608902, 'Y': 0.617479145526886, 'Z': -0.0510869175195694}, {'X': 0.4232677221298218, 'Y': 0.6377708315849304, 'Z': -0.031185880303382874}, {'X': 0.47364506125450134, 'Y': 0.5521564483642578, 'Z': -0.05881159380078316}, {'X': 0.42790916562080383, 'Y': 0.5686560273170471, 'Z': -0.07096399366855621}, {'X': 0.4248178005218506, 'Y': 0.6159319281578064, 'Z': -0.04827859625220299}, {'X': 0.43720030784606934, 'Y': 0.6298969388008118, 'Z': -0.0244777612388134}]
[{'X': 0.44152742624282837, 'Y': 0.7344436645507812, 'Z': -5.170312215341255e-05}, {'X': 0.3903447985649109, 'Y': 0.7046869397163391, 'Z': 0.0017294622957706451}, {'X': 0.36764657497406006, 'Y': 0.6170732975006104, 'Z': -0.012775503098964691}, {'X': 0.35582664608955383, 'Y': 0.557367742061615, 'Z': -0.03412377089262009}, {'X': 0.3310199975967407, 'Y': 0.5133175849914551, 'Z': -0.05746527388691902}, {'X': 0.40708059072494507, 'Y': 0.5153684020042419, 'Z': -0.0071953535079956055}, {'X': 0.367739737033844, 'Y': 0.5307175517082214, 'Z': -0.04600786045193672}, {'X': 0.36778295040130615, 'Y': 0.5925227403640747, 'Z': -0.05384810268878937}, {'X': 0.3794366121292114, 'Y': 0.6235487461090088, 'Z': -0.05059894174337387}, {'X': 0.43329131603240967, 'Y': 0.5145270228385925, 'Z': -0.02504238486289978}, {'X': 0.3803042769432068, 'Y': 0.5415926575660706, 'Z': -0.061168964952230453}, {'X': 0.3852664530277252, 'Y': 0.6124710440635681, 'Z': -0.05465191975235939}, {'X': 0.40074336528778076, 'Y': 0.6334422826766968, 'Z': -0.03731698542833328}, {'X': 0.454174280166626, 'Y': 0.5322585105895996, 'Z': -0.047545790672302246}, {'X': 0.4011552035808563, 'Y': 0.5641977190971375, 'Z': -0.07476630061864853}, {'X': 0.40614739060401917, 'Y': 0.6286785006523132, 'Z': -0.05766972154378891}, {'X': 0.4209628105163574, 'Y': 0.6478983163833618, 'Z': -0.03959672898054123}, {'X': 0.4707351326942444, 'Y': 0.5624516606330872, 'Z': -0.07315954566001892}, {'X': 0.42225196957588196, 'Y': 0.5851332545280457, 'Z': -0.07974079996347427}, {'X': 0.4215819835662842, 'Y': 0.6326565742492676, 'Z': -0.058951251208782196}, {'X': 0.4357498586177826, 'Y': 0.6470276713371277, 'Z': -0.03615177795290947}]
[{'X': 0.44205397367477417, 'Y': 0.7248679399490356, 'Z': -5.762217551819049e-05}, {'X': 0.3933067321777344, 'Y': 0.6974005103111267, 'Z': -0.004392536822706461}, {'X': 0.36877870559692383, 'Y': 0.6202888488769531, 'Z': -0.018164530396461487}, {'X': 0.35886406898498535, 'Y': 0.5636158585548401, 'Z': -0.03691620007157326}, {'X': 0.33713239431381226, 'Y': 0.5148879885673523, 'Z': -0.05982895568013191}, {'X': 0.40746691823005676, 'Y': 0.5322778820991516, 'Z': 0.001344931311905384}, {'X': 0.3776184320449829, 'Y': 0.5388819575309753, 'Z': -0.0430438332259655}, {'X': 0.36606696248054504, 'Y': 0.5788409113883972, 'Z': -0.06193088740110397}, {'X': 0.36409178376197815, 'Y': 0.5995720624923706, 'Z': -0.06951701641082764}, {'X': 0.43066999316215515, 'Y': 0.5290063619613647, 'Z': -0.011168360710144043}, {'X': 0.3854316473007202, 'Y': 0.5446925163269043, 'Z': -0.04610816389322281}, {'X': 0.3889353275299072, 'Y': 0.609237015247345, 'Z': -0.03976203501224518}, {'X': 0.4019998013973236, 'Y': 0.6272900104522705, 'Z': -0.022902972996234894}, {'X': 0.45151853561401367, 'Y': 0.5417903661727905, 'Z': -0.030214831233024597}, {'X': 0.40227010846138, 'Y': 0.5641000866889954, 'Z': -0.058070793747901917}, {'X': 0.4083462953567505, 'Y': 0.627718985080719, 'Z': -0.036708198487758636}, {'X': 0.42398324608802795, 'Y': 0.6467578411102295, 'Z': -0.01355572510510683}, {'X': 0.469411700963974, 'Y': 0.5622692704200745, 'Z': -0.05252993851900101}, {'X': 0.422947496175766, 'Y': 0.5794234275817871, 'Z': -0.06248867139220238}, {'X': 0.4227408468723297, 'Y': 0.6259303689002991, 'Z': -0.03667363151907921}, {'X': 0.4361651539802551, 'Y': 0.6395615935325623, 'Z': -0.01099469419568777}]
[{'X': 0.44399288296699524, 'Y': 0.7375938892364502, 'Z': -2.784312891890295e-05}, {'X': 0.3945128321647644, 'Y': 0.7115920782089233, 'Z': 0.0015900786966085434}, {'X': 0.3683001399040222, 'Y': 0.6265389323234558, 'Z': -0.016350112855434418}, {'X': 0.35401540994644165, 'Y': 0.5681132078170776, 'Z': -0.04215036332607269}, {'X': 0.32937049865722656, 'Y': 0.5205039978027344, 'Z': -0.06603293120861053}, {'X': 0.4100085496902466, 'Y': 0.5129895806312561, 'Z': -0.014067905023694038}, {'X': 0.3645375669002533, 'Y': 0.5193874835968018, 'Z': -0.05372676998376846}, {'X': 0.36554110050201416, 'Y': 0.5876948237419128, 'Z': -0.05713892728090286}, {'X': 0.37967735528945923, 'Y': 0.6179330348968506, 'Z': -0.05111152306199074}, {'X': 0.4365096092224121, 'Y': 0.5120717287063599, 'Z': -0.035812586545944214}, {'X': 0.37938594818115234, 'Y': 0.5332074165344238, 'Z': -0.07301303744316101}, {'X': 0.38434910774230957, 'Y': 0.6144075989723206, 'Z': -0.057156313210725784}, {'X': 0.401793509721756, 'Y': 0.6328809261322021, 'Z': -0.03138110041618347}, {'X': 0.45645517110824585, 'Y': 0.5306909680366516, 'Z': -0.061930540949106216}, {'X': 0.4003187417984009, 'Y': 0.5583217740058899, 'Z': -0.08905531466007233}, {'X': 0.40574491024017334, 'Y': 0.6281881928443909, 'Z': -0.06530334055423737}, {'X': 0.42204150557518005, 'Y': 0.6434747576713562, 'Z': -0.040069032460451126}, {'X': 0.47135400772094727, 'Y': 0.5615952014923096, 'Z': -0.09133012592792511}, {'X': 0.4222618341445923, 'Y': 0.5892219543457031, 'Z': -0.09696153551340103}, {'X': 0.4225570261478424, 'Y': 0.6383795738220215, 'Z': -0.07592889666557312}, {'X': 0.4386766254901886, 'Y': 0.6500022411346436, 'Z': -0.05298345535993576}]
[{'X': 0.44602590799331665, 'Y': 0.7283325791358948, 'Z': -5.4612297390121967e-05}, {'X': 0.3935612738132477, 'Y': 0.7001352310180664, 'Z': -0.0014623261522501707}, {'X': 0.3710624873638153, 'Y': 0.6181463003158569, 'Z': -0.018193747848272324}, {'X': 0.35853415727615356, 'Y': 0.5615954995155334, 'Z': -0.04142126441001892}, {'X': 0.3294849395751953, 'Y': 0.5109283328056335, 'Z': -0.06762419641017914}, {'X': 0.40899884700775146, 'Y': 0.518994927406311, 'Z': -0.0036321072839200497}, {'X': 0.3715748190879822, 'Y': 0.5373550653457642, 'Z': -0.04376661777496338}, {'X': 0.3708755075931549, 'Y': 0.5968775153160095, 'Z': -0.051415253430604935}, {'X': 0.38154715299606323, 'Y': 0.6247663497924805, 'Z': -0.04718586802482605}, {'X': 0.43434467911720276, 'Y': 0.51869136095047, 'Z': -0.020550159737467766}, {'X': 0.3834728002548218, 'Y': 0.5455066561698914, 'Z': -0.05518993362784386}, {'X': 0.39117467403411865, 'Y': 0.6157386898994446, 'Z': -0.04787222668528557}, {'X': 0.40732043981552124, 'Y': 0.6304305791854858, 'Z': -0.0282235499471426}, {'X': 0.45470109581947327, 'Y': 0.5346390604972839, 'Z': -0.041268490254879}, {'X': 0.40190935134887695, 'Y': 0.5688512325286865, 'Z': -0.06878829747438431}, {'X': 0.4114920496940613, 'Y': 0.6344539523124695, 'Z': -0.052014466375112534}, {'X': 0.4285433888435364, 'Y': 0.6489329934120178, 'Z': -0.03283369913697243}, {'X': 0.47138938307762146, 'Y': 0.5598746538162231, 'Z': -0.0658852607011795}, {'X': 0.42284345626831055, 'Y': 0.5831363201141357, 'Z': -0.07128913700580597}, {'X': 0.4260231554508209, 'Y': 0.6321918964385986, 'Z': -0.04830249398946762}, {'X': 0.44250431656837463, 'Y': 0.6424552798271179, 'Z': -0.022851716727018356}]
[{'X': 0.44380855560302734, 'Y': 0.7400568127632141, 'Z': -5.297839379636571e-05}, {'X': 0.39286038279533386, 'Y': 0.7056793570518494, 'Z': 0.008889020420610905}, {'X': 0.36971229314804077, 'Y': 0.617979109287262, 'Z': -0.003900442970916629}, {'X': 0.35594892501831055, 'Y': 0.5588223338127136, 'Z': -0.025144902989268303}, {'X': 0.33263811469078064, 'Y': 0.5136705636978149, 'Z': -0.04820520058274269}, {'X': 0.4119252860546112, 'Y': 0.5152278542518616, 'Z': -0.0013928937260061502}, {'X': 0.3685142397880554, 'Y': 0.5212710499763489, 'Z': -0.040211692452430725}, {'X': 0.36786147952079773, 'Y': 0.5831713676452637, 'Z': -0.04811098426580429}, {'X': 0.37961721420288086, 'Y': 0.6137917041778564, 'Z': -0.04431813582777977}, {'X': 0.43819767236709595, 'Y': 0.5160185694694519, 'Z': -0.022181622684001923}, {'X': 0.3813442289829254, 'Y': 0.5361080765724182, 'Z': -0.05581238865852356}, {'X': 0.3858903646469116, 'Y': 0.6102510094642639, 'Z': -0.04767816886305809}, {'X': 0.40161237120628357, 'Y': 0.6310709118843079, 'Z': -0.02971530519425869}, {'X': 0.45867598056793213, 'Y': 0.5341720581054688, 'Z': -0.04758170247077942}, {'X': 0.40224769711494446, 'Y': 0.5592427253723145, 'Z': -0.07172400504350662}, {'X': 0.40642789006233215, 'Y': 0.6257838010787964, 'Z': -0.05436290428042412}, {'X': 0.4210886061191559, 'Y': 0.646386981010437, 'Z': -0.03682548925280571}, {'X': 0.4739224910736084, 'Y': 0.5641526579856873, 'Z': -0.07509497553110123}, {'X': 0.42343124747276306, 'Y': 0.5798421502113342, 'Z': -0.0793672427535057}, {'X': 0.4225972592830658, 'Y': 0.6278550028800964, 'Z': -0.05828569456934929}, {'X': 0.43709561228752136, 'Y': 0.6446502208709717, 'Z': -0.036340344697237015}]
