[{'X': 0.8213270306587219, 'Y': 0.1115611270070076, 'Z': 1.4304654541774653e-05}, {'X': 0.7961638569831848, 'Y': 0.034470804035663605, 'Z': 0.023287128657102585}, {'X': 0.7832863926887512, 'Y': 0.008060112595558167, 'Z': 0.053865328431129456}, {'X': 0.7691081762313843, 'Y': -0.0033904537558555603, 'Z': 0.07614205777645111}, {'X': 0.7535843849182129, 'Y': -0.007404796779155731, 'Z': 0.0932784229516983}, {'X': 0.8237013220787048, 'Y': 0.05438757687807083, 'Z': 0.14829836785793304}, {'X': 0.8139583468437195, 'Y': 0.05254276469349861, 'Z': 0.1862155944108963}, {'X': 0.807807445526123, 'Y': 0.06450545787811279, 'Z': 0.18393948674201965}, {'X': 0.8009700179100037, 'Y': 0.07797235250473022, 'Z': 0.18389727175235748}, {'X': 0.8335663676261902, 'Y': 0.08640547841787338, 'Z': 0.15134857594966888}, {'X': 0.8209116458892822, 'Y': 0.07842256128787994, 'Z': 0.18613508343696594}, {'X': 0.818507730960846, 'Y': 0.09074737131595612, 'Z': 0.15813854336738586}, {'X': 0.8161906599998474, 'Y': 0.09257626533508301, 'Z': 0.14949718117713928}, {'X': 0.8379138112068176, 'Y': 0.10160478949546814, 'Z': 0.15461105108261108}, {'X': 0.8262962102890015, 'Y': 0.08982051908969879, 'Z': 0.17925766110420227}, {'X': 0.8234944343566895, 'Y': 0.10115604102611542, 'Z': 0.14530669152736664}, {'X': 0.8220594525337219, 'Y': 0.09731262922286987, 'Z': 0.13267703354358673}, {'X': 0.8407017588615417, 'Y': 0.1034577414393425, 'Z': 0.15787994861602783}, {'X': 0.8329176306724548, 'Y': 0.1002139076590538, 'Z': 0.18598197400569916}, {'X': 0.8306487202644348, 'Y': 0.09944132715463638, 'Z': 0.17977088689804077}, {'X': 0.8302006125450134, 'Y': 0.09161508083343506, 'Z': 0.18743541836738586}]
[{'X': 0.8099814653396606, 'Y': 0.9332075715065002, 'Z': -5.797026460641064e-05}, {'X': 0.7537602782249451, 'Y': 0.8861140012741089, 'Z': -0.0428934209048748}, {'X': 0.7249689102172852, 'Y': 0.7791898250579834, 'Z': -0.05932958051562309}, {'X': 0.7199351191520691, 'Y': 0.6861805319786072, 'Z': -0.07446235418319702}, {'X': 0.7092641592025757, 'Y': 0.6128571629524231, 'Z': -0.08820377290248871}, {'X': 0.7720347046852112, 'Y': 0.6619075536727905, 'Z': -0.023411614820361137}, {'X': 0.7701451182365417, 'Y': 0.5577760338783264, 'Z': -0.05131515488028526}, {'X': 0.7742065191268921, 'Y': 0.48770570755004883, 'Z': -0.0769864097237587}, {'X': 0.781309187412262, 'Y': 0.4227861762046814, 'Z': -0.09594162553548813}, {'X': 0.8133054375648499, 'Y': 0.6618486046791077, 'Z': -0.022262444719672203}, {'X': 0.822091281414032, 'Y': 0.5453198552131653, 'Z': -0.03676851466298103}, {'X': 0.8313747644424438, 'Y': 0.47111445665359497, 'Z': -0.0655280202627182}, {'X': 0.8419065475463867, 'Y': 0.40449464321136475, 'Z': -0.08658210188150406}, {'X': 0.8498033285140991, 'Y': 0.6859557032585144, 'Z': -0.02644685097038746}, {'X': 0.8646853566169739, 'Y': 0.5768703818321228, 'Z': -0.044676773250103}, {'X': 0.873879075050354, 'Y': 0.5046731233596802, 'Z': -0.07405810803174973}, {'X': 0.8808842897415161, 'Y': 0.43883195519447327, 'Z': -0.09617073088884354}, {'X': 0.8842123746871948, 'Y': 0.7307904958724976, 'Z': -0.03454110026359558}, {'X': 0.9008271098136902, 'Y': 0.6564798951148987, 'Z': -0.056735869497060776}, {'X': 0.9125480651855469, 'Y': 0.603816568851471, 'Z': -0.0779084712266922}, {'X': 0.9207420349121094, 'Y': 0.5473008155822754, 'Z': -0.0959787517786026}]
[{'X': 0.8112251162528992, 'Y': 0.8867568373680115, 'Z': -6.735177157679573e-05}, {'X': 0.754901111125946, 'Y': 0.8635182976722717, 'Z': -0.052232034504413605}, {'X': 0.7239910960197449, 'Y': 0.7672677040100098, 'Z': -0.07622937858104706}, {'X': 0.7173511385917664, 'Y': 0.6827148795127869, 'Z': -0.09649290144443512}, {'X': 0.7007840275764465, 'Y': 0.6092966794967651, 'Z': -0.11940805613994598}, {'X': 0.7643839716911316, 'Y': 0.6586151719093323, 'Z': -0.05377861112356186}, {'X': 0.7638101577758789, 'Y': 0.5542630553245544, 'Z': -0.09139814227819443}, {'X': 0.7660998702049255, 'Y': 0.4842211604118347, 'Z': -0.12175918370485306}, {'X': 0.7720751166343689, 'Y': 0.4186505079269409, 'Z': -0.14343805611133575}, {'X': 0.8042023181915283, 'Y': 0.6579452157020569, 'Z': -0.052256062626838684}, {'X': 0.8120877146720886, 'Y': 0.5476365685462952, 'Z': -0.08095796406269073}, {'X': 0.818034291267395, 'Y': 0.4685337543487549, 'Z': -0.11403229087591171}, {'X': 0.8260788321495056, 'Y': 0.39594948291778564, 'Z': -0.13775929808616638}, {'X': 0.841687023639679, 'Y': 0.6809985637664795, 'Z': -0.05513108894228935}, {'X': 0.8544479608535767, 'Y': 0.572737455368042, 'Z': -0.08088373392820358}, {'X': 0.8607296347618103, 'Y': 0.49355000257492065, 'Z': -0.11477816104888916}, {'X': 0.8666737675666809, 'Y': 0.4210664629936218, 'Z': -0.1433984488248825}, {'X': 0.8778795003890991, 'Y': 0.7215938568115234, 'Z': -0.061848320066928864}, {'X': 0.8946729302406311, 'Y': 0.6453249454498291, 'Z': -0.08919698745012283}, {'X': 0.9043654799461365, 'Y': 0.5924334526062012, 'Z': -0.11266010254621506}, {'X': 0.910634458065033, 'Y': 0.5374647378921509, 'Z': -0.1341562122106552}]
[{'X': 0.7992328405380249, 'Y': 0.8697894811630249, 'Z': -5.0377111620036885e-05}, {'X': 0.741698682308197, 'Y': 0.8532578945159912, 'Z': -0.056588880717754364}, {'X': 0.709959089756012, 'Y': 0.758476734161377, 'Z': -0.08273445814847946}, {'X': 0.7033519744873047, 'Y': 0.6733032464981079, 'Z': -0.10539240390062332}, {'X': 0.6869720816612244, 'Y': 0.6006677150726318, 'Z': -0.1316688358783722}, {'X': 0.7488648891448975, 'Y': 0.6502165794372559, 'Z': -0.06077229976654053}, {'X': 0.7484728097915649, 'Y': 0.5452712178230286, 'Z': -0.10012787580490112}, {'X': 0.7516567707061768, 'Y': 0.47689002752304077, 'Z': -0.13135524094104767}, {'X': 0.7577323317527771, 'Y': 0.4106229543685913, 'Z': -0.15308904647827148}, {'X': 0.7890019416809082, 'Y': 0.6482349634170532, 'Z': -0.05873465538024902}, {'X': 0.7958929538726807, 'Y': 0.5378708839416504, 'Z': -0.09206579625606537}, {'X': 0.8009633421897888, 'Y': 0.461204469203949, 'Z': -0.13014182448387146}, {'X': 0.8078029155731201, 'Y': 0.38774189352989197, 'Z': -0.15724575519561768}, {'X': 0.8269569277763367, 'Y': 0.6697596907615662, 'Z': -0.06102677434682846}, {'X': 0.8371507525444031, 'Y': 0.5599204897880554, 'Z': -0.0902644544839859}, {'X': 0.8428948521614075, 'Y': 0.4837688207626343, 'Z': -0.12974940240383148}, {'X': 0.8481875061988831, 'Y': 0.41089898347854614, 'Z': -0.16141346096992493}, {'X': 0.8645362854003906, 'Y': 0.7089918255805969, 'Z': -0.06743809580802917}, {'X': 0.8807826042175293, 'Y': 0.6308658719062805, 'Z': -0.09617079049348831}, {'X': 0.8903423547744751, 'Y': 0.5798078775405884, 'Z': -0.1216912567615509}, {'X': 0.8968763947486877, 'Y': 0.523980975151062, 'Z': -0.14409050345420837}]
[{'X': 0.7846628427505493, 'Y': 0.8911651968955994, 'Z': -7.874169386923313e-05}, {'X': 0.7284818887710571, 'Y': 0.856526255607605, 'Z': -0.04147293046116829}, {'X': 0.6961573362350464, 'Y': 0.7530471682548523, 'Z': -0.059129178524017334}, {'X': 0.6897374987602234, 'Y': 0.6622166037559509, 'Z': -0.0759631097316742}, {'X': 0.6724338531494141, 'Y': 0.592387318611145, 'Z': -0.09415173530578613}, {'X': 0.7377477884292603, 'Y': 0.6398305892944336, 'Z': -0.03564630448818207}, {'X': 0.733252763748169, 'Y': 0.5282547473907471, 'Z': -0.06386326253414154}, {'X': 0.7327297329902649, 'Y': 0.46072497963905334, 'Z': -0.0865328311920166}, {'X': 0.7361324429512024, 'Y': 0.39720386266708374, 'Z': -0.10162466019392014}, {'X': 0.7780964970588684, 'Y': 0.6346568465232849, 'Z': -0.035614628344774246}, {'X': 0.7829641103744507, 'Y': 0.5172404050827026, 'Z': -0.05516411364078522}, {'X': 0.786781907081604, 'Y': 0.4398752450942993, 'Z': -0.08594310283660889}, {'X': 0.7929078936576843, 'Y': 0.37111330032348633, 'Z': -0.11110828816890717}, {'X': 0.8151516318321228, 'Y': 0.6560162305831909, 'Z': -0.03980951011180878}, {'X': 0.8241307735443115, 'Y': 0.5442422032356262, 'Z': -0.06016504764556885}, {'X': 0.8277394771575928, 'Y': 0.4700673818588257, 'Z': -0.09315043687820435}, {'X': 0.8314000964164734, 'Y': 0.4046863317489624, 'Z': -0.12109676003456116}, {'X': 0.8518061637878418, 'Y': 0.6969841718673706, 'Z': -0.0466531440615654}, {'X': 0.8684737086296082, 'Y': 0.6145729422569275, 'Z': -0.06848176568746567}, {'X': 0.876133143901825, 'Y': 0.5631219744682312, 'Z': -0.09096056967973709}, {'X': 0.8821654915809631, 'Y': 0.5112172365188599, 'Z': -0.1111157089471817}]
[{'X': 0.7826560735702515, 'Y': 0.8483673930168152, 'Z': -3.387328251847066e-05}, {'X': 0.7256996631622314, 'Y': 0.830744206905365, 'Z': -0.043318670243024826}, {'X': 0.692075788974762, 'Y': 0.7379859685897827, 'Z': -0.05983484536409378}, {'X': 0.6822090148925781, 'Y': 0.6509435176849365, 'Z': -0.07420278340578079}, {'X': 0.6636788845062256, 'Y': 0.5807842016220093, 'Z': -0.09048985689878464}, {'X': 0.7289111018180847, 'Y': 0.6340030431747437, 'Z': -0.037295371294021606}, {'X': 0.7245248556137085, 'Y': 0.527959406375885, 'Z': -0.07190217822790146}, {'X': 0.7248368263244629, 'Y': 0.4581660032272339, 'Z': -0.09951570630073547}, {'X': 0.7285845875740051, 'Y': 0.39307984709739685, 'Z': -0.11950413882732391}, {'X': 0.7682998180389404, 'Y': 0.6288177967071533, 'Z': -0.03905297815799713}, {'X': 0.7723390460014343, 'Y': 0.5153946876525879, 'Z': -0.06321997195482254}, {'X': 0.7756579518318176, 'Y': 0.4366518259048462, 'Z': -0.09752487391233444}, {'X': 0.7817731499671936, 'Y': 0.3659500777721405, 'Z': -0.12353840470314026}, {'X': 0.8056249022483826, 'Y': 0.647275447845459, 'Z': -0.045070335268974304}, {'X': 0.8160755038261414, 'Y': 0.5373584628105164, 'Z': -0.06738466769456863}, {'X': 0.8206201195716858, 'Y': 0.4617769122123718, 'Z': -0.10134812444448471}, {'X': 0.8248109817504883, 'Y': 0.3921887278556824, 'Z': -0.13047735393047333}, {'X': 0.8417267799377441, 'Y': 0.6834832429885864, 'Z': -0.05498592555522919}, {'X': 0.857250452041626, 'Y': 0.6075232028961182, 'Z': -0.08159655332565308}, {'X': 0.8656876087188721, 'Y': 0.5550281405448914, 'Z': -0.10673373192548752}, {'X': 0.8707599639892578, 'Y': 0.49991369247436523, 'Z': -0.12884092330932617}]
[{'X': 0.7753416299819946, 'Y': 0.8625678420066833, 'Z': -5.736244565923698e-05}, {'X': 0.7179327607154846, 'Y': 0.8366161584854126, 'Z': -0.04356914013624191}, {'X': 0.6863052248954773, 'Y': 0.7358573079109192, 'Z': -0.06255284696817398}, {'X': 0.6790016293525696, 'Y': 0.6462355852127075, 'Z': -0.07981348782777786}, {'X': 0.6605602502822876, 'Y': 0.5774105787277222, 'Z': -0.10037559270858765}, {'X': 0.7269526124000549, 'Y': 0.62773197889328, 'Z': -0.03873436152935028}, {'X': 0.7212321162223816, 'Y': 0.5199918150901794, 'Z': -0.07199860364198685}, {'X': 0.718997061252594, 'Y': 0.452102929353714, 'Z': -0.09726860374212265}, {'X': 0.7213980555534363, 'Y': 0.38755714893341064, 'Z': -0.11327129602432251}, {'X': 0.766288697719574, 'Y': 0.621238648891449, 'Z': -0.03917442634701729}, {'X': 0.7688807249069214, 'Y': 0.5069707036018372, 'Z': -0.06326175481081009}, {'X': 0.7697206735610962, 'Y': 0.42768681049346924, 'Z': -0.09476421028375626}, {'X': 0.7740936279296875, 'Y': 0.354865700006485, 'Z': -0.11803188920021057}, {'X': 0.8030915856361389, 'Y': 0.6402046084403992, 'Z': -0.044401075690984726}, {'X': 0.8123753070831299, 'Y': 0.5287306308746338, 'Z': -0.06896685063838959}, {'X': 0.8155263662338257, 'Y': 0.4523891806602478, 'Z': -0.10181894153356552}, {'X': 0.8193440437316895, 'Y': 0.3821204602718353, 'Z': -0.1288173347711563}, {'X': 0.8395271301269531, 'Y': 0.6792815327644348, 'Z': -0.052374087274074554}, {'X': 0.8567465543746948, 'Y': 0.5954570174217224, 'Z': -0.07734525203704834}, {'X': 0.8642231822013855, 'Y': 0.5422371625900269, 'Z': -0.10053595900535583}, {'X': 0.8698529601097107, 'Y': 0.487415611743927, 'Z': -0.12095121294260025}]
[{'X': 0.7707033157348633, 'Y': 0.8660876750946045, 'Z': -6.77224961691536e-05}, {'X': 0.7137889862060547, 'Y': 0.8372957706451416, 'Z': -0.04438662901520729}, {'X': 0.6805218458175659, 'Y': 0.7375025749206543, 'Z': -0.06426845490932465}, {'X': 0.6726818680763245, 'Y': 0.6480340957641602, 'Z': -0.08217079937458038}, {'X': 0.6545656323432922, 'Y': 0.5783897042274475, 'Z': -0.10106176137924194}, {'X': 0.7210015654563904, 'Y': 0.6244296431541443, 'Z': -0.042106229811906815}, {'X': 0.7148236632347107, 'Y': 0.5146446228027344, 'Z': -0.0742722749710083}, {'X': 0.7133442759513855, 'Y': 0.44721728563308716, 'Z': -0.09906810522079468}, {'X': 0.7162871360778809, 'Y': 0.38296687602996826, 'Z': -0.11524572223424911}, {'X': 0.7607759237289429, 'Y': 0.6180394887924194, 'Z': -0.041962880641222}, {'X': 0.7633107304573059, 'Y': 0.5025246143341064, 'Z': -0.0660834088921547}, {'X': 0.7651519179344177, 'Y': 0.4240362048149109, 'Z': -0.09847372025251389}, {'X': 0.7698147296905518, 'Y': 0.35270199179649353, 'Z': -0.12321466952562332}, {'X': 0.7982561588287354, 'Y': 0.6380888223648071, 'Z': -0.046218689531087875}, {'X': 0.8058436512947083, 'Y': 0.5269649028778076, 'Z': -0.07028239220380783}, {'X': 0.8082469701766968, 'Y': 0.45169776678085327, 'Z': -0.10351013392210007}, {'X': 0.8111099004745483, 'Y': 0.38337573409080505, 'Z': -0.1305699497461319}, {'X': 0.835931122303009, 'Y': 0.6780538558959961, 'Z': -0.05325740948319435}, {'X': 0.8514623641967773, 'Y': 0.5943170189857483, 'Z': -0.07795724272727966}, {'X': 0.8580349683761597, 'Y': 0.5412090420722961, 'Z': -0.10177692770957947}, {'X': 0.8629698157310486, 'Y': 0.486514687538147, 'Z': -0.12234148383140564}]
[{'X': 0.7658379077911377, 'Y': 0.8651843667030334, 'Z': -7.322555757127702e-05}, {'X': 0.7078710794448853, 'Y': 0.8341448903083801, 'Z': -0.04239784553647041}, {'X': 0.6752104759216309, 'Y': 0.7326516509056091, 'Z': -0.05894089117646217}, {'X': 0.6675863265991211, 'Y': 0.6417266130447388, 'Z': -0.07337259501218796}, {'X': 0.6507009863853455, 'Y': 0.5689771175384521, 'Z': -0.08874814957380295}, {'X': 0.7153564691543579, 'Y': 0.6197541356086731, 'Z': -0.03409980237483978}, {'X': 0.7092329859733582, 'Y': 0.5166229605674744, 'Z': -0.06299781054258347}, {'X': 0.7086901068687439, 'Y': 0.4474489390850067, 'Z': -0.08837238699197769}, {'X': 0.7120663523674011, 'Y': 0.381557822227478, 'Z': -0.10795287787914276}, {'X': 0.7561001777648926, 'Y': 0.6143624186515808, 'Z': -0.033452536910772324}, {'X': 0.7576075792312622, 'Y': 0.5016142129898071, 'Z': -0.0511339046061039}, {'X': 0.7606683969497681, 'Y': 0.42325013875961304, 'Z': -0.08125718683004379}, {'X': 0.7664396166801453, 'Y': 0.35363200306892395, 'Z': -0.10361913591623306}, {'X': 0.79349285364151, 'Y': 0.6334777474403381, 'Z': -0.03736644610762596}, {'X': 0.8006999492645264, 'Y': 0.526207447052002, 'Z': -0.057173918932676315}, {'X': 0.8036501407623291, 'Y': 0.4491495192050934, 'Z': -0.0881606936454773}, {'X': 0.8059422969818115, 'Y': 0.3799983859062195, 'Z': -0.11356792598962784}, {'X': 0.8296077847480774, 'Y': 0.6737080216407776, 'Z': -0.044379763305187225}, {'X': 0.8429638743400574, 'Y': 0.5940775275230408, 'Z': -0.0687304362654686}, {'X': 0.8496202230453491, 'Y': 0.5396839380264282, 'Z': -0.09174156188964844}, {'X': 0.8522431254386902, 'Y': 0.48465532064437866, 'Z': -0.11118461191654205}]
[{'X': 0.7608702182769775, 'Y': 0.8913981914520264, 'Z': -7.204744906630367e-05}, {'X': 0.7029796242713928, 'Y': 0.8421774506568909, 'Z': -0.036954715847969055}, {'X': 0.6713728904724121, 'Y': 0.7354350090026855, 'Z': -0.05225030332803726}, {'X': 0.6643670797348022, 'Y': 0.63966965675354, 'Z': -0.06642059236764908}, {'X': 0.6486973762512207, 'Y': 0.5669941902160645, 'Z': -0.08038202673196793}, {'X': 0.7153515815734863, 'Y': 0.6154145002365112, 'Z': -0.021859487518668175}, {'X': 0.7080598473548889, 'Y': 0.5093570947647095, 'Z': -0.041669394820928574}, {'X': 0.7065098881721497, 'Y': 0.4426113963127136, 'Z': -0.06068189814686775}, {'X': 0.7087088823318481, 'Y': 0.3787713646888733, 'Z': -0.07615406811237335}, {'X': 0.7560970783233643, 'Y': 0.6092387437820435, 'Z': -0.021221114322543144}, {'X': 0.756793200969696, 'Y': 0.49335283041000366, 'Z': -0.03111221082508564}, {'X': 0.7588993906974792, 'Y': 0.4196184575557709, 'Z': -0.05562985688447952}, {'X': 0.7627169489860535, 'Y': 0.3541831076145172, 'Z': -0.07513811439275742}, {'X': 0.7929916977882385, 'Y': 0.6273054480552673, 'Z': -0.02462342381477356}, {'X': 0.7981253862380981, 'Y': 0.5169188380241394, 'Z': -0.037925686687231064}, {'X': 0.8006136417388916, 'Y': 0.44439929723739624, 'Z': -0.06371276825666428}, {'X': 0.8021875619888306, 'Y': 0.38057127594947815, 'Z': -0.08417508751153946}, {'X': 0.8292043805122375, 'Y': 0.6660687923431396, 'Z': -0.03017902374267578}, {'X': 0.8417608737945557, 'Y': 0.5833446383476257, 'Z': -0.04618256539106369}, {'X': 0.8487648963928223, 'Y': 0.5296603441238403, 'Z': -0.06272678822278976}, {'X': 0.8527461886405945, 'Y': 0.47541993856430054, 'Z': -0.07758920639753342}]
[{'X': 0.7600215077400208, 'Y': 0.8729400634765625, 'Z': -9.174644947052002e-05}, {'X': 0.7034112811088562, 'Y': 0.830323338508606, 'Z': -0.03676953539252281}, {'X': 0.6710776686668396, 'Y': 0.7269008159637451, 'Z': -0.05426662787795067}, {'X': 0.6626909971237183, 'Y': 0.6350910663604736, 'Z': -0.07067443430423737}, {'X': 0.6450685262680054, 'Y': 0.5657796263694763, 'Z': -0.08806341141462326}, {'X': 0.7120996713638306, 'Y': 0.6102355122566223, 'Z': -0.027431953698396683}, {'X': 0.7050800323486328, 'Y': 0.5045256018638611, 'Z': -0.05288666859269142}, {'X': 0.7037996053695679, 'Y': 0.4384961724281311, 'Z': -0.07385899871587753}, {'X': 0.7056096792221069, 'Y': 0.37496206164360046, 'Z': -0.08882460743188858}, {'X': 0.752326250076294, 'Y': 0.6039238572120667, 'Z': -0.027696706354618073}, {'X': 0.753341019153595, 'Y': 0.4896383285522461, 'Z': -0.04365164414048195}, {'X': 0.7549181580543518, 'Y': 0.4145500659942627, 'Z': -0.07024206966161728}, {'X': 0.7586469650268555, 'Y': 0.343983918428421, 'Z': -0.09153478592634201}, {'X': 0.7893142104148865, 'Y': 0.6230058670043945, 'Z': -0.03202713280916214}, {'X': 0.7962010502815247, 'Y': 0.5124121308326721, 'Z': -0.04903078079223633}, {'X': 0.7983075380325317, 'Y': 0.44082850217819214, 'Z': -0.0752885490655899}, {'X': 0.8008027672767639, 'Y': 0.37457242608070374, 'Z': -0.09743043035268784}, {'X': 0.8262306451797485, 'Y': 0.6636218428611755, 'Z': -0.03879581019282341}, {'X': 0.8404024839401245, 'Y': 0.5803857445716858, 'Z': -0.05632086098194122}, {'X': 0.8468310832977295, 'Y': 0.5287415385246277, 'Z': -0.07431630045175552}, {'X': 0.8516650795936584, 'Y': 0.475463330745697, 'Z': -0.09093242883682251}]
[{'X': 0.7588699460029602, 'Y': 0.851295530796051, 'Z': -7.42085903766565e-05}, {'X': 0.7017152309417725, 'Y': 0.8239344358444214, 'Z': -0.04198378324508667}, {'X': 0.6673074960708618, 'Y': 0.7247148752212524, 'Z': -0.05860165134072304}, {'X': 0.6579673886299133, 'Y': 0.6355445981025696, 'Z': -0.07368340343236923}, {'X': 0.6395150423049927, 'Y': 0.5643305778503418, 'Z': -0.08983757346868515}, {'X': 0.7069981098175049, 'Y': 0.6115869879722595, 'Z': -0.030408410355448723}, {'X': 0.7013288140296936, 'Y': 0.5060166120529175, 'Z': -0.057262007147073746}, {'X': 0.6997961401939392, 'Y': 0.4379000663757324, 'Z': -0.08007961511611938}, {'X': 0.7017030119895935, 'Y': 0.37415188550949097, 'Z': -0.09739279747009277}, {'X': 0.7469416856765747, 'Y': 0.6054926514625549, 'Z': -0.031106995418667793}, {'X': 0.7479164600372314, 'Y': 0.49247658252716064, 'Z': -0.04881537705659866}, {'X': 0.7494691610336304, 'Y': 0.41455984115600586, 'Z': -0.08002489060163498}, {'X': 0.7534180879592896, 'Y': 0.34492629766464233, 'Z': -0.10345881432294846}, {'X': 0.7844070196151733, 'Y': 0.6236298680305481, 'Z': -0.03653676435351372}, {'X': 0.7908181548118591, 'Y': 0.5144799947738647, 'Z': -0.05724692717194557}, {'X': 0.793067216873169, 'Y': 0.43692469596862793, 'Z': -0.08987711369991302}, {'X': 0.7943020462989807, 'Y': 0.3663471043109894, 'Z': -0.11616819351911545}, {'X': 0.821211576461792, 'Y': 0.6621147990226746, 'Z': -0.0446324348449707}, {'X': 0.8351014852523804, 'Y': 0.582159698009491, 'Z': -0.06842725723981857}, {'X': 0.8413906693458557, 'Y': 0.5283024907112122, 'Z': -0.09093494713306427}, {'X': 0.8431477546691895, 'Y': 0.4731011986732483, 'Z': -0.1106829047203064}]
