[{'X': 0.5098276734352112, 'Y': 0.7299927473068237, 'Z': -5.422914546215907e-05}, {'X': 0.47664234042167664, 'Y': 0.7197675108909607, 'Z': -0.02035500667989254}, {'X': 0.44525808095932007, 'Y': 0.6940398216247559, 'Z': -0.028633221983909607}, {'X': 0.4243536591529846, 'Y': 0.6666338443756104, 'Z': -0.03711166977882385}, {'X': 0.40894266963005066, 'Y': 0.6463111042976379, 'Z': -0.04157603904604912}, {'X': 0.452260285615921, 'Y': 0.6221256256103516, 'Z': -0.0007550950977019966}, {'X': 0.431599497795105, 'Y': 0.5806919932365417, 'Z': -0.007048378232866526}, {'X': 0.4195111095905304, 'Y': 0.5563990473747253, 'Z': -0.013291602954268456}, {'X': 0.4094286561012268, 'Y': 0.5355172157287598, 'Z': -0.01831638626754284}, {'X': 0.4708561897277832, 'Y': 0.609032392501831, 'Z': 0.003693674923852086}, {'X': 0.4589436948299408, 'Y': 0.5602230429649353, 'Z': 0.0037029171362519264}, {'X': 0.4529514014720917, 'Y': 0.5299584269523621, 'Z': -0.002562065375968814}, {'X': 0.4483354985713959, 'Y': 0.5040262937545776, 'Z': -0.007990345358848572}, {'X': 0.48811376094818115, 'Y': 0.608595609664917, 'Z': 0.004819836001843214}, {'X': 0.48414552211761475, 'Y': 0.5656295418739319, 'Z': 0.003064837772399187}, {'X': 0.4842126667499542, 'Y': 0.5369085073471069, 'Z': -0.003441601525992155}, {'X': 0.4824681878089905, 'Y': 0.5119361281394958, 'Z': -0.009764579124748707}, {'X': 0.5052619576454163, 'Y': 0.6153261065483093, 'Z': 0.0032674253452569246}, {'X': 0.5015482902526855, 'Y': 0.5790190696716309, 'Z': -0.0013934401795268059}, {'X': 0.5010325312614441, 'Y': 0.5579885840415955, 'Z': -0.00918794609606266}, {'X': 0.49909350275993347, 'Y': 0.5388209223747253, 'Z': -0.014677471481263638}]
[{'X': 0.512212336063385, 'Y': 0.7276247143745422, 'Z': -6.924117769813165e-05}, {'X': 0.4814634323120117, 'Y': 0.7258608937263489, 'Z': -0.0208286065608263}, {'X': 0.4478302001953125, 'Y': 0.7012443542480469, 'Z': -0.025548720732331276}, {'X': 0.42583250999450684, 'Y': 0.6719897985458374, 'Z': -0.02902209758758545}, {'X': 0.4090300500392914, 'Y': 0.657637357711792, 'Z': -0.02518949657678604}, {'X': 0.4445827603340149, 'Y': 0.6318312883377075, 'Z': -0.0031211187597364187}, {'X': 0.4184581935405731, 'Y': 0.5896960496902466, 'Z': -0.004701288882642984}, {'X': 0.4044787287712097, 'Y': 0.5668810606002808, 'Z': -0.0063369907438755035}, {'X': 0.3943065404891968, 'Y': 0.5490704774856567, 'Z': -0.011406409554183483}, {'X': 0.46119117736816406, 'Y': 0.6152377128601074, 'Z': 0.002965302672237158}, {'X': 0.4391891360282898, 'Y': 0.5600231885910034, 'Z': 0.009830202907323837}, {'X': 0.4296908974647522, 'Y': 0.5340825915336609, 'Z': 0.009279089979827404}, {'X': 0.4231584370136261, 'Y': 0.5097652673721313, 'Z': 0.007931645959615707}, {'X': 0.4782136380672455, 'Y': 0.6101174354553223, 'Z': 0.005722106900066137}, {'X': 0.46541303396224976, 'Y': 0.5645012259483337, 'Z': 0.006508969701826572}, {'X': 0.4647355377674103, 'Y': 0.5449055433273315, 'Z': 0.004017218016088009}, {'X': 0.4638093411922455, 'Y': 0.52586829662323, 'Z': 0.000695970025844872}, {'X': 0.4966334402561188, 'Y': 0.613258957862854, 'Z': 0.006649532355368137}, {'X': 0.49151885509490967, 'Y': 0.5746056437492371, 'Z': 0.0037293294444680214}, {'X': 0.4921814799308777, 'Y': 0.554591715335846, 'Z': 0.0031229176092892885}, {'X': 0.49199992418289185, 'Y': 0.5346960425376892, 'Z': 0.004473400302231312}]
[{'X': 0.5129308104515076, 'Y': 0.7287228107452393, 'Z': -7.390457903966308e-05}, {'X': 0.4818575084209442, 'Y': 0.7271105051040649, 'Z': -0.020171860232949257}, {'X': 0.44721856713294983, 'Y': 0.7017452120780945, 'Z': -0.02346150018274784}, {'X': 0.42466676235198975, 'Y': 0.6730640530586243, 'Z': -0.02498956210911274}, {'X': 0.408782958984375, 'Y': 0.6574956178665161, 'Z': -0.019441703334450722}, {'X': 0.44654178619384766, 'Y': 0.632760226726532, 'Z': -0.002931774128228426}, {'X': 0.42080944776535034, 'Y': 0.5893245339393616, 'Z': -0.004584651906043291}, {'X': 0.4066491425037384, 'Y': 0.5678298473358154, 'Z': -0.005801262799650431}, {'X': 0.39626815915107727, 'Y': 0.5515186786651611, 'Z': -0.01035193633288145}, {'X': 0.4642249643802643, 'Y': 0.6158733367919922, 'Z': 0.003859492251649499}, {'X': 0.44436678290367126, 'Y': 0.5607393980026245, 'Z': 0.011861723847687244}, {'X': 0.4345704913139343, 'Y': 0.5338319540023804, 'Z': 0.01310143806040287}, {'X': 0.42825254797935486, 'Y': 0.5100539922714233, 'Z': 0.012715140357613564}, {'X': 0.48143261671066284, 'Y': 0.6110321879386902, 'Z': 0.0075696478597819805}, {'X': 0.4694439172744751, 'Y': 0.5646428465843201, 'Z': 0.009198405779898167}, {'X': 0.46811187267303467, 'Y': 0.5429190397262573, 'Z': 0.009382613934576511}, {'X': 0.46699023246765137, 'Y': 0.5231097936630249, 'Z': 0.008263198658823967}, {'X': 0.49930527806282043, 'Y': 0.614475429058075, 'Z': 0.009286608546972275}, {'X': 0.49285179376602173, 'Y': 0.5753147006034851, 'Z': 0.007404831238090992}, {'X': 0.4930117428302765, 'Y': 0.5559800863265991, 'Z': 0.010018008761107922}, {'X': 0.49289166927337646, 'Y': 0.5371131896972656, 'Z': 0.015102250501513481}]
[{'X': 0.5154086351394653, 'Y': 0.7326141595840454, 'Z': -6.515421409858391e-05}, {'X': 0.48393943905830383, 'Y': 0.7284272909164429, 'Z': -0.021747158840298653}, {'X': 0.45009854435920715, 'Y': 0.704067587852478, 'Z': -0.02820909209549427}, {'X': 0.4267899990081787, 'Y': 0.6753836274147034, 'Z': -0.03432976454496384}, {'X': 0.40929776430130005, 'Y': 0.6598448157310486, 'Z': -0.03442833572626114}, {'X': 0.44834163784980774, 'Y': 0.6336177587509155, 'Z': -0.0018361666006967425}, {'X': 0.4228425621986389, 'Y': 0.5925696492195129, 'Z': -0.0042825485579669476}, {'X': 0.4091144800186157, 'Y': 0.5695805549621582, 'Z': -0.0070884982123970985}, {'X': 0.39873653650283813, 'Y': 0.5495375394821167, 'Z': -0.011272191070020199}, {'X': 0.4649265706539154, 'Y': 0.6177449822425842, 'Z': 0.00420460756868124}, {'X': 0.4449598789215088, 'Y': 0.5670459270477295, 'Z': 0.008516042493283749}, {'X': 0.43545255064964294, 'Y': 0.541088879108429, 'Z': 0.006165459752082825}, {'X': 0.4286539554595947, 'Y': 0.5166612267494202, 'Z': 0.00300686270929873}, {'X': 0.4816158711910248, 'Y': 0.612693190574646, 'Z': 0.006976842414587736}, {'X': 0.4698179364204407, 'Y': 0.569204568862915, 'Z': 0.006540435366332531}, {'X': 0.4672125577926636, 'Y': 0.5455361604690552, 'Z': 0.0026777975726872683}, {'X': 0.4646417498588562, 'Y': 0.5231221318244934, 'Z': -0.0014813196612522006}, {'X': 0.4993913471698761, 'Y': 0.6155002117156982, 'Z': 0.0071683297865092754}, {'X': 0.4949726462364197, 'Y': 0.5779638290405273, 'Z': 0.003425801172852516}, {'X': 0.495737224817276, 'Y': 0.5571132302284241, 'Z': -0.00037488597445189953}, {'X': 0.49515312910079956, 'Y': 0.5365183353424072, 'Z': -0.0021392516791820526}]
[{'X': 0.5175954103469849, 'Y': 0.7427175641059875, 'Z': -5.4323940275935456e-05}, {'X': 0.484162300825119, 'Y': 0.73430997133255, 'Z': -0.01848590560257435}, {'X': 0.4504222273826599, 'Y': 0.7061015367507935, 'Z': -0.023774726316332817}, {'X': 0.4280923008918762, 'Y': 0.6773313879966736, 'Z': -0.02947091870009899}, {'X': 0.4125363826751709, 'Y': 0.6599814891815186, 'Z': -0.028454545885324478}, {'X': 0.45080050826072693, 'Y': 0.6361550688743591, 'Z': 0.0006726666470058262}, {'X': 0.42494410276412964, 'Y': 0.594786524772644, 'Z': -0.0017862193053588271}, {'X': 0.41098302602767944, 'Y': 0.572482705116272, 'Z': -0.0056868926621973515}, {'X': 0.4001978039741516, 'Y': 0.5521009564399719, 'Z': -0.011407102458178997}, {'X': 0.46851420402526855, 'Y': 0.6214258670806885, 'Z': 0.004064348991960287}, {'X': 0.45028141140937805, 'Y': 0.5693196058273315, 'Z': 0.0064493203535676}, {'X': 0.4407050907611847, 'Y': 0.5427019596099854, 'Z': 0.002773729618638754}, {'X': 0.43336522579193115, 'Y': 0.5174081921577454, 'Z': -0.0009174279402941465}, {'X': 0.4853326380252838, 'Y': 0.6175714731216431, 'Z': 0.0045951842330396175}, {'X': 0.4740857183933258, 'Y': 0.5708447098731995, 'Z': 0.0038975882343947887}, {'X': 0.46937692165374756, 'Y': 0.5446444749832153, 'Z': 0.00041908377897925675}, {'X': 0.46436065435409546, 'Y': 0.5204722285270691, 'Z': -0.0035451448056846857}, {'X': 0.5030026435852051, 'Y': 0.6219028234481812, 'Z': 0.0027578158769756556}, {'X': 0.4974619150161743, 'Y': 0.5837928056716919, 'Z': -0.000639034784398973}, {'X': 0.4964195191860199, 'Y': 0.5613969564437866, 'Z': -0.004309025127440691}, {'X': 0.4939343333244324, 'Y': 0.5395570397377014, 'Z': -0.005392248276621103}]
[{'X': 0.5172787308692932, 'Y': 0.7429772019386292, 'Z': -7.751490193186328e-05}, {'X': 0.4864649474620819, 'Y': 0.7362608909606934, 'Z': -0.02039521001279354}, {'X': 0.45467644929885864, 'Y': 0.7117604613304138, 'Z': -0.029305551201105118}, {'X': 0.43105658888816833, 'Y': 0.684268593788147, 'Z': -0.03806591406464577}, {'X': 0.4112936854362488, 'Y': 0.6672161221504211, 'Z': -0.0448421947658062}, {'X': 0.4528416693210602, 'Y': 0.6422858238220215, 'Z': -0.00043857545824721456}, {'X': 0.4284558892250061, 'Y': 0.6018286943435669, 'Z': -0.002518303459510207}, {'X': 0.4150787591934204, 'Y': 0.5788729786872864, 'Z': -0.0046908180229365826}, {'X': 0.4039578139781952, 'Y': 0.5577979683876038, 'Z': -0.005888151470571756}, {'X': 0.47032439708709717, 'Y': 0.6252720355987549, 'Z': 0.0028367519844323397}, {'X': 0.45409247279167175, 'Y': 0.5747823715209961, 'Z': 0.00522475503385067}, {'X': 0.4462937116622925, 'Y': 0.5460835099220276, 'Z': 0.0016710058553144336}, {'X': 0.44025230407714844, 'Y': 0.5211461186408997, 'Z': -0.0013314976822584867}, {'X': 0.48803406953811646, 'Y': 0.6221686601638794, 'Z': 0.00266439956612885}, {'X': 0.48334309458732605, 'Y': 0.5815099477767944, 'Z': -0.0039442372508347034}, {'X': 0.4905359148979187, 'Y': 0.5669873952865601, 'Z': -0.01870635710656643}, {'X': 0.49536529183387756, 'Y': 0.5539460182189941, 'Z': -0.02934882417321205}, {'X': 0.5054234862327576, 'Y': 0.6260380744934082, 'Z': 0.001342393341474235}, {'X': 0.49977001547813416, 'Y': 0.5907098054885864, 'Z': -0.0037727460730820894}, {'X': 0.4989706575870514, 'Y': 0.568066418170929, 'Z': -0.011566025204956532}, {'X': 0.49699580669403076, 'Y': 0.5468552112579346, 'Z': -0.017127491533756256}]
[{'X': 0.5172787308692932, 'Y': 0.7429772019386292, 'Z': -7.751490193186328e-05}, {'X': 0.4864649474620819, 'Y': 0.7362608909606934, 'Z': -0.02039521001279354}, {'X': 0.45467644929885864, 'Y': 0.7117604613304138, 'Z': -0.029305551201105118}, {'X': 0.43105658888816833, 'Y': 0.684268593788147, 'Z': -0.03806591406464577}, {'X': 0.4112936854362488, 'Y': 0.6672161221504211, 'Z': -0.0448421947658062}, {'X': 0.4528416693210602, 'Y': 0.6422858238220215, 'Z': -0.00043857545824721456}, {'X': 0.4284558892250061, 'Y': 0.6018286943435669, 'Z': -0.002518303459510207}, {'X': 0.4150787591934204, 'Y': 0.5788729786872864, 'Z': -0.0046908180229365826}, {'X': 0.4039578139781952, 'Y': 0.5577979683876038, 'Z': -0.005888151470571756}, {'X': 0.47032439708709717, 'Y': 0.6252720355987549, 'Z': 0.0028367519844323397}, {'X': 0.45409247279167175, 'Y': 0.5747823715209961, 'Z': 0.00522475503385067}, {'X': 0.4462937116622925, 'Y': 0.5460835099220276, 'Z': 0.0016710058553144336}, {'X': 0.44025230407714844, 'Y': 0.5211461186408997, 'Z': -0.0013314976822584867}, {'X': 0.48803406953811646, 'Y': 0.6221686601638794, 'Z': 0.00266439956612885}, {'X': 0.48334309458732605, 'Y': 0.5815099477767944, 'Z': -0.0039442372508347034}, {'X': 0.4905359148979187, 'Y': 0.5669873952865601, 'Z': -0.01870635710656643}, {'X': 0.49536529183387756, 'Y': 0.5539460182189941, 'Z': -0.02934882417321205}, {'X': 0.5054234862327576, 'Y': 0.6260380744934082, 'Z': 0.001342393341474235}, {'X': 0.49977001547813416, 'Y': 0.5907098054885864, 'Z': -0.0037727460730820894}, {'X': 0.4989706575870514, 'Y': 0.568066418170929, 'Z': -0.011566025204956532}, {'X': 0.49699580669403076, 'Y': 0.5468552112579346, 'Z': -0.017127491533756256}]
[{'X': 0.5216811895370483, 'Y': 0.7470241785049438, 'Z': -5.69779695069883e-05}, {'X': 0.4865427613258362, 'Y': 0.737206220626831, 'Z': -0.014682598412036896}, {'X': 0.45516160130500793, 'Y': 0.7097811102867126, 'Z': -0.01824268139898777}, {'X': 0.43297699093818665, 'Y': 0.6820491552352905, 'Z': -0.023658860474824905}, {'X': 0.41274410486221313, 'Y': 0.6681837439537048, 'Z': -0.027255749329924583}, {'X': 0.45513156056404114, 'Y': 0.6382180452346802, 'Z': 0.010549452155828476}, {'X': 0.43152204155921936, 'Y': 0.6003627777099609, 'Z': 0.010608726181089878}, {'X': 0.4181261658668518, 'Y': 0.5782274007797241, 'Z': 0.0071310680359601974}, {'X': 0.4079030752182007, 'Y': 0.5588393211364746, 'Z': 0.0030606077052652836}, {'X': 0.47276821732521057, 'Y': 0.6239101886749268, 'Z': 0.011167706921696663}, {'X': 0.456897109746933, 'Y': 0.5738511085510254, 'Z': 0.015395689755678177}, {'X': 0.4491785168647766, 'Y': 0.5449947118759155, 'Z': 0.009850063361227512}, {'X': 0.4442017078399658, 'Y': 0.5188660621643066, 'Z': 0.004501593764871359}, {'X': 0.49023693799972534, 'Y': 0.6226066946983337, 'Z': 0.008509925566613674}, {'X': 0.48311394453048706, 'Y': 0.5807451605796814, 'Z': 0.006457396317273378}, {'X': 0.4847364127635956, 'Y': 0.560666024684906, 'Z': -0.006016185041517019}, {'X': 0.48569217324256897, 'Y': 0.5429391264915466, 'Z': -0.017281319946050644}, {'X': 0.5082741975784302, 'Y': 0.6282919049263, 'Z': 0.004109119530767202}, {'X': 0.5037945508956909, 'Y': 0.5921825766563416, 'Z': -4.0661216189619154e-05}, {'X': 0.5031927824020386, 'Y': 0.5708287954330444, 'Z': -0.009885960258543491}, {'X': 0.502200186252594, 'Y': 0.5514165759086609, 'Z': -0.018298059701919556}]
[{'X': 0.5216037034988403, 'Y': 0.7434840202331543, 'Z': -6.192539149196818e-05}, {'X': 0.4894160330295563, 'Y': 0.736049473285675, 'Z': -0.01758100464940071}, {'X': 0.457132488489151, 'Y': 0.7072812914848328, 'Z': -0.023567810654640198}, {'X': 0.4358882009983063, 'Y': 0.6788356304168701, 'Z': -0.02917698584496975}, {'X': 0.41724351048469543, 'Y': 0.6666601300239563, 'Z': -0.029835522174835205}, {'X': 0.46013686060905457, 'Y': 0.6381610631942749, 'Z': -0.0027439994737505913}, {'X': 0.43787410855293274, 'Y': 0.5921288728713989, 'Z': -0.006591250654309988}, {'X': 0.42502427101135254, 'Y': 0.5700170993804932, 'Z': -0.011010236106812954}, {'X': 0.4148743450641632, 'Y': 0.5524203777313232, 'Z': -0.01775546930730343}, {'X': 0.4785231649875641, 'Y': 0.6240268349647522, 'Z': 0.00032567797461524606}, {'X': 0.462186336517334, 'Y': 0.566719651222229, 'Z': 0.00273503246717155}, {'X': 0.454528272151947, 'Y': 0.5396782159805298, 'Z': -0.001463701599277556}, {'X': 0.4490996301174164, 'Y': 0.5154896378517151, 'Z': -0.006258475594222546}, {'X': 0.4960581660270691, 'Y': 0.6211773753166199, 'Z': 0.0004059153434354812}, {'X': 0.4856232702732086, 'Y': 0.5741982460021973, 'Z': -0.0013712967047467828}, {'X': 0.48581641912460327, 'Y': 0.5546783208847046, 'Z': -0.007775122299790382}, {'X': 0.4856915771961212, 'Y': 0.5361015796661377, 'Z': -0.01501425076276064}, {'X': 0.5138358473777771, 'Y': 0.6261253356933594, 'Z': -0.0009443290182389319}, {'X': 0.5084100365638733, 'Y': 0.5851539373397827, 'Z': -0.004965462721884251}, {'X': 0.5081383585929871, 'Y': 0.5632016658782959, 'Z': -0.00804802868515253}, {'X': 0.5074888467788696, 'Y': 0.5420889854431152, 'Z': -0.00987021904438734}]
[{'X': 0.5264810919761658, 'Y': 0.7498388290405273, 'Z': -5.08992416143883e-05}, {'X': 0.49635058641433716, 'Y': 0.7377896308898926, 'Z': -0.01921980455517769}, {'X': 0.4642305076122284, 'Y': 0.7068342566490173, 'Z': -0.02355617843568325}, {'X': 0.4414977431297302, 'Y': 0.6775510311126709, 'Z': -0.027920490130782127}, {'X': 0.42171841859817505, 'Y': 0.6634849309921265, 'Z': -0.02800893411040306}, {'X': 0.463091641664505, 'Y': 0.6355409026145935, 'Z': 0.0010165843414142728}, {'X': 0.4388452172279358, 'Y': 0.5928341150283813, 'Z': -0.000834081438370049}, {'X': 0.42479121685028076, 'Y': 0.5719696879386902, 'Z': -0.004543074406683445}, {'X': 0.41357675194740295, 'Y': 0.5547233819961548, 'Z': -0.010992061346769333}, {'X': 0.48053842782974243, 'Y': 0.6205676794052124, 'Z': 0.00499788299202919}, {'X': 0.46423354744911194, 'Y': 0.5707736015319824, 'Z': 0.008424731902778149}, {'X': 0.45583009719848633, 'Y': 0.5446583032608032, 'Z': 0.0032501444220542908}, {'X': 0.4489622712135315, 'Y': 0.5207005143165588, 'Z': -0.0027205466758459806}, {'X': 0.49744290113449097, 'Y': 0.6172839403152466, 'Z': 0.0058587538078427315}, {'X': 0.4885779023170471, 'Y': 0.5698941349983215, 'Z': 0.007765509188175201}, {'X': 0.4853995144367218, 'Y': 0.5388843417167664, 'Z': 0.003314963774755597}, {'X': 0.4813266098499298, 'Y': 0.5105435848236084, 'Z': -0.0020411957520991564}, {'X': 0.5151219367980957, 'Y': 0.6228217482566833, 'Z': 0.003762937616556883}, {'X': 0.510543704032898, 'Y': 0.5834459662437439, 'Z': 0.0015655477764084935}, {'X': 0.5113241076469421, 'Y': 0.5616757869720459, 'Z': -0.0026218683924525976}, {'X': 0.5108106732368469, 'Y': 0.5405451059341431, 'Z': -0.004957488738000393}]
[{'X': 0.5326634049415588, 'Y': 0.7436735033988953, 'Z': -4.340165833127685e-05}, {'X': 0.5009180307388306, 'Y': 0.7372328639030457, 'Z': -0.02950916439294815}, {'X': 0.46938472986221313, 'Y': 0.7083143591880798, 'Z': -0.03984740749001503}, {'X': 0.4479786157608032, 'Y': 0.6798889636993408, 'Z': -0.04800068959593773}, {'X': 0.4283621907234192, 'Y': 0.6646817922592163, 'Z': -0.05270550400018692}, {'X': 0.46891990303993225, 'Y': 0.6364375948905945, 'Z': -0.01042603887617588}, {'X': 0.44495224952697754, 'Y': 0.5896309614181519, 'Z': -0.014987457543611526}, {'X': 0.42914915084838867, 'Y': 0.5667859315872192, 'Z': -0.019348200410604477}, {'X': 0.41634514927864075, 'Y': 0.5489394664764404, 'Z': -0.02380206063389778}, {'X': 0.48660874366760254, 'Y': 0.6224770545959473, 'Z': -0.002402444602921605}, {'X': 0.4708579182624817, 'Y': 0.5675662755966187, 'Z': -0.00034086575033143163}, {'X': 0.46169039607048035, 'Y': 0.5389354825019836, 'Z': -0.003129856660962105}, {'X': 0.45564791560173035, 'Y': 0.515112042427063, 'Z': -0.004865668714046478}, {'X': 0.5032551884651184, 'Y': 0.620944619178772, 'Z': 0.0015193955041468143}, {'X': 0.4959656298160553, 'Y': 0.5735652446746826, 'Z': 0.00233598705381155}, {'X': 0.4965056777000427, 'Y': 0.547578752040863, 'Z': -0.002361413324251771}, {'X': 0.49669885635375977, 'Y': 0.5261538028717041, 'Z': -0.006986682303249836}, {'X': 0.5203341245651245, 'Y': 0.6269665360450745, 'Z': 0.0019982692319899797}, {'X': 0.5133825540542603, 'Y': 0.5867185592651367, 'Z': 0.0008796948823146522}, {'X': 0.5120009183883667, 'Y': 0.5664462447166443, 'Z': -0.0028442679904401302}, {'X': 0.511228084564209, 'Y': 0.5492504835128784, 'Z': -0.004342356696724892}]
[{'X': 0.5347625017166138, 'Y': 0.7502443790435791, 'Z': -4.9142061470774934e-05}, {'X': 0.5006402730941772, 'Y': 0.7390279769897461, 'Z': -0.024571245536208153}, {'X': 0.4707317054271698, 'Y': 0.7085981369018555, 'Z': -0.034912604838609695}, {'X': 0.4501229524612427, 'Y': 0.6792691349983215, 'Z': -0.044437944889068604}, {'X': 0.4315769374370575, 'Y': 0.6633896231651306, 'Z': -0.051844995468854904}, {'X': 0.4730069637298584, 'Y': 0.637773334980011, 'Z': -0.011434679850935936}, {'X': 0.4511331617832184, 'Y': 0.5891367793083191, 'Z': -0.01916058361530304}, {'X': 0.4389582872390747, 'Y': 0.5632776618003845, 'Z': -0.025011491030454636}, {'X': 0.43082767724990845, 'Y': 0.5429347157478333, 'Z': -0.03117860108613968}, {'X': 0.4908677637577057, 'Y': 0.6257791519165039, 'Z': -0.009444326162338257}, {'X': 0.4753933846950531, 'Y': 0.566865086555481, 'Z': -0.016176044940948486}, {'X': 0.4693306088447571, 'Y': 0.5364916324615479, 'Z': -0.025715859606862068}, {'X': 0.4672834873199463, 'Y': 0.5110252499580383, 'Z': -0.03249639272689819}, {'X': 0.5080139636993408, 'Y': 0.6248842477798462, 'Z': -0.01093705277889967}, {'X': 0.4999556243419647, 'Y': 0.573222815990448, 'Z': -0.021381864324212074}, {'X': 0.4997957944869995, 'Y': 0.546357274055481, 'Z': -0.035774536430835724}, {'X': 0.49980220198631287, 'Y': 0.5247179269790649, 'Z': -0.04600941389799118}, {'X': 0.5262112021446228, 'Y': 0.6313818693161011, 'Z': -0.014985144138336182}, {'X': 0.520656168460846, 'Y': 0.5910846590995789, 'Z': -0.02543017826974392}, {'X': 0.5196242332458496, 'Y': 0.5680587291717529, 'Z': -0.0383564718067646}, {'X': 0.5180234313011169, 'Y': 0.5480725169181824, 'Z': -0.04776535555720329}]
[{'X': 0.5347625017166138, 'Y': 0.7502443790435791, 'Z': -4.9142061470774934e-05}, {'X': 0.5006402730941772, 'Y': 0.7390279769897461, 'Z': -0.024571245536208153}, {'X': 0.4707317054271698, 'Y': 0.7085981369018555, 'Z': -0.034912604838609695}, {'X': 0.4501229524612427, 'Y': 0.6792691349983215, 'Z': -0.044437944889068604}, {'X': 0.4315769374370575, 'Y': 0.6633896231651306, 'Z': -0.051844995468854904}, {'X': 0.4730069637298584, 'Y': 0.637773334980011, 'Z': -0.011434679850935936}, {'X': 0.4511331617832184, 'Y': 0.5891367793083191, 'Z': -0.01916058361530304}, {'X': 0.4389582872390747, 'Y': 0.5632776618003845, 'Z': -0.025011491030454636}, {'X': 0.43082767724990845, 'Y': 0.5429347157478333, 'Z': -0.03117860108613968}, {'X': 0.4908677637577057, 'Y': 0.6257791519165039, 'Z': -0.009444326162338257}, {'X': 0.4753933846950531, 'Y': 0.566865086555481, 'Z': -0.016176044940948486}, {'X': 0.4693306088447571, 'Y': 0.5364916324615479, 'Z': -0.025715859606862068}, {'X': 0.4672834873199463, 'Y': 0.5110252499580383, 'Z': -0.03249639272689819}, {'X': 0.5080139636993408, 'Y': 0.6248842477798462, 'Z': -0.01093705277889967}, {'X': 0.4999556243419647, 'Y': 0.573222815990448, 'Z': -0.021381864324212074}, {'X': 0.4997957944869995, 'Y': 0.546357274055481, 'Z': -0.035774536430835724}, {'X': 0.49980220198631287, 'Y': 0.5247179269790649, 'Z': -0.04600941389799118}, {'X': 0.5262112021446228, 'Y': 0.6313818693161011, 'Z': -0.014985144138336182}, {'X': 0.520656168460846, 'Y': 0.5910846590995789, 'Z': -0.02543017826974392}, {'X': 0.5196242332458496, 'Y': 0.5680587291717529, 'Z': -0.0383564718067646}, {'X': 0.5180234313011169, 'Y': 0.5480725169181824, 'Z': -0.04776535555720329}]
