[{'X': 0.8123123645782471, 'Y': 0.6535913944244385, 'Z': -0.0001024327939376235}, {'X': 0.734194815158844, 'Y': 0.6320277452468872, 'Z': -0.013561397790908813}, {'X': 0.6785978078842163, 'Y': 0.5614902377128601, 'Z': -0.009135289117693901}, {'X': 0.6490799188613892, 'Y': 0.48666173219680786, 'Z': -0.010298316366970539}, {'X': 0.6251752972602844, 'Y': 0.4329732358455658, 'Z': -0.010228783823549747}, {'X': 0.7210085391998291, 'Y': 0.4606492519378662, 'Z': 0.037776049226522446}, {'X': 0.7055974006652832, 'Y': 0.36685609817504883, 'Z': 0.04065084084868431}, {'X': 0.6986736059188843, 'Y': 0.31112754344940186, 'Z': 0.029765143990516663}, {'X': 0.6956366896629333, 'Y': 0.2606709897518158, 'Z': 0.017743319272994995}, {'X': 0.7623540759086609, 'Y': 0.44758668541908264, 'Z': 0.030623149126768112}, {'X': 0.7459904551506042, 'Y': 0.3450460731983185, 'Z': 0.035619329661130905}, {'X': 0.7380648851394653, 'Y': 0.28374743461608887, 'Z': 0.014149380847811699}, {'X': 0.7318775653839111, 'Y': 0.22979934513568878, 'Z': -0.002887814538553357}, {'X': 0.805136501789093, 'Y': 0.4494701623916626, 'Z': 0.0185240488499403}, {'X': 0.7919038534164429, 'Y': 0.35637855529785156, 'Z': 0.023292960599064827}, {'X': 0.7800161242485046, 'Y': 0.29774025082588196, 'Z': 0.0015877290861681104}, {'X': 0.768849790096283, 'Y': 0.2471284568309784, 'Z': -0.014719284139573574}, {'X': 0.8499323129653931, 'Y': 0.46481433510780334, 'Z': 0.004295095335692167}, {'X': 0.8431190848350525, 'Y': 0.3914761543273926, 'Z': -0.00150674011092633}, {'X': 0.8320703506469727, 'Y': 0.3424752652645111, 'Z': -0.01503677573055029}, {'X': 0.8171316385269165, 'Y': 0.2976047396659851, 'Z': -0.025741402059793472}]
[{'X': 0.8050949573516846, 'Y': 0.4887533485889435, 'Z': -0.00012101351603632793}, {'X': 0.7234472632408142, 'Y': 0.4488620162010193, 'Z': 0.0308476984500885}, {'X': 0.674256443977356, 'Y': 0.38955187797546387, 'Z': 0.06767360121011734}, {'X': 0.6545889973640442, 'Y': 0.3324299156665802, 'Z': 0.0903596431016922}, {'X': 0.6658797264099121, 'Y': 0.2933967411518097, 'Z': 0.12205258011817932}, {'X': 0.7383689284324646, 'Y': 0.3046068549156189, 'Z': 0.12668481469154358}, {'X': 0.7288225889205933, 'Y': 0.2355053424835205, 'Z': 0.13735331594944}, {'X': 0.7233932614326477, 'Y': 0.22992584109306335, 'Z': 0.12166407704353333}, {'X': 0.7254279851913452, 'Y': 0.2378835827112198, 'Z': 0.10462430864572525}, {'X': 0.7756495475769043, 'Y': 0.29117223620414734, 'Z': 0.10959550738334656}, {'X': 0.7792836427688599, 'Y': 0.21201255917549133, 'Z': 0.14651814103126526}, {'X': 0.775436520576477, 'Y': 0.17963960766792297, 'Z': 0.1517241895198822}, {'X': 0.7711952328681946, 'Y': 0.16013622283935547, 'Z': 0.14933544397354126}, {'X': 0.8088911771774292, 'Y': 0.2900908887386322, 'Z': 0.08458768576383591}, {'X': 0.8166792392730713, 'Y': 0.21667028963565826, 'Z': 0.11051099747419357}, {'X': 0.8151543736457825, 'Y': 0.17096450924873352, 'Z': 0.11336729675531387}, {'X': 0.8115215301513672, 'Y': 0.136844664812088, 'Z': 0.11112574487924576}, {'X': 0.8405941724777222, 'Y': 0.301815003156662, 'Z': 0.05788335204124451}, {'X': 0.8479434251785278, 'Y': 0.2446449249982834, 'Z': 0.08243035525083542}, {'X': 0.848655641078949, 'Y': 0.20314893126487732, 'Z': 0.09430764615535736}, {'X': 0.8438530564308167, 'Y': 0.16687104105949402, 'Z': 0.09853285551071167}]
[{'X': 0.7968176007270813, 'Y': 0.47990161180496216, 'Z': -0.00013969159044791013}, {'X': 0.717596709728241, 'Y': 0.4431905150413513, 'Z': 0.030797148123383522}, {'X': 0.6713717579841614, 'Y': 0.3888581395149231, 'Z': 0.06920290738344193}, {'X': 0.6537596583366394, 'Y': 0.3401934802532196, 'Z': 0.08832522481679916}, {'X': 0.6625218987464905, 'Y': 0.30055442452430725, 'Z': 0.11026827991008759}, {'X': 0.7330116033554077, 'Y': 0.3169138431549072, 'Z': 0.13150252401828766}, {'X': 0.7277792692184448, 'Y': 0.24991199374198914, 'Z': 0.14507654309272766}, {'X': 0.7240304350852966, 'Y': 0.23449578881263733, 'Z': 0.1300339549779892}, {'X': 0.7262532114982605, 'Y': 0.23458418250083923, 'Z': 0.11444610357284546}, {'X': 0.7686406373977661, 'Y': 0.3024384081363678, 'Z': 0.10874344408512115}, {'X': 0.773263692855835, 'Y': 0.2263830304145813, 'Z': 0.13936097919940948}, {'X': 0.7744158506393433, 'Y': 0.18370628356933594, 'Z': 0.13290561735630035}, {'X': 0.7728317975997925, 'Y': 0.15490898489952087, 'Z': 0.12696217000484467}, {'X': 0.7996099591255188, 'Y': 0.29856714606285095, 'Z': 0.07825298607349396}, {'X': 0.8097239136695862, 'Y': 0.22784817218780518, 'Z': 0.09931290149688721}, {'X': 0.8098968863487244, 'Y': 0.17721039056777954, 'Z': 0.08761928975582123}, {'X': 0.8068670630455017, 'Y': 0.1384655237197876, 'Z': 0.07746865600347519}, {'X': 0.8275995254516602, 'Y': 0.3062041401863098, 'Z': 0.04459582641720772}, {'X': 0.834099292755127, 'Y': 0.25137969851493835, 'Z': 0.060716792941093445}, {'X': 0.8358111381530762, 'Y': 0.20685389637947083, 'Z': 0.062163859605789185}, {'X': 0.8330907821655273, 'Y': 0.16679342091083527, 'Z': 0.06132018193602562}]
[{'X': 0.7968176007270813, 'Y': 0.47990161180496216, 'Z': -0.00013969159044791013}, {'X': 0.717596709728241, 'Y': 0.4431905150413513, 'Z': 0.030797148123383522}, {'X': 0.6713717579841614, 'Y': 0.3888581395149231, 'Z': 0.06920290738344193}, {'X': 0.6537596583366394, 'Y': 0.3401934802532196, 'Z': 0.08832522481679916}, {'X': 0.6625218987464905, 'Y': 0.30055442452430725, 'Z': 0.11026827991008759}, {'X': 0.7330116033554077, 'Y': 0.3169138431549072, 'Z': 0.13150252401828766}, {'X': 0.7277792692184448, 'Y': 0.24991199374198914, 'Z': 0.14507654309272766}, {'X': 0.7240304350852966, 'Y': 0.23449578881263733, 'Z': 0.1300339549779892}, {'X': 0.7262532114982605, 'Y': 0.23458418250083923, 'Z': 0.11444610357284546}, {'X': 0.7686406373977661, 'Y': 0.3024384081363678, 'Z': 0.10874344408512115}, {'X': 0.773263692855835, 'Y': 0.2263830304145813, 'Z': 0.13936097919940948}, {'X': 0.7744158506393433, 'Y': 0.18370628356933594, 'Z': 0.13290561735630035}, {'X': 0.7728317975997925, 'Y': 0.15490898489952087, 'Z': 0.12696217000484467}, {'X': 0.7996099591255188, 'Y': 0.29856714606285095, 'Z': 0.07825298607349396}, {'X': 0.8097239136695862, 'Y': 0.22784817218780518, 'Z': 0.09931290149688721}, {'X': 0.8098968863487244, 'Y': 0.17721039056777954, 'Z': 0.08761928975582123}, {'X': 0.8068670630455017, 'Y': 0.1384655237197876, 'Z': 0.07746865600347519}, {'X': 0.8275995254516602, 'Y': 0.3062041401863098, 'Z': 0.04459582641720772}, {'X': 0.834099292755127, 'Y': 0.25137969851493835, 'Z': 0.060716792941093445}, {'X': 0.8358111381530762, 'Y': 0.20685389637947083, 'Z': 0.062163859605789185}, {'X': 0.8330907821655273, 'Y': 0.16679342091083527, 'Z': 0.06132018193602562}]
[{'X': 0.7895139455795288, 'Y': 0.4849316477775574, 'Z': -0.00012037978740409017}, {'X': 0.7113156914710999, 'Y': 0.448400616645813, 'Z': 0.02492789551615715}, {'X': 0.6691932678222656, 'Y': 0.3902019262313843, 'Z': 0.06241528317332268}, {'X': 0.6526018381118774, 'Y': 0.33736005425453186, 'Z': 0.08630912750959396}, {'X': 0.6575735807418823, 'Y': 0.3019113540649414, 'Z': 0.11792723089456558}, {'X': 0.732016921043396, 'Y': 0.31230995059013367, 'Z': 0.12428474426269531}, {'X': 0.7248029112815857, 'Y': 0.24543540179729462, 'Z': 0.13328824937343597}, {'X': 0.7194969058036804, 'Y': 0.23722785711288452, 'Z': 0.11413674801588058}, {'X': 0.7200096845626831, 'Y': 0.24238567054271698, 'Z': 0.09703537821769714}, {'X': 0.768103301525116, 'Y': 0.29923516511917114, 'Z': 0.1101335659623146}, {'X': 0.7735545635223389, 'Y': 0.22131460905075073, 'Z': 0.14030277729034424}, {'X': 0.7728292942047119, 'Y': 0.18287460505962372, 'Z': 0.13832610845565796}, {'X': 0.770484983921051, 'Y': 0.15527689456939697, 'Z': 0.13510824739933014}, {'X': 0.800262451171875, 'Y': 0.29716527462005615, 'Z': 0.08785983175039291}, {'X': 0.8083924651145935, 'Y': 0.22472336888313293, 'Z': 0.111260786652565}, {'X': 0.808484673500061, 'Y': 0.17503738403320312, 'Z': 0.10875965654850006}, {'X': 0.8050917983055115, 'Y': 0.1349606215953827, 'Z': 0.10533934086561203}, {'X': 0.8301341533660889, 'Y': 0.3079696595668793, 'Z': 0.06281249970197678}, {'X': 0.8352817296981812, 'Y': 0.25140050053596497, 'Z': 0.08483990281820297}, {'X': 0.8352483510971069, 'Y': 0.2063293159008026, 'Z': 0.09366065263748169}, {'X': 0.8297275900840759, 'Y': 0.16454371809959412, 'Z': 0.09843810647726059}]
[{'X': 0.7932790517807007, 'Y': 0.48941436409950256, 'Z': -0.00011306688247714192}, {'X': 0.7131483554840088, 'Y': 0.45204997062683105, 'Z': 0.02937665767967701}, {'X': 0.6657702922821045, 'Y': 0.3933718502521515, 'Z': 0.06668369472026825}, {'X': 0.6471895575523376, 'Y': 0.33600184321403503, 'Z': 0.08966176956892014}, {'X': 0.6575896143913269, 'Y': 0.29814422130584717, 'Z': 0.12183960527181625}, {'X': 0.7287454605102539, 'Y': 0.30823060870170593, 'Z': 0.12522180378437042}, {'X': 0.7208554148674011, 'Y': 0.23850694298744202, 'Z': 0.13573403656482697}, {'X': 0.7164048552513123, 'Y': 0.23192277550697327, 'Z': 0.12194232642650604}, {'X': 0.7183498740196228, 'Y': 0.23740682005882263, 'Z': 0.1069534420967102}, {'X': 0.7658313512802124, 'Y': 0.2945200800895691, 'Z': 0.1081419512629509}, {'X': 0.771901547908783, 'Y': 0.21313895285129547, 'Z': 0.14394284784793854}, {'X': 0.7702372670173645, 'Y': 0.1755828708410263, 'Z': 0.15056771039962769}, {'X': 0.7676829695701599, 'Y': 0.1508173942565918, 'Z': 0.15081116557121277}, {'X': 0.7992055416107178, 'Y': 0.293847918510437, 'Z': 0.08316463977098465}, {'X': 0.8076649308204651, 'Y': 0.2198781967163086, 'Z': 0.10903769731521606}, {'X': 0.8059697151184082, 'Y': 0.1727781891822815, 'Z': 0.1136796697974205}, {'X': 0.8019090294837952, 'Y': 0.13723239302635193, 'Z': 0.11347788572311401}, {'X': 0.830707848072052, 'Y': 0.30615976452827454, 'Z': 0.05580062419176102}, {'X': 0.8373696804046631, 'Y': 0.24957533180713654, 'Z': 0.0803997591137886}, {'X': 0.8367166519165039, 'Y': 0.20854240655899048, 'Z': 0.09359242767095566}, {'X': 0.8308387994766235, 'Y': 0.17164213955402374, 'Z': 0.09871479868888855}]
[{'X': 0.791923999786377, 'Y': 0.5028924942016602, 'Z': -0.00012162987695774063}, {'X': 0.7123956084251404, 'Y': 0.4577849507331848, 'Z': 0.024428697302937508}, {'X': 0.6659029722213745, 'Y': 0.391518771648407, 'Z': 0.05163047835230827}, {'X': 0.6479251980781555, 'Y': 0.3297235071659088, 'Z': 0.06569301337003708}, {'X': 0.6596627235412598, 'Y': 0.2912752628326416, 'Z': 0.0905647724866867}, {'X': 0.734856903553009, 'Y': 0.30186763405799866, 'Z': 0.11076512187719345}, {'X': 0.7332257032394409, 'Y': 0.22884389758110046, 'Z': 0.11906255036592484}, {'X': 0.7308619022369385, 'Y': 0.2148827165365219, 'Z': 0.1091969907283783}, {'X': 0.7302717566490173, 'Y': 0.2128320187330246, 'Z': 0.0955101028084755}, {'X': 0.7714039087295532, 'Y': 0.29334327578544617, 'Z': 0.09241829812526703}, {'X': 0.7809842824935913, 'Y': 0.21002253890037537, 'Z': 0.12034957110881805}, {'X': 0.7791522741317749, 'Y': 0.16834034025669098, 'Z': 0.12464184314012527}, {'X': 0.7738180160522461, 'Y': 0.14071454107761383, 'Z': 0.1217149868607521}, {'X': 0.8040942549705505, 'Y': 0.29940637946128845, 'Z': 0.06588872522115707}, {'X': 0.8139878511428833, 'Y': 0.22512014210224152, 'Z': 0.08771979063749313}, {'X': 0.811963677406311, 'Y': 0.1779278814792633, 'Z': 0.09349965304136276}, {'X': 0.8058412075042725, 'Y': 0.14505109190940857, 'Z': 0.09346233308315277}, {'X': 0.8352966904640198, 'Y': 0.31832700967788696, 'Z': 0.036153774708509445}, {'X': 0.8385438919067383, 'Y': 0.2590225338935852, 'Z': 0.05709025636315346}, {'X': 0.8356289863586426, 'Y': 0.21599191427230835, 'Z': 0.06701549887657166}, {'X': 0.8279003500938416, 'Y': 0.17948225140571594, 'Z': 0.07008850574493408}]
[{'X': 0.7937766313552856, 'Y': 0.49303048849105835, 'Z': -9.694896289147437e-05}, {'X': 0.7111886143684387, 'Y': 0.45253369212150574, 'Z': 0.030572401359677315}, {'X': 0.6660910844802856, 'Y': 0.39197227358818054, 'Z': 0.06714032590389252}, {'X': 0.6483492851257324, 'Y': 0.33089274168014526, 'Z': 0.09009796380996704}, {'X': 0.6573416590690613, 'Y': 0.292635977268219, 'Z': 0.12504950165748596}, {'X': 0.7314416766166687, 'Y': 0.30621036887168884, 'Z': 0.12777656316757202}, {'X': 0.7240648865699768, 'Y': 0.23016370832920074, 'Z': 0.14402298629283905}, {'X': 0.7195777297019958, 'Y': 0.22083580493927002, 'Z': 0.1393914520740509}, {'X': 0.7178055644035339, 'Y': 0.22379116714000702, 'Z': 0.1304571032524109}, {'X': 0.7683001756668091, 'Y': 0.2943946123123169, 'Z': 0.11196000128984451}, {'X': 0.7761411666870117, 'Y': 0.20739522576332092, 'Z': 0.14887398481369019}, {'X': 0.7737162113189697, 'Y': 0.16580332815647125, 'Z': 0.15980884432792664}, {'X': 0.7682960629463196, 'Y': 0.14081838726997375, 'Z': 0.16345472633838654}, {'X': 0.8013467788696289, 'Y': 0.2962772250175476, 'Z': 0.08757074922323227}, {'X': 0.8103498816490173, 'Y': 0.21989159286022186, 'Z': 0.11518893390893936}, {'X': 0.8072230219841003, 'Y': 0.17428675293922424, 'Z': 0.1256365031003952}, {'X': 0.7996494770050049, 'Y': 0.14388291537761688, 'Z': 0.13058623671531677}, {'X': 0.8323760032653809, 'Y': 0.3096330761909485, 'Z': 0.06147098168730736}, {'X': 0.8366506099700928, 'Y': 0.24931733310222626, 'Z': 0.08479107916355133}, {'X': 0.8327709436416626, 'Y': 0.20647674798965454, 'Z': 0.09693918377161026}, {'X': 0.8235272765159607, 'Y': 0.17150387167930603, 'Z': 0.1043686643242836}]
[{'X': 0.7893155813217163, 'Y': 0.49641773104667664, 'Z': -0.00011168006312800571}, {'X': 0.7094998359680176, 'Y': 0.45747822523117065, 'Z': 0.02702149748802185}, {'X': 0.6655154824256897, 'Y': 0.3942390978336334, 'Z': 0.06097358465194702}, {'X': 0.6484016180038452, 'Y': 0.3346841335296631, 'Z': 0.08200184255838394}, {'X': 0.6560440063476562, 'Y': 0.2975032925605774, 'Z': 0.11436459422111511}, {'X': 0.7327003479003906, 'Y': 0.3103191554546356, 'Z': 0.11878736317157745}, {'X': 0.7281500697135925, 'Y': 0.23788386583328247, 'Z': 0.12777090072631836}, {'X': 0.7246320247650146, 'Y': 0.22562414407730103, 'Z': 0.11476271599531174}, {'X': 0.7252801656723022, 'Y': 0.2249794602394104, 'Z': 0.10046769678592682}, {'X': 0.7683365941047668, 'Y': 0.29962900280952454, 'Z': 0.10079797357320786}, {'X': 0.7754069566726685, 'Y': 0.21558025479316711, 'Z': 0.12763221561908722}, {'X': 0.7730674743652344, 'Y': 0.17608647048473358, 'Z': 0.12690235674381256}, {'X': 0.7685790061950684, 'Y': 0.15082687139511108, 'Z': 0.12281829118728638}, {'X': 0.8005368113517761, 'Y': 0.30199822783470154, 'Z': 0.07491394877433777}, {'X': 0.8093570470809937, 'Y': 0.2265050709247589, 'Z': 0.09504740685224533}, {'X': 0.8093440532684326, 'Y': 0.17573092877864838, 'Z': 0.09410064667463303}, {'X': 0.805234432220459, 'Y': 0.13842709362506866, 'Z': 0.09037937968969345}, {'X': 0.8311958312988281, 'Y': 0.3172534704208374, 'Z': 0.04681682586669922}, {'X': 0.8355685472488403, 'Y': 0.25565752387046814, 'Z': 0.06715396791696548}, {'X': 0.8336244821548462, 'Y': 0.21082757413387299, 'Z': 0.07617831975221634}, {'X': 0.8262636661529541, 'Y': 0.17191262543201447, 'Z': 0.08013127744197845}]
[{'X': 0.7932042479515076, 'Y': 0.4998966455459595, 'Z': -0.00011052627087337896}, {'X': 0.7131101489067078, 'Y': 0.4596218466758728, 'Z': 0.017739299684762955}, {'X': 0.6669036149978638, 'Y': 0.3972080945968628, 'Z': 0.04235655814409256}, {'X': 0.6467363238334656, 'Y': 0.3337964415550232, 'Z': 0.056088440120220184}, {'X': 0.6547142267227173, 'Y': 0.2926020920276642, 'Z': 0.08203098922967911}, {'X': 0.7320981025695801, 'Y': 0.30766886472702026, 'Z': 0.09281814843416214}, {'X': 0.726503312587738, 'Y': 0.23448866605758667, 'Z': 0.09680113196372986}, {'X': 0.7229751944541931, 'Y': 0.22521723806858063, 'Z': 0.08570872247219086}, {'X': 0.7224539518356323, 'Y': 0.22579020261764526, 'Z': 0.07101695984601974}, {'X': 0.7697486877441406, 'Y': 0.297415554523468, 'Z': 0.07745333760976791}, {'X': 0.7773817777633667, 'Y': 0.2144683301448822, 'Z': 0.10226866602897644}, {'X': 0.7744124531745911, 'Y': 0.17239166796207428, 'Z': 0.10351894795894623}, {'X': 0.7690480351448059, 'Y': 0.14352890849113464, 'Z': 0.09782625734806061}, {'X': 0.8033167123794556, 'Y': 0.30270063877105713, 'Z': 0.05456174910068512}, {'X': 0.8121780753135681, 'Y': 0.22824738919734955, 'Z': 0.07116559892892838}, {'X': 0.8102036118507385, 'Y': 0.17986764013767242, 'Z': 0.07358883321285248}, {'X': 0.8045797944068909, 'Y': 0.14497627317905426, 'Z': 0.07117057591676712}, {'X': 0.834956169128418, 'Y': 0.3214262127876282, 'Z': 0.029102712869644165}, {'X': 0.8386040925979614, 'Y': 0.2617530822753906, 'Z': 0.04566367343068123}, {'X': 0.8346920013427734, 'Y': 0.21836692094802856, 'Z': 0.053367745131254196}, {'X': 0.8250606060028076, 'Y': 0.18161019682884216, 'Z': 0.05564328283071518}]
[{'X': 0.7935327887535095, 'Y': 0.5002710223197937, 'Z': -0.00010953964374493808}, {'X': 0.7139516472816467, 'Y': 0.4582275152206421, 'Z': 0.025289500132203102}, {'X': 0.6656240224838257, 'Y': 0.3945818543434143, 'Z': 0.05583391711115837}, {'X': 0.6479861736297607, 'Y': 0.3311655819416046, 'Z': 0.0737631544470787}, {'X': 0.6627005338668823, 'Y': 0.2927815020084381, 'Z': 0.10385119915008545}, {'X': 0.7350236177444458, 'Y': 0.30827459692955017, 'Z': 0.11991298943758011}, {'X': 0.7283616662025452, 'Y': 0.2310677170753479, 'Z': 0.13071416318416595}, {'X': 0.7244979739189148, 'Y': 0.21966981887817383, 'Z': 0.1213645339012146}, {'X': 0.7242270708084106, 'Y': 0.222775399684906, 'Z': 0.10878390073776245}, {'X': 0.7714123129844666, 'Y': 0.29642918705940247, 'Z': 0.10326351970434189}, {'X': 0.7756378650665283, 'Y': 0.20779335498809814, 'Z': 0.13305717706680298}, {'X': 0.7716145515441895, 'Y': 0.1697494387626648, 'Z': 0.13863523304462433}, {'X': 0.7662678360939026, 'Y': 0.15216422080993652, 'Z': 0.13767525553703308}, {'X': 0.8043425679206848, 'Y': 0.2979829013347626, 'Z': 0.07842659205198288}, {'X': 0.810470461845398, 'Y': 0.21872395277023315, 'Z': 0.10127124190330505}, {'X': 0.8049815893173218, 'Y': 0.17329713702201843, 'Z': 0.10744866728782654}, {'X': 0.7966727018356323, 'Y': 0.1460292786359787, 'Z': 0.10899501293897629}, {'X': 0.8362966775894165, 'Y': 0.31229400634765625, 'Z': 0.05150149390101433}, {'X': 0.8387413024902344, 'Y': 0.24982723593711853, 'Z': 0.07444445788860321}, {'X': 0.8344988822937012, 'Y': 0.20632606744766235, 'Z': 0.0873740166425705}, {'X': 0.8250232338905334, 'Y': 0.1716417670249939, 'Z': 0.09411215782165527}]
[{'X': 0.7947251796722412, 'Y': 0.5062168836593628, 'Z': -0.00011708688543876633}, {'X': 0.7126116752624512, 'Y': 0.4630018472671509, 'Z': 0.030491190031170845}, {'X': 0.6660345196723938, 'Y': 0.39741256833076477, 'Z': 0.06545745581388474}, {'X': 0.6500768661499023, 'Y': 0.3335612118244171, 'Z': 0.08636206388473511}, {'X': 0.6617840528488159, 'Y': 0.29626917839050293, 'Z': 0.11884152889251709}, {'X': 0.7351065874099731, 'Y': 0.3135327994823456, 'Z': 0.12095634639263153}, {'X': 0.7296935319900513, 'Y': 0.23754306137561798, 'Z': 0.13173535466194153}, {'X': 0.7256612181663513, 'Y': 0.22610773146152496, 'Z': 0.12368375062942505}, {'X': 0.7253171801567078, 'Y': 0.2263835221529007, 'Z': 0.11220522224903107}, {'X': 0.7723034620285034, 'Y': 0.3029376268386841, 'Z': 0.10115497559309006}, {'X': 0.7799542546272278, 'Y': 0.21579910814762115, 'Z': 0.13215841352939606}, {'X': 0.7771863341331482, 'Y': 0.17356820404529572, 'Z': 0.13831301033496857}, {'X': 0.772599458694458, 'Y': 0.14728331565856934, 'Z': 0.1364338994026184}, {'X': 0.8058534860610962, 'Y': 0.3058848977088928, 'Z': 0.07333316653966904}, {'X': 0.8143458962440491, 'Y': 0.22834965586662292, 'Z': 0.0946410521864891}, {'X': 0.8114843964576721, 'Y': 0.1796320676803589, 'Z': 0.10079826414585114}, {'X': 0.8054551482200623, 'Y': 0.14672590792179108, 'Z': 0.10214881598949432}, {'X': 0.8376539349555969, 'Y': 0.3211728632450104, 'Z': 0.04356391727924347}, {'X': 0.840090274810791, 'Y': 0.2583148181438446, 'Z': 0.06360947340726852}, {'X': 0.8357032537460327, 'Y': 0.21370625495910645, 'Z': 0.07543998211622238}, {'X': 0.8264339566230774, 'Y': 0.17723463475704193, 'Z': 0.08100524544715881}]
