[{'X': 0.6186809539794922, 'Y': 0.827722430229187, 'Z': -7.038978219497949e-05}, {'X': 0.5653101205825806, 'Y': 0.8091723322868347, 'Z': 0.013108589686453342}, {'X': 0.5355050563812256, 'Y': 0.7451841831207275, 'Z': 0.02098703384399414}, {'X': 0.519005298614502, 'Y': 0.6951281428337097, 'Z': 0.022133469581604004}, {'X': 0.4992443323135376, 'Y': 0.6724584102630615, 'Z': 0.020446160808205605}, {'X': 0.570125162601471, 'Y': 0.6153370141983032, 'Z': 0.033275146037340164}, {'X': 0.5653277635574341, 'Y': 0.5243269205093384, 'Z': 0.035287488251924515}, {'X': 0.5578548908233643, 'Y': 0.46673810482025146, 'Z': 0.024640604853630066}, {'X': 0.5486751794815063, 'Y': 0.4204156696796417, 'Z': 0.012202557176351547}, {'X': 0.5990205407142639, 'Y': 0.601447582244873, 'Z': 0.014056289568543434}, {'X': 0.5937034487724304, 'Y': 0.5034887790679932, 'Z': 0.015143027529120445}, {'X': 0.5825958251953125, 'Y': 0.4348209500312805, 'Z': -0.001103850663639605}, {'X': 0.5704727172851562, 'Y': 0.3810952603816986, 'Z': -0.01521560549736023}, {'X': 0.6273415088653564, 'Y': 0.6054596304893494, 'Z': -0.007267830893397331}, {'X': 0.6231893301010132, 'Y': 0.5063402652740479, 'Z': -0.009379486553370953}, {'X': 0.614036500453949, 'Y': 0.44172561168670654, 'Z': -0.021087268367409706}, {'X': 0.6031201481819153, 'Y': 0.38899314403533936, 'Z': -0.03317798301577568}, {'X': 0.6580392718315125, 'Y': 0.6287072896957397, 'Z': -0.029109645634889603}, {'X': 0.6692342758178711, 'Y': 0.5446686744689941, 'Z': -0.03589172288775444}, {'X': 0.6722568273544312, 'Y': 0.4862363338470459, 'Z': -0.0447625070810318}, {'X': 0.6701287627220154, 'Y': 0.42929792404174805, 'Z': -0.05093027278780937}]
[{'X': 0.606232762336731, 'Y': 0.8296922445297241, 'Z': -5.249401874607429e-05}, {'X': 0.5650442242622375, 'Y': 0.8138284087181091, 'Z': 0.0026873277965933084}, {'X': 0.5373351573944092, 'Y': 0.7728524804115295, 'Z': 0.0052458494901657104}, {'X': 0.5184687972068787, 'Y': 0.748438835144043, 'Z': 0.0016148018185049295}, {'X': 0.5002331733703613, 'Y': 0.7477275729179382, 'Z': -0.004526232369244099}, {'X': 0.5751525163650513, 'Y': 0.648223876953125, 'Z': 0.04812689498066902}, {'X': 0.5792246460914612, 'Y': 0.5742964744567871, 'Z': 0.05674521252512932}, {'X': 0.5802969336509705, 'Y': 0.5311221480369568, 'Z': 0.05463702604174614}, {'X': 0.5800860524177551, 'Y': 0.5025215148925781, 'Z': 0.04784730076789856}, {'X': 0.5965484976768494, 'Y': 0.6430516242980957, 'Z': 0.034804750233888626}, {'X': 0.6001200079917908, 'Y': 0.5704030990600586, 'Z': 0.033471137285232544}, {'X': 0.6006329655647278, 'Y': 0.5304459929466248, 'Z': 0.013684525154531002}, {'X': 0.6007272005081177, 'Y': 0.5098835229873657, 'Z': -0.0013951461296528578}, {'X': 0.6161695718765259, 'Y': 0.6524401307106018, 'Z': 0.01822718046605587}, {'X': 0.6207945346832275, 'Y': 0.5784680247306824, 'Z': 0.016833100467920303}, {'X': 0.6194608211517334, 'Y': 0.5441429018974304, 'Z': 3.9855777345110255e-07}, {'X': 0.6189450621604919, 'Y': 0.5302348136901855, 'Z': -0.011848228983581066}, {'X': 0.6362018585205078, 'Y': 0.6739409565925598, 'Z': -0.0011653720866888762}, {'X': 0.639473021030426, 'Y': 0.6156125664710999, 'Z': -0.005286091938614845}, {'X': 0.6406164765357971, 'Y': 0.5781041383743286, 'Z': -0.019096313044428825}, {'X': 0.6404560208320618, 'Y': 0.5496516227722168, 'Z': -0.02977081947028637}]
[{'X': 0.6024624109268188, 'Y': 0.8266030550003052, 'Z': -6.728812149958685e-05}, {'X': 0.5580840706825256, 'Y': 0.7956677675247192, 'Z': 0.008034400641918182}, {'X': 0.5341014862060547, 'Y': 0.737129807472229, 'Z': 0.020325563848018646}, {'X': 0.521492600440979, 'Y': 0.7017154097557068, 'Z': 0.027790594846010208}, {'X': 0.5120450258255005, 'Y': 0.6889551877975464, 'Z': 0.03590940311551094}, {'X': 0.5775786638259888, 'Y': 0.6242761611938477, 'Z': 0.05969192087650299}, {'X': 0.5829318165779114, 'Y': 0.5522367358207703, 'Z': 0.06465192139148712}, {'X': 0.5779815316200256, 'Y': 0.5118908286094666, 'Z': 0.05538978427648544}, {'X': 0.5702253580093384, 'Y': 0.49824434518814087, 'Z': 0.045331403613090515}, {'X': 0.6040844917297363, 'Y': 0.6181020736694336, 'Z': 0.04617303982377052}, {'X': 0.6138310432434082, 'Y': 0.5379863977432251, 'Z': 0.03983026742935181}, {'X': 0.605255126953125, 'Y': 0.5114338994026184, 'Z': 0.011730097234249115}, {'X': 0.5941412448883057, 'Y': 0.5257088541984558, 'Z': -0.008204803802073002}, {'X': 0.6283243298530579, 'Y': 0.6272492408752441, 'Z': 0.028853364288806915}, {'X': 0.6399117112159729, 'Y': 0.5478479862213135, 'Z': 0.01980941742658615}, {'X': 0.6329814195632935, 'Y': 0.5272399187088013, 'Z': -0.00376343447715044}, {'X': 0.6223917007446289, 'Y': 0.5458875298500061, 'Z': -0.019054342061281204}, {'X': 0.6524185538291931, 'Y': 0.6495845317840576, 'Z': 0.009904086589813232}, {'X': 0.6635769605636597, 'Y': 0.5843924880027771, 'Z': -0.003036675276234746}, {'X': 0.6614204049110413, 'Y': 0.551476776599884, 'Z': -0.02073945291340351}, {'X': 0.6511684656143188, 'Y': 0.547773003578186, 'Z': -0.03363515064120293}]
[{'X': 0.6011760234832764, 'Y': 0.8094912171363831, 'Z': -8.731528942007571e-05}, {'X': 0.5585690140724182, 'Y': 0.7843054533004761, 'Z': 0.007493763696402311}, {'X': 0.535479724407196, 'Y': 0.7325470447540283, 'Z': 0.01618964970111847}, {'X': 0.5215569734573364, 'Y': 0.7006082534790039, 'Z': 0.01995241269469261}, {'X': 0.5126610398292542, 'Y': 0.6873277425765991, 'Z': 0.022907985374331474}, {'X': 0.5818066596984863, 'Y': 0.6172086596488953, 'Z': 0.05450334772467613}, {'X': 0.5904176235198975, 'Y': 0.5440431237220764, 'Z': 0.05043325573205948}, {'X': 0.583027184009552, 'Y': 0.5127938985824585, 'Z': 0.03130771592259407}, {'X': 0.5745753049850464, 'Y': 0.5168938040733337, 'Z': 0.01646898128092289}, {'X': 0.6071721911430359, 'Y': 0.6142988801002502, 'Z': 0.0406700037419796}, {'X': 0.6176703572273254, 'Y': 0.5296342372894287, 'Z': 0.028150418773293495}, {'X': 0.6039548516273499, 'Y': 0.5110398530960083, 'Z': -0.0031332685612142086}, {'X': 0.5921252965927124, 'Y': 0.5400277972221375, 'Z': -0.02469385229051113}, {'X': 0.6318910717964172, 'Y': 0.625180721282959, 'Z': 0.023317551240324974}, {'X': 0.6430917382240295, 'Y': 0.5409108400344849, 'Z': 0.012584831565618515}, {'X': 0.6321952939033508, 'Y': 0.523689866065979, 'Z': -0.007180104963481426}, {'X': 0.6209889650344849, 'Y': 0.5488704442977905, 'Z': -0.019203973934054375}, {'X': 0.6569492816925049, 'Y': 0.6492536067962646, 'Z': 0.00494453264400363}, {'X': 0.6684348583221436, 'Y': 0.5768380761146545, 'Z': -0.008043318055570126}, {'X': 0.6626908779144287, 'Y': 0.543904721736908, 'Z': -0.021147379651665688}, {'X': 0.6503854393959045, 'Y': 0.5453060269355774, 'Z': -0.02980213426053524}]
[{'X': 0.6031110882759094, 'Y': 0.8098101019859314, 'Z': -9.940883319359273e-05}, {'X': 0.5617225766181946, 'Y': 0.7900373935699463, 'Z': -0.004247621633112431}, {'X': 0.5367816686630249, 'Y': 0.7389998435974121, 'Z': -5.151033110450953e-05}, {'X': 0.5212336778640747, 'Y': 0.7055047750473022, 'Z': 0.002577317412942648}, {'X': 0.5123002529144287, 'Y': 0.6918630003929138, 'Z': 0.0036309054121375084}, {'X': 0.582135021686554, 'Y': 0.6205053925514221, 'Z': 0.04492456093430519}, {'X': 0.5872642397880554, 'Y': 0.5467396378517151, 'Z': 0.04242737218737602}, {'X': 0.5855398774147034, 'Y': 0.5154758095741272, 'Z': 0.02365119755268097}, {'X': 0.5824752449989319, 'Y': 0.5178678035736084, 'Z': 0.007529869209975004}, {'X': 0.6076537370681763, 'Y': 0.6162917613983154, 'Z': 0.03702116385102272}, {'X': 0.614971399307251, 'Y': 0.5393313765525818, 'Z': 0.030795954167842865}, {'X': 0.609625518321991, 'Y': 0.5084149837493896, 'Z': 0.003098578890785575}, {'X': 0.6021747589111328, 'Y': 0.5196563005447388, 'Z': -0.01879875175654888}, {'X': 0.6321210265159607, 'Y': 0.6270817518234253, 'Z': 0.02378102019429207}, {'X': 0.6416605114936829, 'Y': 0.5512286424636841, 'Z': 0.016710054129362106}, {'X': 0.6382952332496643, 'Y': 0.5204126238822937, 'Z': -0.003970237448811531}, {'X': 0.6317802667617798, 'Y': 0.5249227285385132, 'Z': -0.018216565251350403}, {'X': 0.6562092304229736, 'Y': 0.6523195505142212, 'Z': 0.008558007888495922}, {'X': 0.6665403842926025, 'Y': 0.5881426334381104, 'Z': 3.932748768420424e-06}, {'X': 0.6671151518821716, 'Y': 0.5513839721679688, 'Z': -0.01279282383620739}, {'X': 0.6611503958702087, 'Y': 0.5352097153663635, 'Z': -0.023315509781241417}]
[{'X': 0.5988832116127014, 'Y': 0.8036763668060303, 'Z': -0.00011215853010071442}, {'X': 0.5607399344444275, 'Y': 0.7847903370857239, 'Z': -0.010739495046436787}, {'X': 0.5356559753417969, 'Y': 0.7341825366020203, 'Z': -0.013374793343245983}, {'X': 0.5214515924453735, 'Y': 0.701758086681366, 'Z': -0.015358151867985725}, {'X': 0.5152583122253418, 'Y': 0.6906356811523438, 'Z': -0.015823759138584137}, {'X': 0.5773566365242004, 'Y': 0.6204268336296082, 'Z': 0.019935037940740585}, {'X': 0.5764436721801758, 'Y': 0.5480955839157104, 'Z': 0.02017734944820404}, {'X': 0.5724648237228394, 'Y': 0.5043992400169373, 'Z': 0.014081072993576527}, {'X': 0.5679562091827393, 'Y': 0.4798593521118164, 'Z': 0.005419951397925615}, {'X': 0.6045867204666138, 'Y': 0.6183351278305054, 'Z': 0.01395399495959282}, {'X': 0.609623372554779, 'Y': 0.5416238307952881, 'Z': 0.0017498887609690428}, {'X': 0.6046850085258484, 'Y': 0.5150793790817261, 'Z': -0.02349861152470112}, {'X': 0.5993791818618774, 'Y': 0.5276034474372864, 'Z': -0.04137631505727768}, {'X': 0.6288843154907227, 'Y': 0.6311840415000916, 'Z': 0.005020278971642256}, {'X': 0.6354254484176636, 'Y': 0.5553014874458313, 'Z': -0.007622965611517429}, {'X': 0.6312662363052368, 'Y': 0.5315018892288208, 'Z': -0.030545556917786598}, {'X': 0.6261690258979797, 'Y': 0.5442076325416565, 'Z': -0.04489084705710411}, {'X': 0.6526789665222168, 'Y': 0.6568376421928406, 'Z': -0.0060050105676054955}, {'X': 0.6577795147895813, 'Y': 0.5946993827819824, 'Z': -0.02026771940290928}, {'X': 0.6551267504692078, 'Y': 0.5639376640319824, 'Z': -0.0384819358587265}, {'X': 0.6490083932876587, 'Y': 0.5598677396774292, 'Z': -0.05243225768208504}]
[{'X': 0.611481249332428, 'Y': 0.6800915002822876, 'Z': -3.520432801451534e-05}, {'X': 0.5905918478965759, 'Y': 0.6801069974899292, 'Z': -0.054927896708250046}, {'X': 0.57444167137146, 'Y': 0.6633729934692383, 'Z': -0.10175367444753647}, {'X': 0.564592182636261, 'Y': 0.6594183444976807, 'Z': -0.14209669828414917}, {'X': 0.557533860206604, 'Y': 0.6640995740890503, 'Z': -0.18940943479537964}, {'X': 0.5953952670097351, 'Y': 0.5670543313026428, 'Z': -0.09327128529548645}, {'X': 0.5978895425796509, 'Y': 0.5139194130897522, 'Z': -0.1393173485994339}, {'X': 0.5913727879524231, 'Y': 0.5277052521705627, 'Z': -0.17292462289333344}, {'X': 0.5865212678909302, 'Y': 0.5525694489479065, 'Z': -0.19160674512386322}, {'X': 0.6185972094535828, 'Y': 0.5566684603691101, 'Z': -0.08863487094640732}, {'X': 0.6225447058677673, 'Y': 0.5048975944519043, 'Z': -0.14434736967086792}, {'X': 0.6130523085594177, 'Y': 0.5293609499931335, 'Z': -0.18198776245117188}, {'X': 0.6059438586235046, 'Y': 0.5593894720077515, 'Z': -0.20841914415359497}, {'X': 0.6418210864067078, 'Y': 0.5594363212585449, 'Z': -0.0844912901520729}, {'X': 0.6485183835029602, 'Y': 0.5086072683334351, 'Z': -0.12930606305599213}, {'X': 0.6385829448699951, 'Y': 0.5259205102920532, 'Z': -0.16183960437774658}, {'X': 0.6301552653312683, 'Y': 0.5484722852706909, 'Z': -0.1812286376953125}, {'X': 0.6648324728012085, 'Y': 0.5691934823989868, 'Z': -0.08363447338342667}, {'X': 0.6748234033584595, 'Y': 0.5243110060691833, 'Z': -0.11406338959932327}, {'X': 0.666117250919342, 'Y': 0.5182828307151794, 'Z': -0.134699285030365}, {'X': 0.6530354619026184, 'Y': 0.5239384770393372, 'Z': -0.15205933153629303}]
[{'X': 0.606968104839325, 'Y': 0.8239701390266418, 'Z': -5.2159870392642915e-05}, {'X': 0.5609501600265503, 'Y': 0.7992197275161743, 'Z': -0.0013987537240609527}, {'X': 0.5322850346565247, 'Y': 0.7407744526863098, 'Z': -0.00040474600973539054}, {'X': 0.5157467722892761, 'Y': 0.7025324702262878, 'Z': -0.006514751352369785}, {'X': 0.5096997022628784, 'Y': 0.6768046617507935, 'Z': -0.010279848240315914}, {'X': 0.5792241096496582, 'Y': 0.6103911399841309, 'Z': 0.04158534109592438}, {'X': 0.5794123411178589, 'Y': 0.5338243842124939, 'Z': 0.04517204314470291}, {'X': 0.5733689665794373, 'Y': 0.4877251088619232, 'Z': 0.03591839224100113}, {'X': 0.5655934810638428, 'Y': 0.464411199092865, 'Z': 0.02570084109902382}, {'X': 0.6063082218170166, 'Y': 0.6060253977775574, 'Z': 0.02643566206097603}, {'X': 0.6135432124137878, 'Y': 0.5154242515563965, 'Z': 0.014488274231553078}, {'X': 0.5989203453063965, 'Y': 0.49238699674606323, 'Z': -0.017667125910520554}, {'X': 0.584458589553833, 'Y': 0.5104694366455078, 'Z': -0.041700899600982666}, {'X': 0.6324625611305237, 'Y': 0.617904543876648, 'Z': 0.00845213234424591}, {'X': 0.6425109505653381, 'Y': 0.5313576459884644, 'Z': -0.0021012630313634872}, {'X': 0.6283674836158752, 'Y': 0.5024817585945129, 'Z': -0.026289071887731552}, {'X': 0.612548828125, 'Y': 0.5095541477203369, 'Z': -0.04323510825634003}, {'X': 0.6580942869186401, 'Y': 0.6438102126121521, 'Z': -0.011109267361462116}, {'X': 0.6724164485931396, 'Y': 0.5707388520240784, 'Z': -0.021503454074263573}, {'X': 0.6708555221557617, 'Y': 0.5223442912101746, 'Z': -0.03407453000545502}, {'X': 0.6617451310157776, 'Y': 0.4935882091522217, 'Z': -0.042889587581157684}]
[{'X': 0.6117397546768188, 'Y': 0.8301552534103394, 'Z': -2.3842056180001236e-05}, {'X': 0.5646276473999023, 'Y': 0.8005959987640381, 'Z': 0.004114618990570307}, {'X': 0.537516713142395, 'Y': 0.7433672547340393, 'Z': 0.005645377095788717}, {'X': 0.5206949710845947, 'Y': 0.7049071192741394, 'Z': -0.0008364688837900758}, {'X': 0.5080138444900513, 'Y': 0.684097170829773, 'Z': -0.005974050611257553}, {'X': 0.5795865058898926, 'Y': 0.6154271364212036, 'Z': 0.04688847064971924}, {'X': 0.5806367993354797, 'Y': 0.5361486077308655, 'Z': 0.0518677718937397}, {'X': 0.5765737891197205, 'Y': 0.49030524492263794, 'Z': 0.04653559625148773}, {'X': 0.5681229829788208, 'Y': 0.4602084755897522, 'Z': 0.043326687067747116}, {'X': 0.6080789566040039, 'Y': 0.609815239906311, 'Z': 0.031148985028266907}, {'X': 0.6112054586410522, 'Y': 0.5206507444381714, 'Z': 0.027031777426600456}, {'X': 0.5988301634788513, 'Y': 0.4794465899467468, 'Z': 0.0041274260729551315}, {'X': 0.5806194543838501, 'Y': 0.46976345777511597, 'Z': -0.014203054830431938}, {'X': 0.6340563297271729, 'Y': 0.6190013289451599, 'Z': 0.012042160145938396}, {'X': 0.640910267829895, 'Y': 0.5305473804473877, 'Z': 0.004801681265234947}, {'X': 0.6285692453384399, 'Y': 0.4902273416519165, 'Z': -0.013693049550056458}, {'X': 0.6102394461631775, 'Y': 0.4788312315940857, 'Z': -0.027949314564466476}, {'X': 0.6587733626365662, 'Y': 0.6402032971382141, 'Z': -0.008812876418232918}, {'X': 0.6726747751235962, 'Y': 0.5625815987586975, 'Z': -0.015305968001484871}, {'X': 0.6730835437774658, 'Y': 0.5069526433944702, 'Z': -0.024946896359324455}, {'X': 0.6637872457504272, 'Y': 0.4592733681201935, 'Z': -0.03430362418293953}]
[{'X': 0.6101141571998596, 'Y': 0.8189939260482788, 'Z': -5.972285725874826e-05}, {'X': 0.5620505809783936, 'Y': 0.7933543920516968, 'Z': 0.00897735171020031}, {'X': 0.5364274978637695, 'Y': 0.7389607429504395, 'Z': 0.015458996407687664}, {'X': 0.5194503664970398, 'Y': 0.6985867619514465, 'Z': 0.013810807839035988}, {'X': 0.5047354698181152, 'Y': 0.6785309314727783, 'Z': 0.00940793938934803}, {'X': 0.5797001123428345, 'Y': 0.6160526275634766, 'Z': 0.047817930579185486}, {'X': 0.5787994265556335, 'Y': 0.533858060836792, 'Z': 0.05124545469880104}, {'X': 0.5753999948501587, 'Y': 0.4825233519077301, 'Z': 0.04068230465054512}, {'X': 0.5702619552612305, 'Y': 0.44356128573417664, 'Z': 0.030912065878510475}, {'X': 0.606115996837616, 'Y': 0.6057019233703613, 'Z': 0.031030261889100075}, {'X': 0.6052049994468689, 'Y': 0.5198633074760437, 'Z': 0.031045809388160706}, {'X': 0.5955830216407776, 'Y': 0.4639114737510681, 'Z': 0.009373048320412636}, {'X': 0.5829868316650391, 'Y': 0.4279896914958954, 'Z': -0.006264318712055683}, {'X': 0.6314126253128052, 'Y': 0.6111990809440613, 'Z': 0.009968031197786331}, {'X': 0.6329981088638306, 'Y': 0.523463785648346, 'Z': 0.008212246000766754}, {'X': 0.6237055659294128, 'Y': 0.47020095586776733, 'Z': -0.005754287354648113}, {'X': 0.609621524810791, 'Y': 0.43489596247673035, 'Z': -0.01534325536340475}, {'X': 0.6580626964569092, 'Y': 0.6337510347366333, 'Z': -0.01277126930654049}, {'X': 0.6724276542663574, 'Y': 0.5601681470870972, 'Z': -0.018612202256917953}, {'X': 0.6761693954467773, 'Y': 0.5075663924217224, 'Z': -0.027230141684412956}, {'X': 0.6729252934455872, 'Y': 0.4598380923271179, 'Z': -0.03171858191490173}]
[{'X': 0.6092178225517273, 'Y': 0.8182258605957031, 'Z': -4.065958273713477e-05}, {'X': 0.5605661869049072, 'Y': 0.7951550483703613, 'Z': 0.009137952700257301}, {'X': 0.5357886552810669, 'Y': 0.7394322156906128, 'Z': 0.015800131484866142}, {'X': 0.5197027921676636, 'Y': 0.6992014646530151, 'Z': 0.01404712162911892}, {'X': 0.5037879347801208, 'Y': 0.6807942390441895, 'Z': 0.009284055791795254}, {'X': 0.5774475932121277, 'Y': 0.6155046820640564, 'Z': 0.04731570929288864}, {'X': 0.5736768245697021, 'Y': 0.5343309044837952, 'Z': 0.05068659037351608}, {'X': 0.5697965025901794, 'Y': 0.4799118638038635, 'Z': 0.04036084562540054}, {'X': 0.5658124089241028, 'Y': 0.43838557600975037, 'Z': 0.03220844641327858}, {'X': 0.6029208302497864, 'Y': 0.6060910820960999, 'Z': 0.028586577624082565}, {'X': 0.5995177626609802, 'Y': 0.5128026008605957, 'Z': 0.032249435782432556}, {'X': 0.5906487703323364, 'Y': 0.45064133405685425, 'Z': 0.013229810632765293}, {'X': 0.5811891555786133, 'Y': 0.40602490305900574, 'Z': -0.0033692612778395414}, {'X': 0.6285932660102844, 'Y': 0.6116616725921631, 'Z': 0.005954159889370203}, {'X': 0.6271615028381348, 'Y': 0.5174874663352966, 'Z': 0.0039599984884262085}, {'X': 0.6183957457542419, 'Y': 0.45609772205352783, 'Z': -0.009551224298775196}, {'X': 0.6071346402168274, 'Y': 0.41071438789367676, 'Z': -0.020711254328489304}, {'X': 0.6560647487640381, 'Y': 0.6321420073509216, 'Z': -0.018606610596179962}, {'X': 0.6710930466651917, 'Y': 0.5523614287376404, 'Z': -0.026471618562936783}, {'X': 0.6753240823745728, 'Y': 0.49970024824142456, 'Z': -0.03362872079014778}, {'X': 0.6743867993354797, 'Y': 0.4514659643173218, 'Z': -0.03915952891111374}]
[{'X': 0.6120810508728027, 'Y': 0.8172405958175659, 'Z': -6.67943459120579e-05}, {'X': 0.5628647208213806, 'Y': 0.7937653660774231, 'Z': 0.010523206554353237}, {'X': 0.5375472903251648, 'Y': 0.7375746965408325, 'Z': 0.018603945150971413}, {'X': 0.5217463374137878, 'Y': 0.6975162625312805, 'Z': 0.01948990300297737}, {'X': 0.5050146579742432, 'Y': 0.6854391098022461, 'Z': 0.015780450776219368}, {'X': 0.5741250514984131, 'Y': 0.6147273182868958, 'Z': 0.041920289397239685}, {'X': 0.5711397528648376, 'Y': 0.5317720770835876, 'Z': 0.04635672643780708}, {'X': 0.5683894753456116, 'Y': 0.47782808542251587, 'Z': 0.03663305193185806}, {'X': 0.5659598708152771, 'Y': 0.4358617663383484, 'Z': 0.026757124811410904}, {'X': 0.6002580523490906, 'Y': 0.6019237637519836, 'Z': 0.024235684424638748}, {'X': 0.597208559513092, 'Y': 0.5065464377403259, 'Z': 0.030566254630684853}, {'X': 0.5905181169509888, 'Y': 0.4425896108150482, 'Z': 0.015390781685709953}, {'X': 0.584162712097168, 'Y': 0.39453065395355225, 'Z': 0.0014263972407206893}, {'X': 0.6265236139297485, 'Y': 0.6051830649375916, 'Z': 0.003022854682058096}, {'X': 0.6254910826683044, 'Y': 0.5082532167434692, 'Z': 0.0028871633112430573}, {'X': 0.6190372705459595, 'Y': 0.4465588331222534, 'Z': -0.009521786123514175}, {'X': 0.6110221147537231, 'Y': 0.39911824464797974, 'Z': -0.019479986280202866}, {'X': 0.6549911499023438, 'Y': 0.6254147291183472, 'Z': -0.019592484459280968}, {'X': 0.6689527630805969, 'Y': 0.5470453500747681, 'Z': -0.026535527780652046}, {'X': 0.6737998723983765, 'Y': 0.4952242374420166, 'Z': -0.03285802900791168}, {'X': 0.6747474074363708, 'Y': 0.44809049367904663, 'Z': -0.036095112562179565}]
[{'X': 0.6125925183296204, 'Y': 0.8216066360473633, 'Z': -6.892259261803702e-05}, {'X': 0.5609832406044006, 'Y': 0.8020976185798645, 'Z': 0.008564501069486141}, {'X': 0.532683253288269, 'Y': 0.7418102025985718, 'Z': 0.015540426596999168}, {'X': 0.5163631439208984, 'Y': 0.6957141160964966, 'Z': 0.01522236131131649}, {'X': 0.4989652633666992, 'Y': 0.6804713010787964, 'Z': 0.011405488476157188}, {'X': 0.568763792514801, 'Y': 0.6139653325080872, 'Z': 0.035953011363744736}, {'X': 0.5662572979927063, 'Y': 0.5273927450180054, 'Z': 0.04098166152834892}, {'X': 0.5635635852813721, 'Y': 0.4729391932487488, 'Z': 0.03131482005119324}, {'X': 0.5603115558624268, 'Y': 0.42960691452026367, 'Z': 0.020139330998063087}, {'X': 0.5968875885009766, 'Y': 0.601438045501709, 'Z': 0.019323989748954773}, {'X': 0.5940260887145996, 'Y': 0.5026845932006836, 'Z': 0.025606919080018997}, {'X': 0.587951123714447, 'Y': 0.4351854920387268, 'Z': 0.01159737166017294}, {'X': 0.582169234752655, 'Y': 0.3822862207889557, 'Z': -0.0014976977836340666}, {'X': 0.6240273714065552, 'Y': 0.6044536828994751, 'Z': -7.646546146133915e-05}, {'X': 0.6215075254440308, 'Y': 0.5053266882896423, 'Z': 0.0012603297363966703}, {'X': 0.6161274313926697, 'Y': 0.4417908191680908, 'Z': -0.009234532713890076}, {'X': 0.610083281993866, 'Y': 0.3904535174369812, 'Z': -0.018976382911205292}, {'X': 0.6534786820411682, 'Y': 0.6251087188720703, 'Z': -0.020949864760041237}, {'X': 0.6658146381378174, 'Y': 0.545228123664856, 'Z': -0.026055553928017616}, {'X': 0.6714767217636108, 'Y': 0.4917328357696533, 'Z': -0.03102850541472435}, {'X': 0.6735938787460327, 'Y': 0.44303566217422485, 'Z': -0.03317286819219589}]
[{'X': 0.6139078736305237, 'Y': 0.8254151344299316, 'Z': -7.6645243098028e-05}, {'X': 0.5614439249038696, 'Y': 0.8017148375511169, 'Z': 0.009853743016719818}, {'X': 0.5329318046569824, 'Y': 0.7390458583831787, 'Z': 0.02035391889512539}, {'X': 0.5173313021659851, 'Y': 0.6934027075767517, 'Z': 0.023866023868322372}, {'X': 0.501847505569458, 'Y': 0.6825278401374817, 'Z': 0.023484516888856888}, {'X': 0.5673577785491943, 'Y': 0.6121302247047424, 'Z': 0.04023946076631546}, {'X': 0.564033031463623, 'Y': 0.5243674516677856, 'Z': 0.04727768152952194}, {'X': 0.5624455809593201, 'Y': 0.4667997360229492, 'Z': 0.039189986884593964}, {'X': 0.561247706413269, 'Y': 0.4221624732017517, 'Z': 0.02799641154706478}, {'X': 0.5951682925224304, 'Y': 0.599677562713623, 'Z': 0.023795705288648605}, {'X': 0.5901454091072083, 'Y': 0.49870213866233826, 'Z': 0.03274327889084816}, {'X': 0.583892285823822, 'Y': 0.4311204254627228, 'Z': 0.019353387877345085}, {'X': 0.5794855356216431, 'Y': 0.3792813718318939, 'Z': 0.005700319539755583}, {'X': 0.6224686503410339, 'Y': 0.6023754477500916, 'Z': 0.004135404713451862}, {'X': 0.6201308369636536, 'Y': 0.5012490749359131, 'Z': 0.005643023643642664}, {'X': 0.6148524880409241, 'Y': 0.43782514333724976, 'Z': -0.006141232326626778}, {'X': 0.6094399094581604, 'Y': 0.3872995972633362, 'Z': -0.016393085941672325}, {'X': 0.6523235440254211, 'Y': 0.6223821043968201, 'Z': -0.01704726368188858}, {'X': 0.6639046669006348, 'Y': 0.5422711372375488, 'Z': -0.024096697568893433}, {'X': 0.668678879737854, 'Y': 0.48935043811798096, 'Z': -0.030293717980384827}, {'X': 0.670507550239563, 'Y': 0.44108372926712036, 'Z': -0.03322618454694748}]
