[{'X': 0.5953192710876465, 'Y': 0.6875101327896118, 'Z': -1.0738963283074554e-05}, {'X': 0.5576320886611938, 'Y': 0.6936049461364746, 'Z': 0.0141278812661767}, {'X': 0.5332663059234619, 'Y': 0.6554431915283203, 'Z': 0.025786595419049263}, {'X': 0.5238436460494995, 'Y': 0.6202778816223145, 'Z': 0.0278719924390316}, {'X': 0.5211739540100098, 'Y': 0.5901156663894653, 'Z': 0.032977331429719925}, {'X': 0.5433903932571411, 'Y': 0.599419355392456, 'Z': 0.058482587337493896}, {'X': 0.5247758030891418, 'Y': 0.5697386264801025, 'Z': 0.04784290865063667}, {'X': 0.5090072751045227, 'Y': 0.5819777250289917, 'Z': 0.03222891688346863}, {'X': 0.49798280000686646, 'Y': 0.6039668321609497, 'Z': 0.019104069098830223}, {'X': 0.5551972985267639, 'Y': 0.5849884152412415, 'Z': 0.04342088848352432}, {'X': 0.52925705909729, 'Y': 0.5536543726921082, 'Z': 0.02842424251139164}, {'X': 0.5119547247886658, 'Y': 0.5852303504943848, 'Z': 0.004479485563933849}, {'X': 0.5036184787750244, 'Y': 0.6221528649330139, 'Z': -0.008473691530525684}, {'X': 0.5700172781944275, 'Y': 0.5749872326850891, 'Z': 0.02471214160323143}, {'X': 0.5415716171264648, 'Y': 0.5490399599075317, 'Z': 0.00783618912100792}, {'X': 0.5290669202804565, 'Y': 0.5897020101547241, 'Z': -0.0100982915610075}, {'X': 0.5264010429382324, 'Y': 0.628429114818573, 'Z': -0.016807574778795242}, {'X': 0.5858413577079773, 'Y': 0.5667994618415833, 'Z': 0.006464944686740637}, {'X': 0.5577002167701721, 'Y': 0.5501846075057983, 'Z': -0.007556474767625332}, {'X': 0.5449210405349731, 'Y': 0.5798365473747253, 'Z': -0.01661301963031292}, {'X': 0.5403035283088684, 'Y': 0.6087937951087952, 'Z': -0.020663559436798096}]
[{'X': 0.6871843934059143, 'Y': 0.6675321459770203, 'Z': -2.441157994326204e-05}, {'X': 0.6374700665473938, 'Y': 0.6807986497879028, 'Z': -0.04435534402728081}, {'X': 0.5970903038978577, 'Y': 0.6396508812904358, 'Z': -0.07642911374568939}, {'X': 0.566665768623352, 'Y': 0.5980547070503235, 'Z': -0.10941924154758453}, {'X': 0.5292935967445374, 'Y': 0.5749031901359558, 'Z': -0.14686326682567596}, {'X': 0.6172264218330383, 'Y': 0.48989245295524597, 'Z': -0.05948919802904129}, {'X': 0.5966772437095642, 'Y': 0.4001833200454712, 'Z': -0.09030519425868988}, {'X': 0.5832182765007019, 'Y': 0.3422134220600128, 'Z': -0.11375615745782852}, {'X': 0.5717763304710388, 'Y': 0.29030635952949524, 'Z': -0.1299520581960678}, {'X': 0.6515753269195557, 'Y': 0.46888428926467896, 'Z': -0.06095181405544281}, {'X': 0.6397876739501953, 'Y': 0.36669403314590454, 'Z': -0.08528348058462143}, {'X': 0.6311784386634827, 'Y': 0.29599326848983765, 'Z': -0.11118035763502121}, {'X': 0.6253533363342285, 'Y': 0.2316783219575882, 'Z': -0.13117967545986176}, {'X': 0.686274528503418, 'Y': 0.473715603351593, 'Z': -0.06525430083274841}, {'X': 0.6843580603599548, 'Y': 0.37472063302993774, 'Z': -0.09011141210794449}, {'X': 0.6814618110656738, 'Y': 0.30630654096603394, 'Z': -0.11557408422231674}, {'X': 0.6774618625640869, 'Y': 0.24433910846710205, 'Z': -0.13638539612293243}, {'X': 0.7215221524238586, 'Y': 0.4973422586917877, 'Z': -0.07315725088119507}, {'X': 0.7303251624107361, 'Y': 0.42122745513916016, 'Z': -0.10191573947668076}, {'X': 0.7332449555397034, 'Y': 0.3712632656097412, 'Z': -0.12154196947813034}, {'X': 0.733009934425354, 'Y': 0.3215038478374481, 'Z': -0.13722644746303558}]
[{'X': 0.6881213188171387, 'Y': 0.6759535074234009, 'Z': -4.545141200651415e-05}, {'X': 0.6369587779045105, 'Y': 0.682390034198761, 'Z': -0.042971737682819366}, {'X': 0.5955941677093506, 'Y': 0.637847363948822, 'Z': -0.07503802329301834}, {'X': 0.5637219548225403, 'Y': 0.5938345789909363, 'Z': -0.10832348465919495}, {'X': 0.5268934965133667, 'Y': 0.5701894760131836, 'Z': -0.1438918560743332}, {'X': 0.617963433265686, 'Y': 0.4897741377353668, 'Z': -0.06797648966312408}, {'X': 0.5971131324768066, 'Y': 0.39692533016204834, 'Z': -0.10129262506961823}, {'X': 0.5836697220802307, 'Y': 0.33969825506210327, 'Z': -0.12353917956352234}, {'X': 0.5722777247428894, 'Y': 0.289315789937973, 'Z': -0.13882280886173248}, {'X': 0.6527854800224304, 'Y': 0.4698141813278198, 'Z': -0.06962905824184418}, {'X': 0.6398301720619202, 'Y': 0.36282771825790405, 'Z': -0.09942209720611572}, {'X': 0.6312394738197327, 'Y': 0.2920914888381958, 'Z': -0.1268645077943802}, {'X': 0.6247491240501404, 'Y': 0.227138951420784, 'Z': -0.14676715433597565}, {'X': 0.6869903206825256, 'Y': 0.4747498631477356, 'Z': -0.07358443737030029}, {'X': 0.6846746206283569, 'Y': 0.3733830749988556, 'Z': -0.10359042137861252}, {'X': 0.6824906468391418, 'Y': 0.3029235303401947, 'Z': -0.13120044767856598}, {'X': 0.678453266620636, 'Y': 0.2392805814743042, 'Z': -0.15353375673294067}, {'X': 0.7209165692329407, 'Y': 0.49808332324028015, 'Z': -0.08072817325592041}, {'X': 0.7296515703201294, 'Y': 0.42120346426963806, 'Z': -0.11282424628734589}, {'X': 0.733858048915863, 'Y': 0.3701326847076416, 'Z': -0.13355664908885956}, {'X': 0.7347246408462524, 'Y': 0.3187254071235657, 'Z': -0.15007556974887848}]
[{'X': 0.6906380653381348, 'Y': 0.6748860478401184, 'Z': -5.9537484048632905e-05}, {'X': 0.638087809085846, 'Y': 0.6809036731719971, 'Z': -0.04100190848112106}, {'X': 0.5967398285865784, 'Y': 0.6355199217796326, 'Z': -0.0716274306178093}, {'X': 0.5646437406539917, 'Y': 0.5899533629417419, 'Z': -0.10341575741767883}, {'X': 0.5283305644989014, 'Y': 0.5654742121696472, 'Z': -0.13686193525791168}, {'X': 0.6162543892860413, 'Y': 0.4881284534931183, 'Z': -0.06536539644002914}, {'X': 0.5949763059616089, 'Y': 0.3952997028827667, 'Z': -0.09907719492912292}, {'X': 0.5824757814407349, 'Y': 0.3403782248497009, 'Z': -0.1192055270075798}, {'X': 0.5716087222099304, 'Y': 0.2916714549064636, 'Z': -0.1318291425704956}, {'X': 0.6513352990150452, 'Y': 0.46854162216186523, 'Z': -0.06746461242437363}, {'X': 0.6377803087234497, 'Y': 0.358718603849411, 'Z': -0.09792445600032806}, {'X': 0.6299498081207275, 'Y': 0.28952860832214355, 'Z': -0.12603715062141418}, {'X': 0.6244632005691528, 'Y': 0.22692079842090607, 'Z': -0.14423833787441254}, {'X': 0.6854718923568726, 'Y': 0.4736105799674988, 'Z': -0.07251247763633728}, {'X': 0.683045506477356, 'Y': 0.3695080578327179, 'Z': -0.10288665443658829}, {'X': 0.6814653277397156, 'Y': 0.30063116550445557, 'Z': -0.13228385150432587}, {'X': 0.6779545545578003, 'Y': 0.23885087668895721, 'Z': -0.15583576261997223}, {'X': 0.7201749086380005, 'Y': 0.4958736300468445, 'Z': -0.0803077220916748}, {'X': 0.7290281057357788, 'Y': 0.41781479120254517, 'Z': -0.11388103663921356}, {'X': 0.7334909439086914, 'Y': 0.3662679195404053, 'Z': -0.13583284616470337}, {'X': 0.7334913015365601, 'Y': 0.31424206495285034, 'Z': -0.15297912061214447}]
[{'X': 0.688970148563385, 'Y': 0.6716115474700928, 'Z': -4.999014345230535e-05}, {'X': 0.6372092366218567, 'Y': 0.678239107131958, 'Z': -0.04061870649456978}, {'X': 0.5970659255981445, 'Y': 0.6341121196746826, 'Z': -0.07057150453329086}, {'X': 0.5663621425628662, 'Y': 0.5878257751464844, 'Z': -0.10155502706766129}, {'X': 0.5305216312408447, 'Y': 0.5639792680740356, 'Z': -0.1350060999393463}, {'X': 0.6168468594551086, 'Y': 0.4894334077835083, 'Z': -0.06241009384393692}, {'X': 0.5956565737724304, 'Y': 0.3969112038612366, 'Z': -0.09343328326940536}, {'X': 0.5827789306640625, 'Y': 0.3403874635696411, 'Z': -0.11414901167154312}, {'X': 0.5714064836502075, 'Y': 0.2904510200023651, 'Z': -0.12831594049930573}, {'X': 0.6514769196510315, 'Y': 0.46961554884910583, 'Z': -0.0644102692604065}, {'X': 0.6382783055305481, 'Y': 0.362263023853302, 'Z': -0.09181289374828339}, {'X': 0.6301133036613464, 'Y': 0.2923102378845215, 'Z': -0.11864633858203888}, {'X': 0.6241311430931091, 'Y': 0.22889789938926697, 'Z': -0.1379917412996292}, {'X': 0.6856147050857544, 'Y': 0.47445833683013916, 'Z': -0.06908618658781052}, {'X': 0.6828726530075073, 'Y': 0.37263762950897217, 'Z': -0.09711354225873947}, {'X': 0.6804542541503906, 'Y': 0.3025601804256439, 'Z': -0.1249956488609314}, {'X': 0.676278829574585, 'Y': 0.23983395099639893, 'Z': -0.1474408507347107}, {'X': 0.7203972935676575, 'Y': 0.49672871828079224, 'Z': -0.07706693559885025}, {'X': 0.7293312549591064, 'Y': 0.4190541207790375, 'Z': -0.10826586931943893}, {'X': 0.7337755560874939, 'Y': 0.36830535531044006, 'Z': -0.12815383076667786}, {'X': 0.7342745661735535, 'Y': 0.31718510389328003, 'Z': -0.14400245249271393}]
[{'X': 0.6886968612670898, 'Y': 0.6699548959732056, 'Z': -4.897693361272104e-05}, {'X': 0.6366901397705078, 'Y': 0.6772807836532593, 'Z': -0.04139463230967522}, {'X': 0.5960453152656555, 'Y': 0.6341512203216553, 'Z': -0.07153785228729248}, {'X': 0.5648638606071472, 'Y': 0.5881533026695251, 'Z': -0.10306090861558914}, {'X': 0.5280313491821289, 'Y': 0.5644984245300293, 'Z': -0.13769589364528656}, {'X': 0.6161041855812073, 'Y': 0.48887187242507935, 'Z': -0.06248362362384796}, {'X': 0.5953221917152405, 'Y': 0.3947983384132385, 'Z': -0.09279509633779526}, {'X': 0.582777202129364, 'Y': 0.33743271231651306, 'Z': -0.11323483288288116}, {'X': 0.5722344517707825, 'Y': 0.28687721490859985, 'Z': -0.12676866352558136}, {'X': 0.6508563160896301, 'Y': 0.4686066508293152, 'Z': -0.06425652652978897}, {'X': 0.6382169127464294, 'Y': 0.35967305302619934, 'Z': -0.09036661684513092}, {'X': 0.6299774050712585, 'Y': 0.29018867015838623, 'Z': -0.11712988466024399}, {'X': 0.624282956123352, 'Y': 0.22690674662590027, 'Z': -0.135946586728096}, {'X': 0.6851028800010681, 'Y': 0.47311723232269287, 'Z': -0.06886644661426544}, {'X': 0.682458221912384, 'Y': 0.37066784501075745, 'Z': -0.09501117467880249}, {'X': 0.6797170639038086, 'Y': 0.3019576072692871, 'Z': -0.12287487834692001}, {'X': 0.6754975318908691, 'Y': 0.24004390835762024, 'Z': -0.14508862793445587}, {'X': 0.719751238822937, 'Y': 0.49480029940605164, 'Z': -0.07678154110908508}, {'X': 0.7288007736206055, 'Y': 0.41680848598480225, 'Z': -0.10702052712440491}, {'X': 0.7335022687911987, 'Y': 0.3669276833534241, 'Z': -0.12676182389259338}, {'X': 0.7341248989105225, 'Y': 0.31589141488075256, 'Z': -0.14261145889759064}]
[{'X': 0.6882951855659485, 'Y': 0.6689509153366089, 'Z': -5.5819120461819693e-05}, {'X': 0.63618004322052, 'Y': 0.6759476661682129, 'Z': -0.03955887630581856}, {'X': 0.5963484644889832, 'Y': 0.632692813873291, 'Z': -0.06825583428144455}, {'X': 0.5663664937019348, 'Y': 0.5855328440666199, 'Z': -0.09833314269781113}, {'X': 0.5310196876525879, 'Y': 0.561739981174469, 'Z': -0.13143740594387054}, {'X': 0.6159356832504272, 'Y': 0.4890671372413635, 'Z': -0.06019623950123787}, {'X': 0.5951501727104187, 'Y': 0.3972697854042053, 'Z': -0.09027395397424698}, {'X': 0.5823628902435303, 'Y': 0.3409794569015503, 'Z': -0.11103929579257965}, {'X': 0.5710777044296265, 'Y': 0.2914484739303589, 'Z': -0.12554675340652466}, {'X': 0.650573194026947, 'Y': 0.4687870740890503, 'Z': -0.06211952492594719}, {'X': 0.6379603147506714, 'Y': 0.3615105152130127, 'Z': -0.0881415382027626}, {'X': 0.6298894286155701, 'Y': 0.2922142744064331, 'Z': -0.11395089328289032}, {'X': 0.6238082051277161, 'Y': 0.22929349541664124, 'Z': -0.1327429711818695}, {'X': 0.6847771406173706, 'Y': 0.4732111394405365, 'Z': -0.06669087707996368}, {'X': 0.6821519732475281, 'Y': 0.3713822662830353, 'Z': -0.0927584245800972}, {'X': 0.6793519854545593, 'Y': 0.30217689275741577, 'Z': -0.11942452192306519}, {'X': 0.6751455068588257, 'Y': 0.24041785299777985, 'Z': -0.14074912667274475}, {'X': 0.7195104956626892, 'Y': 0.49460452795028687, 'Z': -0.0743771642446518}, {'X': 0.7290310859680176, 'Y': 0.41657575964927673, 'Z': -0.1042865589261055}, {'X': 0.7333916425704956, 'Y': 0.3659316301345825, 'Z': -0.12325789779424667}, {'X': 0.7341541051864624, 'Y': 0.3151894211769104, 'Z': -0.13831040263175964}]
[{'X': 0.6868348717689514, 'Y': 0.6720280647277832, 'Z': -4.569493103190325e-05}, {'X': 0.6370506286621094, 'Y': 0.6793725490570068, 'Z': -0.04233362525701523}, {'X': 0.5970901846885681, 'Y': 0.6350708603858948, 'Z': -0.07337123155593872}, {'X': 0.5664134621620178, 'Y': 0.5904533267021179, 'Z': -0.10543954372406006}, {'X': 0.5299456119537354, 'Y': 0.5671951174736023, 'Z': -0.14101605117321014}, {'X': 0.6171449422836304, 'Y': 0.48888739943504333, 'Z': -0.061716269701719284}, {'X': 0.5963274240493774, 'Y': 0.39685776829719543, 'Z': -0.09257472306489944}, {'X': 0.5833602547645569, 'Y': 0.3397196829319, 'Z': -0.11358041316270828}, {'X': 0.5720728039741516, 'Y': 0.29033446311950684, 'Z': -0.1279972344636917}, {'X': 0.6517608761787415, 'Y': 0.46854689717292786, 'Z': -0.06337524950504303}, {'X': 0.6386793851852417, 'Y': 0.3621358275413513, 'Z': -0.09072482585906982}, {'X': 0.6302545666694641, 'Y': 0.29221856594085693, 'Z': -0.11647218465805054}, {'X': 0.6236966848373413, 'Y': 0.22958874702453613, 'Z': -0.13503091037273407}, {'X': 0.6859201788902283, 'Y': 0.47351646423339844, 'Z': -0.06809759885072708}, {'X': 0.6832106709480286, 'Y': 0.37289899587631226, 'Z': -0.09480448812246323}, {'X': 0.6805455684661865, 'Y': 0.3036853075027466, 'Z': -0.12104728072881699}, {'X': 0.6760128140449524, 'Y': 0.24158404767513275, 'Z': -0.14206185936927795}, {'X': 0.7199137806892395, 'Y': 0.4968920350074768, 'Z': -0.07588911801576614}, {'X': 0.7289708852767944, 'Y': 0.42034319043159485, 'Z': -0.1065061092376709}, {'X': 0.7327379584312439, 'Y': 0.36960723996162415, 'Z': -0.12644529342651367}, {'X': 0.7328251600265503, 'Y': 0.3188004195690155, 'Z': -0.14231476187705994}]
[{'X': 0.6863730549812317, 'Y': 0.6735464930534363, 'Z': -3.1831328669795766e-05}, {'X': 0.6370469331741333, 'Y': 0.6789595484733582, 'Z': -0.04269808530807495}, {'X': 0.5965935587882996, 'Y': 0.6330211162567139, 'Z': -0.07389841228723526}, {'X': 0.5649555921554565, 'Y': 0.5889471173286438, 'Z': -0.10544250905513763}, {'X': 0.5281160473823547, 'Y': 0.5686346888542175, 'Z': -0.14034120738506317}, {'X': 0.6176455020904541, 'Y': 0.48839041590690613, 'Z': -0.0621560700237751}, {'X': 0.595997154712677, 'Y': 0.39779743552207947, 'Z': -0.09185781329870224}, {'X': 0.5831118822097778, 'Y': 0.34135764837265015, 'Z': -0.11219339817762375}, {'X': 0.572779655456543, 'Y': 0.2918788492679596, 'Z': -0.1263292133808136}, {'X': 0.6517830491065979, 'Y': 0.4683467447757721, 'Z': -0.0626288428902626}, {'X': 0.6384034752845764, 'Y': 0.36236849427223206, 'Z': -0.0883895754814148}, {'X': 0.6307215690612793, 'Y': 0.29326361417770386, 'Z': -0.11384540051221848}, {'X': 0.6254653930664062, 'Y': 0.23089604079723358, 'Z': -0.1329144537448883}, {'X': 0.6856757402420044, 'Y': 0.4738517999649048, 'Z': -0.06569637358188629}, {'X': 0.6833646297454834, 'Y': 0.3729287087917328, 'Z': -0.09123704582452774}, {'X': 0.6811491847038269, 'Y': 0.30376675724983215, 'Z': -0.11780019849538803}, {'X': 0.6775992512702942, 'Y': 0.2417474389076233, 'Z': -0.13955748081207275}, {'X': 0.7195733785629272, 'Y': 0.49797892570495605, 'Z': -0.07160947471857071}, {'X': 0.7282019853591919, 'Y': 0.42046689987182617, 'Z': -0.10065877437591553}, {'X': 0.731479823589325, 'Y': 0.37024417519569397, 'Z': -0.12114626169204712}, {'X': 0.7314491868019104, 'Y': 0.32025420665740967, 'Z': -0.1377256214618683}]
[{'X': 0.6864801645278931, 'Y': 0.6638189554214478, 'Z': -4.626400186680257e-05}, {'X': 0.6375734806060791, 'Y': 0.6741428971290588, 'Z': -0.04147438332438469}, {'X': 0.5982767343521118, 'Y': 0.6310815811157227, 'Z': -0.07111260294914246}, {'X': 0.5682798624038696, 'Y': 0.5862312912940979, 'Z': -0.10120175778865814}, {'X': 0.5325552225112915, 'Y': 0.563075065612793, 'Z': -0.13442383706569672}, {'X': 0.6172522306442261, 'Y': 0.4885457754135132, 'Z': -0.061306923627853394}, {'X': 0.5957047939300537, 'Y': 0.39901790022850037, 'Z': -0.09162116795778275}, {'X': 0.5833105444908142, 'Y': 0.34251683950424194, 'Z': -0.11281178891658783}, {'X': 0.5729966759681702, 'Y': 0.2925170660018921, 'Z': -0.1274353563785553}, {'X': 0.6511255502700806, 'Y': 0.46791914105415344, 'Z': -0.06199861690402031}, {'X': 0.6382652521133423, 'Y': 0.36541351675987244, 'Z': -0.08806772530078888}, {'X': 0.6307609677314758, 'Y': 0.2961547374725342, 'Z': -0.11385592818260193}, {'X': 0.6256367564201355, 'Y': 0.23359833657741547, 'Z': -0.13346342742443085}, {'X': 0.6853787899017334, 'Y': 0.4724085330963135, 'Z': -0.06529213488101959}, {'X': 0.6831161379814148, 'Y': 0.373688280582428, 'Z': -0.09065181761980057}, {'X': 0.6810949444770813, 'Y': 0.30546286702156067, 'Z': -0.11698880046606064}, {'X': 0.6778279542922974, 'Y': 0.24434971809387207, 'Z': -0.13888637721538544}, {'X': 0.720267653465271, 'Y': 0.49443209171295166, 'Z': -0.0714019238948822}, {'X': 0.7289938926696777, 'Y': 0.41863125562667847, 'Z': -0.10053645074367523}, {'X': 0.7319051623344421, 'Y': 0.36947697401046753, 'Z': -0.12059208005666733}, {'X': 0.7316893935203552, 'Y': 0.32089120149612427, 'Z': -0.13657183945178986}]
[{'X': 0.6849157810211182, 'Y': 0.6692911386489868, 'Z': -2.1175421352381818e-05}, {'X': 0.6354097127914429, 'Y': 0.6775273084640503, 'Z': -0.04310394451022148}, {'X': 0.596738338470459, 'Y': 0.6326715350151062, 'Z': -0.07332702726125717}, {'X': 0.5674025416374207, 'Y': 0.5871880650520325, 'Z': -0.10451602935791016}, {'X': 0.5312408208847046, 'Y': 0.5636617541313171, 'Z': -0.13965824246406555}, {'X': 0.6167861819267273, 'Y': 0.48780977725982666, 'Z': -0.05618099868297577}, {'X': 0.5965903401374817, 'Y': 0.39883890748023987, 'Z': -0.08468055725097656}, {'X': 0.5837435722351074, 'Y': 0.3416692912578583, 'Z': -0.10563605278730392}, {'X': 0.5725155472755432, 'Y': 0.29197996854782104, 'Z': -0.12034014612436295}, {'X': 0.6510800719261169, 'Y': 0.4684680700302124, 'Z': -0.05708939954638481}, {'X': 0.6387947797775269, 'Y': 0.3656262457370758, 'Z': -0.0819220319390297}, {'X': 0.6307536363601685, 'Y': 0.29528385400772095, 'Z': -0.10695822536945343}, {'X': 0.624604344367981, 'Y': 0.23308224976062775, 'Z': -0.12602879106998444}, {'X': 0.6852558255195618, 'Y': 0.47346651554107666, 'Z': -0.0615554042160511}, {'X': 0.6835659146308899, 'Y': 0.3751983046531677, 'Z': -0.08606112748384476}, {'X': 0.6810247898101807, 'Y': 0.30629250407218933, 'Z': -0.11088431626558304}, {'X': 0.6769050359725952, 'Y': 0.24504926800727844, 'Z': -0.1315927803516388}, {'X': 0.7194021344184875, 'Y': 0.49573665857315063, 'Z': -0.0695953294634819}, {'X': 0.7281520366668701, 'Y': 0.419994056224823, 'Z': -0.09733425825834274}, {'X': 0.7307385206222534, 'Y': 0.36977505683898926, 'Z': -0.11663397401571274}, {'X': 0.7305685877799988, 'Y': 0.3204529285430908, 'Z': -0.13254065811634064}]
[{'X': 0.6880953907966614, 'Y': 0.6710618138313293, 'Z': -5.176729246159084e-05}, {'X': 0.6363521814346313, 'Y': 0.6767897605895996, 'Z': -0.040275391191244125}, {'X': 0.5962129831314087, 'Y': 0.6316196918487549, 'Z': -0.06985536962747574}, {'X': 0.5654301047325134, 'Y': 0.5843058824539185, 'Z': -0.10098738223314285}, {'X': 0.5293591022491455, 'Y': 0.5598070621490479, 'Z': -0.1344149112701416}, {'X': 0.6158905625343323, 'Y': 0.4871773421764374, 'Z': -0.06037907302379608}, {'X': 0.5945068001747131, 'Y': 0.3961123824119568, 'Z': -0.0915418490767479}, {'X': 0.581856369972229, 'Y': 0.341174453496933, 'Z': -0.11057667434215546}, {'X': 0.570611834526062, 'Y': 0.29211369156837463, 'Z': -0.12368705868721008}, {'X': 0.6505548357963562, 'Y': 0.4682254195213318, 'Z': -0.06306852400302887}, {'X': 0.637149453163147, 'Y': 0.36040571331977844, 'Z': -0.09114392101764679}, {'X': 0.6289545297622681, 'Y': 0.29178333282470703, 'Z': -0.11729696393013}, {'X': 0.6232361197471619, 'Y': 0.2297152429819107, 'Z': -0.13534535467624664}, {'X': 0.684349000453949, 'Y': 0.4734951853752136, 'Z': -0.06871914118528366}, {'X': 0.6812205910682678, 'Y': 0.3715263903141022, 'Z': -0.09704331308603287}, {'X': 0.6787779331207275, 'Y': 0.30281639099121094, 'Z': -0.12478895485401154}, {'X': 0.674880862236023, 'Y': 0.24101285636425018, 'Z': -0.14702734351158142}, {'X': 0.7189896106719971, 'Y': 0.4956674873828888, 'Z': -0.07782700657844543}, {'X': 0.7274406552314758, 'Y': 0.4178922176361084, 'Z': -0.11028021574020386}, {'X': 0.7311617136001587, 'Y': 0.3663157820701599, 'Z': -0.13186334073543549}, {'X': 0.7309771776199341, 'Y': 0.3144400715827942, 'Z': -0.14856767654418945}]
[{'X': 0.6883589625358582, 'Y': 0.669637143611908, 'Z': -3.796601595240645e-05}, {'X': 0.6368009448051453, 'Y': 0.6778038740158081, 'Z': -0.04188411682844162}, {'X': 0.5944339036941528, 'Y': 0.6333766579627991, 'Z': -0.07110453397035599}, {'X': 0.5626810789108276, 'Y': 0.5876665711402893, 'Z': -0.10117816179990768}, {'X': 0.5259596109390259, 'Y': 0.5653846263885498, 'Z': -0.13437268137931824}, {'X': 0.6157807111740112, 'Y': 0.48775628209114075, 'Z': -0.06256232410669327}, {'X': 0.5943523049354553, 'Y': 0.39620405435562134, 'Z': -0.09192897379398346}, {'X': 0.5819104909896851, 'Y': 0.34070324897766113, 'Z': -0.11265826225280762}, {'X': 0.5714558959007263, 'Y': 0.29120635986328125, 'Z': -0.12709961831569672}, {'X': 0.6507003903388977, 'Y': 0.46643248200416565, 'Z': -0.0626729354262352}, {'X': 0.6383031010627747, 'Y': 0.3584543764591217, 'Z': -0.0876113623380661}, {'X': 0.6305656433105469, 'Y': 0.2899770438671112, 'Z': -0.11436308920383453}, {'X': 0.6247140169143677, 'Y': 0.2278883308172226, 'Z': -0.13308298587799072}, {'X': 0.6844947338104248, 'Y': 0.4704052805900574, 'Z': -0.06547019630670547}, {'X': 0.6813341975212097, 'Y': 0.36886459589004517, 'Z': -0.08950695395469666}, {'X': 0.678522527217865, 'Y': 0.30095717310905457, 'Z': -0.11712119728326797}, {'X': 0.6739341616630554, 'Y': 0.24033530056476593, 'Z': -0.13990099728107452}, {'X': 0.7189751267433167, 'Y': 0.49150073528289795, 'Z': -0.07111591845750809}, {'X': 0.7280285358428955, 'Y': 0.4132104218006134, 'Z': -0.09941256046295166}, {'X': 0.731855571269989, 'Y': 0.3633921444416046, 'Z': -0.11924785375595093}, {'X': 0.7315794229507446, 'Y': 0.31330782175064087, 'Z': -0.13448220491409302}]
[{'X': 0.6886302828788757, 'Y': 0.6685158610343933, 'Z': -5.1720780902542174e-05}, {'X': 0.6358169317245483, 'Y': 0.6748970150947571, 'Z': -0.03975044563412666}, {'X': 0.5950934886932373, 'Y': 0.6314486861228943, 'Z': -0.06799110025167465}, {'X': 0.5649541020393372, 'Y': 0.5849689245223999, 'Z': -0.09716400504112244}, {'X': 0.5290502309799194, 'Y': 0.5625511407852173, 'Z': -0.12865088880062103}, {'X': 0.6157799959182739, 'Y': 0.4874250888824463, 'Z': -0.05843212828040123}, {'X': 0.5955062508583069, 'Y': 0.39610350131988525, 'Z': -0.08625698834657669}, {'X': 0.5833904147148132, 'Y': 0.3410496115684509, 'Z': -0.10601935535669327}, {'X': 0.5726935863494873, 'Y': 0.2917569875717163, 'Z': -0.1196964904665947}, {'X': 0.6503320336341858, 'Y': 0.4668637216091156, 'Z': -0.05996689945459366}, {'X': 0.6380288600921631, 'Y': 0.3590966463088989, 'Z': -0.08448104560375214}, {'X': 0.6300688982009888, 'Y': 0.29099205136299133, 'Z': -0.1111576184630394}, {'X': 0.6239859461784363, 'Y': 0.22869521379470825, 'Z': -0.1303890496492386}, {'X': 0.6840419173240662, 'Y': 0.47185155749320984, 'Z': -0.06411570310592651}, {'X': 0.6811971664428711, 'Y': 0.369754821062088, 'Z': -0.08818139880895615}, {'X': 0.6784695386886597, 'Y': 0.302084743976593, 'Z': -0.11647845804691315}, {'X': 0.6736860275268555, 'Y': 0.24050377309322357, 'Z': -0.1395973563194275}, {'X': 0.7187992930412292, 'Y': 0.4935518205165863, 'Z': -0.07139203697443008}, {'X': 0.7283172011375427, 'Y': 0.41510507464408875, 'Z': -0.1007370576262474}, {'X': 0.7330940365791321, 'Y': 0.365625262260437, 'Z': -0.1208549290895462}, {'X': 0.7332449555397034, 'Y': 0.31431397795677185, 'Z': -0.13678763806819916}]
