[{'X': 0.24175524711608887, 'Y': 0.6933708190917969, 'Z': -5.307614992489107e-05}, {'X': 0.2067050039768219, 'Y': 0.6569007635116577, 'Z': -0.020591862499713898}, {'X': 0.18676239252090454, 'Y': 0.6022588610649109, 'Z': -0.02876737155020237}, {'X': 0.19576460123062134, 'Y': 0.5519373416900635, 'Z': -0.038746897131204605}, {'X': 0.2153896540403366, 'Y': 0.5286116600036621, 'Z': -0.04546815901994705}, {'X': 0.20442765951156616, 'Y': 0.5408194661140442, 'Z': 0.01855940744280815}, {'X': 0.20295141637325287, 'Y': 0.49171286821365356, 'Z': 0.015268244780600071}, {'X': 0.2066321074962616, 'Y': 0.4633735120296478, 'Z': 0.006868297234177589}, {'X': 0.21142271161079407, 'Y': 0.43646541237831116, 'Z': -5.952941864961758e-05}, {'X': 0.22952978312969208, 'Y': 0.5389261841773987, 'Z': 0.01819782145321369}, {'X': 0.2275293469429016, 'Y': 0.4860127568244934, 'Z': 0.02458803541958332}, {'X': 0.22911867499351501, 'Y': 0.45441532135009766, 'Z': 0.015094287693500519}, {'X': 0.23221039772033691, 'Y': 0.4288041591644287, 'Z': 0.005765800829976797}, {'X': 0.25124236941337585, 'Y': 0.5478941202163696, 'Z': 0.012491569854319096}, {'X': 0.25173184275627136, 'Y': 0.4982351064682007, 'Z': 0.015046139247715473}, {'X': 0.2515288293361664, 'Y': 0.4671231806278229, 'Z': 0.0018149387324228883}, {'X': 0.2517937421798706, 'Y': 0.44142723083496094, 'Z': -0.00953980814665556}, {'X': 0.27426794171333313, 'Y': 0.5675649046897888, 'Z': 0.0020141710992902517}, {'X': 0.2737202048301697, 'Y': 0.5291478633880615, 'Z': 0.001549936248920858}, {'X': 0.27289101481437683, 'Y': 0.5040078163146973, 'Z': -0.004850179422646761}, {'X': 0.271375834941864, 'Y': 0.47888022661209106, 'Z': -0.012132889591157436}]
[{'X': 0.2513754367828369, 'Y': 0.6838657855987549, 'Z': -2.0371893697301857e-05}, {'X': 0.21647745370864868, 'Y': 0.6171818375587463, 'Z': -0.006223542150110006}, {'X': 0.20983335375785828, 'Y': 0.5574917793273926, 'Z': 0.001537859090603888}, {'X': 0.22303614020347595, 'Y': 0.5089946389198303, 'Z': 0.004747292958199978}, {'X': 0.23437777161598206, 'Y': 0.4675341248512268, 'Z': 0.00927837286144495}, {'X': 0.20154136419296265, 'Y': 0.5314603447914124, 'Z': 0.06681055575609207}, {'X': 0.19710759818553925, 'Y': 0.49089547991752625, 'Z': 0.07310565561056137}, {'X': 0.2012695074081421, 'Y': 0.46406933665275574, 'Z': 0.05910797044634819}, {'X': 0.20635771751403809, 'Y': 0.4458572566509247, 'Z': 0.04097183048725128}, {'X': 0.2276196926832199, 'Y': 0.532153844833374, 'Z': 0.0660536140203476}, {'X': 0.2263551652431488, 'Y': 0.48492008447647095, 'Z': 0.07256579399108887}, {'X': 0.22909995913505554, 'Y': 0.45625635981559753, 'Z': 0.043953634798526764}, {'X': 0.23253846168518066, 'Y': 0.4466519355773926, 'Z': 0.019144931808114052}, {'X': 0.25336965918540955, 'Y': 0.5384827256202698, 'Z': 0.05920608341693878}, {'X': 0.25381919741630554, 'Y': 0.4930714964866638, 'Z': 0.06471271067857742}, {'X': 0.2516549527645111, 'Y': 0.46906137466430664, 'Z': 0.039626870304346085}, {'X': 0.24945448338985443, 'Y': 0.461020290851593, 'Z': 0.018770864233374596}, {'X': 0.2803131639957428, 'Y': 0.5522878170013428, 'Z': 0.050522468984127045}, {'X': 0.2772201895713806, 'Y': 0.5157577991485596, 'Z': 0.049495432525873184}, {'X': 0.2717088758945465, 'Y': 0.4959796071052551, 'Z': 0.0345773845911026}, {'X': 0.2650104761123657, 'Y': 0.4825131297111511, 'Z': 0.021872758865356445}]
[{'X': 0.2488248497247696, 'Y': 0.6644784212112427, 'Z': -4.148847074247897e-05}, {'X': 0.21368728578090668, 'Y': 0.6139321327209473, 'Z': -0.012009571306407452}, {'X': 0.20654213428497314, 'Y': 0.5576415657997131, 'Z': -0.009817386977374554}, {'X': 0.2204015851020813, 'Y': 0.5097585320472717, 'Z': -0.011808819137513638}, {'X': 0.23249894380569458, 'Y': 0.47042447328567505, 'Z': -0.013051179237663746}, {'X': 0.20159116387367249, 'Y': 0.5250285267829895, 'Z': 0.05156020075082779}, {'X': 0.19894106686115265, 'Y': 0.48121440410614014, 'Z': 0.04832553490996361}, {'X': 0.20312102138996124, 'Y': 0.4569754898548126, 'Z': 0.028787316754460335}, {'X': 0.2076677531003952, 'Y': 0.4482622742652893, 'Z': 0.009436545893549919}, {'X': 0.22721731662750244, 'Y': 0.5224776268005371, 'Z': 0.05095423758029938}, {'X': 0.2271355241537094, 'Y': 0.4725598990917206, 'Z': 0.04676855355501175}, {'X': 0.22796696424484253, 'Y': 0.44840794801712036, 'Z': 0.0175336841493845}, {'X': 0.22831811010837555, 'Y': 0.4481174945831299, 'Z': -0.002706998959183693}, {'X': 0.25138339400291443, 'Y': 0.5290143489837646, 'Z': 0.044355906546115875}, {'X': 0.2528020441532135, 'Y': 0.4794880151748657, 'Z': 0.04019401594996452}, {'X': 0.2509583830833435, 'Y': 0.46485060453414917, 'Z': 0.019242459908127785}, {'X': 0.2483539581298828, 'Y': 0.46830978989601135, 'Z': 0.004338819533586502}, {'X': 0.2760111093521118, 'Y': 0.5450329184532166, 'Z': 0.03550560027360916}, {'X': 0.2737715244293213, 'Y': 0.508678674697876, 'Z': 0.027843380346894264}, {'X': 0.2697250247001648, 'Y': 0.491067498922348, 'Z': 0.01475248858332634}, {'X': 0.2639618515968323, 'Y': 0.483500599861145, 'Z': 0.0060435812920331955}]
[{'X': 0.24739639461040497, 'Y': 0.6706046462059021, 'Z': -4.842597263632342e-05}, {'X': 0.2148592174053192, 'Y': 0.6140152215957642, 'Z': -0.009501704014837742}, {'X': 0.20797932147979736, 'Y': 0.5516001582145691, 'Z': -0.0036944265011698008}, {'X': 0.22256885468959808, 'Y': 0.5027716159820557, 'Z': -0.002351761097088456}, {'X': 0.23423974215984344, 'Y': 0.4665066599845886, 'Z': 0.0008575029787607491}, {'X': 0.20049670338630676, 'Y': 0.5256854891777039, 'Z': 0.05659889802336693}, {'X': 0.19405710697174072, 'Y': 0.48583120107650757, 'Z': 0.057377513498067856}, {'X': 0.19976401329040527, 'Y': 0.4602194130420685, 'Z': 0.04099190607666969}, {'X': 0.20672151446342468, 'Y': 0.4389268755912781, 'Z': 0.023799924179911613}, {'X': 0.225276917219162, 'Y': 0.524710476398468, 'Z': 0.05634983256459236}, {'X': 0.2211230993270874, 'Y': 0.4825650751590729, 'Z': 0.06251763552427292}, {'X': 0.2243923544883728, 'Y': 0.45290350914001465, 'Z': 0.040295522660017014}, {'X': 0.2283286303281784, 'Y': 0.43488597869873047, 'Z': 0.020184330642223358}, {'X': 0.25007471442222595, 'Y': 0.5309023857116699, 'Z': 0.04920930787920952}, {'X': 0.24864012002944946, 'Y': 0.49053218960762024, 'Z': 0.05475954711437225}, {'X': 0.24742808938026428, 'Y': 0.4649824798107147, 'Z': 0.03522089123725891}, {'X': 0.2465561330318451, 'Y': 0.4483686685562134, 'Z': 0.017575502395629883}, {'X': 0.27643561363220215, 'Y': 0.5462215542793274, 'Z': 0.03896312788128853}, {'X': 0.2714558243751526, 'Y': 0.5124016404151917, 'Z': 0.03626852110028267}, {'X': 0.2670900225639343, 'Y': 0.4935075342655182, 'Z': 0.024263717234134674}, {'X': 0.26198074221611023, 'Y': 0.47609201073646545, 'Z': 0.01345902495086193}]
[{'X': 0.2513827383518219, 'Y': 0.6701730489730835, 'Z': -4.4219588744454086e-05}, {'X': 0.21589571237564087, 'Y': 0.6154960989952087, 'Z': -0.010273033753037453}, {'X': 0.2075907588005066, 'Y': 0.5576141476631165, 'Z': -0.0016953806625679135}, {'X': 0.22225040197372437, 'Y': 0.5083332061767578, 'Z': 0.003509201342239976}, {'X': 0.23347531259059906, 'Y': 0.4707343578338623, 'Z': 0.010429839603602886}, {'X': 0.19939090311527252, 'Y': 0.5322420597076416, 'Z': 0.05778902769088745}, {'X': 0.1941375583410263, 'Y': 0.48576176166534424, 'Z': 0.06501545011997223}, {'X': 0.19751548767089844, 'Y': 0.4554532468318939, 'Z': 0.058845944702625275}, {'X': 0.2017734795808792, 'Y': 0.42747312784194946, 'Z': 0.05109640210866928}, {'X': 0.22490622103214264, 'Y': 0.5279825329780579, 'Z': 0.06182393431663513}, {'X': 0.21946755051612854, 'Y': 0.4807560443878174, 'Z': 0.07628566026687622}, {'X': 0.22005566954612732, 'Y': 0.44751691818237305, 'Z': 0.06213521212339401}, {'X': 0.22205853462219238, 'Y': 0.4214094877243042, 'Z': 0.04956173524260521}, {'X': 0.25013670325279236, 'Y': 0.5310218930244446, 'Z': 0.0594826303422451}, {'X': 0.24623900651931763, 'Y': 0.4868720471858978, 'Z': 0.06752052903175354}, {'X': 0.24414849281311035, 'Y': 0.4604972302913666, 'Z': 0.0516166090965271}, {'X': 0.2428455501794815, 'Y': 0.44177091121673584, 'Z': 0.03877171128988266}, {'X': 0.2763312757015228, 'Y': 0.5417045950889587, 'Z': 0.05486249178647995}, {'X': 0.27024897933006287, 'Y': 0.5073724985122681, 'Z': 0.05796011909842491}, {'X': 0.26642969250679016, 'Y': 0.4858372211456299, 'Z': 0.05019805580377579}, {'X': 0.26241442561149597, 'Y': 0.46539366245269775, 'Z': 0.04437350481748581}]
[{'X': 0.24946238100528717, 'Y': 0.659105122089386, 'Z': -3.8167781895026565e-05}, {'X': 0.2122805267572403, 'Y': 0.6089144349098206, 'Z': -0.011137156747281551}, {'X': 0.20339611172676086, 'Y': 0.5526424646377563, 'Z': -0.0044051893055438995}, {'X': 0.22204327583312988, 'Y': 0.5050267577171326, 'Z': -0.001022159936837852}, {'X': 0.24080361425876617, 'Y': 0.476546049118042, 'Z': 0.0056164925917983055}, {'X': 0.19865581393241882, 'Y': 0.5220099687576294, 'Z': 0.053462494164705276}, {'X': 0.19764384627342224, 'Y': 0.4732467234134674, 'Z': 0.055028416216373444}, {'X': 0.2011716216802597, 'Y': 0.4450562000274658, 'Z': 0.04693081974983215}, {'X': 0.20399831235408783, 'Y': 0.4240439236164093, 'Z': 0.03991708159446716}, {'X': 0.22363965213298798, 'Y': 0.5183843374252319, 'Z': 0.0558307059109211}, {'X': 0.2224864661693573, 'Y': 0.46709924936294556, 'Z': 0.061919424682855606}, {'X': 0.22237016260623932, 'Y': 0.4355929493904114, 'Z': 0.04774016514420509}, {'X': 0.22263048589229584, 'Y': 0.4174858629703522, 'Z': 0.03973773866891861}, {'X': 0.24734264612197876, 'Y': 0.5232992172241211, 'Z': 0.05215568095445633}, {'X': 0.24732761085033417, 'Y': 0.47569751739501953, 'Z': 0.054295022040605545}, {'X': 0.2454763948917389, 'Y': 0.45084014534950256, 'Z': 0.040467165410518646}, {'X': 0.24454046785831451, 'Y': 0.43679237365722656, 'Z': 0.03138381615281105}, {'X': 0.2714458703994751, 'Y': 0.5372980833053589, 'Z': 0.04542415216565132}, {'X': 0.2683979868888855, 'Y': 0.5020753741264343, 'Z': 0.04263075068593025}, {'X': 0.26505813002586365, 'Y': 0.4812270700931549, 'Z': 0.03406956046819687}, {'X': 0.26200422644615173, 'Y': 0.4645651876926422, 'Z': 0.02885489910840988}]
[{'X': 0.24767687916755676, 'Y': 0.6607857346534729, 'Z': -5.99916820647195e-05}, {'X': 0.21276845037937164, 'Y': 0.6146646738052368, 'Z': -0.012095210142433643}, {'X': 0.2044430673122406, 'Y': 0.5597647428512573, 'Z': -0.008064906112849712}, {'X': 0.22125816345214844, 'Y': 0.5128355026245117, 'Z': -0.006704428698867559}, {'X': 0.2365364283323288, 'Y': 0.4837384521961212, 'Z': -0.004530592821538448}, {'X': 0.1992546170949936, 'Y': 0.5273705720901489, 'Z': 0.041322220116853714}, {'X': 0.19452416896820068, 'Y': 0.4789193868637085, 'Z': 0.0391172356903553}, {'X': 0.19812121987342834, 'Y': 0.4490119218826294, 'Z': 0.030081672593951225}, {'X': 0.2023618370294571, 'Y': 0.41924363374710083, 'Z': 0.022165630012750626}, {'X': 0.2244652658700943, 'Y': 0.5228953957557678, 'Z': 0.04372134059667587}, {'X': 0.2179926633834839, 'Y': 0.4735887050628662, 'Z': 0.04932183399796486}, {'X': 0.21822220087051392, 'Y': 0.4394294023513794, 'Z': 0.03565128520131111}, {'X': 0.22002755105495453, 'Y': 0.4106603264808655, 'Z': 0.02529149502515793}, {'X': 0.2486993372440338, 'Y': 0.5261441469192505, 'Z': 0.040228646248579025}, {'X': 0.24399732053279877, 'Y': 0.4795963764190674, 'Z': 0.04132617637515068}, {'X': 0.24247859418392181, 'Y': 0.4507967531681061, 'Z': 0.02643819898366928}, {'X': 0.24243755638599396, 'Y': 0.42629390954971313, 'Z': 0.014712142758071423}, {'X': 0.27370432019233704, 'Y': 0.5380810499191284, 'Z': 0.034705229103565216}, {'X': 0.26593682169914246, 'Y': 0.5016451478004456, 'Z': 0.03114795871078968}, {'X': 0.2621271014213562, 'Y': 0.47783637046813965, 'Z': 0.02202717401087284}, {'X': 0.2586059868335724, 'Y': 0.4522712230682373, 'Z': 0.01636873185634613}]
[{'X': 0.25361642241477966, 'Y': 0.6582151651382446, 'Z': -6.161838973639533e-05}, {'X': 0.2169550657272339, 'Y': 0.6219819784164429, 'Z': -0.015041946433484554}, {'X': 0.20134006440639496, 'Y': 0.5711607336997986, 'Z': -0.015884751453995705}, {'X': 0.21729013323783875, 'Y': 0.5224601030349731, 'Z': -0.01784180849790573}, {'X': 0.2383507639169693, 'Y': 0.49915099143981934, 'Z': -0.01704767346382141}, {'X': 0.19848182797431946, 'Y': 0.5323113203048706, 'Z': 0.021063372492790222}, {'X': 0.1939556896686554, 'Y': 0.47826340794563293, 'Z': 0.016479065641760826}, {'X': 0.19627153873443604, 'Y': 0.4451451897621155, 'Z': 0.009521149098873138}, {'X': 0.19935694336891174, 'Y': 0.41638773679733276, 'Z': 0.004115965683013201}, {'X': 0.22375063598155975, 'Y': 0.5230129361152649, 'Z': 0.02212013490498066}, {'X': 0.2187088429927826, 'Y': 0.4664683938026428, 'Z': 0.027821658179163933}, {'X': 0.21849316358566284, 'Y': 0.4286016523838043, 'Z': 0.021717865020036697}, {'X': 0.21920908987522125, 'Y': 0.3992091119289398, 'Z': 0.0161988977342844}, {'X': 0.24724340438842773, 'Y': 0.5230357050895691, 'Z': 0.018467798829078674}, {'X': 0.24283237755298615, 'Y': 0.4704657196998596, 'Z': 0.020161088556051254}, {'X': 0.24044407904148102, 'Y': 0.4378640055656433, 'Z': 0.011097172275185585}, {'X': 0.2387969195842743, 'Y': 0.41143137216567993, 'Z': 0.0044695110991597176}, {'X': 0.2715875506401062, 'Y': 0.5322206616401672, 'Z': 0.011498918756842613}, {'X': 0.26442426443099976, 'Y': 0.49269500374794006, 'Z': 0.00910003948956728}, {'X': 0.26173391938209534, 'Y': 0.46648043394088745, 'Z': 0.0028110803104937077}, {'X': 0.25872257351875305, 'Y': 0.4410926103591919, 'Z': -0.0006723785772919655}]
[{'X': 0.25505441427230835, 'Y': 0.662380576133728, 'Z': -3.632004518294707e-05}, {'X': 0.21557685732841492, 'Y': 0.620930016040802, 'Z': -0.012336581014096737}, {'X': 0.19840463995933533, 'Y': 0.5659643411636353, 'Z': -0.007958105765283108}, {'X': 0.21869789063930511, 'Y': 0.5160934925079346, 'Z': -0.003538146149367094}, {'X': 0.24415460228919983, 'Y': 0.49852675199508667, 'Z': 0.0077431718818843365}, {'X': 0.19848677515983582, 'Y': 0.5236770510673523, 'Z': 0.032673534005880356}, {'X': 0.19687636196613312, 'Y': 0.4716656804084778, 'Z': 0.03497157245874405}, {'X': 0.19922932982444763, 'Y': 0.44011807441711426, 'Z': 0.03148097172379494}, {'X': 0.20170025527477264, 'Y': 0.41294437646865845, 'Z': 0.02597733400762081}, {'X': 0.22377675771713257, 'Y': 0.5142261981964111, 'Z': 0.0338355153799057}, {'X': 0.22087469696998596, 'Y': 0.4564007818698883, 'Z': 0.04384126886725426}, {'X': 0.21955911815166473, 'Y': 0.4204746186733246, 'Z': 0.040039755403995514}, {'X': 0.22038234770298004, 'Y': 0.39421606063842773, 'Z': 0.037301622331142426}, {'X': 0.24689708650112152, 'Y': 0.5159863829612732, 'Z': 0.02992084063589573}, {'X': 0.24633705615997314, 'Y': 0.4630145728588104, 'Z': 0.035308316349983215}, {'X': 0.24296621978282928, 'Y': 0.4298751950263977, 'Z': 0.029551224783062935}, {'X': 0.24118460714817047, 'Y': 0.40379858016967773, 'Z': 0.025871368125081062}, {'X': 0.2711387872695923, 'Y': 0.5285742282867432, 'Z': 0.022069131955504417}, {'X': 0.2691505551338196, 'Y': 0.4892455041408539, 'Z': 0.021766068413853645}, {'X': 0.2670102119445801, 'Y': 0.46418723464012146, 'Z': 0.0190283190459013}, {'X': 0.26516658067703247, 'Y': 0.44101405143737793, 'Z': 0.020259231328964233}]
[{'X': 0.2559088468551636, 'Y': 0.6609793901443481, 'Z': -6.104624480940402e-05}, {'X': 0.21593067049980164, 'Y': 0.6202223300933838, 'Z': -0.009678338654339314}, {'X': 0.1986963003873825, 'Y': 0.5678905844688416, 'Z': -0.004094249568879604}, {'X': 0.21735206246376038, 'Y': 0.5205172300338745, 'Z': 0.00022262513812165707}, {'X': 0.24129840731620789, 'Y': 0.5053516626358032, 'Z': 0.00769259175285697}, {'X': 0.1985325962305069, 'Y': 0.5303037762641907, 'Z': 0.03611798584461212}, {'X': 0.19265271723270416, 'Y': 0.4776131510734558, 'Z': 0.03525950014591217}, {'X': 0.19355228543281555, 'Y': 0.44499671459198, 'Z': 0.028768543154001236}, {'X': 0.19482086598873138, 'Y': 0.4160580039024353, 'Z': 0.02420012466609478}, {'X': 0.22281083464622498, 'Y': 0.5197347402572632, 'Z': 0.03563015162944794}, {'X': 0.2174561619758606, 'Y': 0.4618988633155823, 'Z': 0.043698251247406006}, {'X': 0.2159823775291443, 'Y': 0.4241439700126648, 'Z': 0.03637521713972092}, {'X': 0.21563978493213654, 'Y': 0.3940412402153015, 'Z': 0.030749114230275154}, {'X': 0.24584326148033142, 'Y': 0.5190569758415222, 'Z': 0.02989247627556324}, {'X': 0.24315275251865387, 'Y': 0.4649036228656769, 'Z': 0.03434920683503151}, {'X': 0.24010343849658966, 'Y': 0.43132925033569336, 'Z': 0.02525133453309536}, {'X': 0.23783497512340546, 'Y': 0.4027627110481262, 'Z': 0.019505208358168602}, {'X': 0.2697957754135132, 'Y': 0.528513491153717, 'Z': 0.02105940878391266}, {'X': 0.267233282327652, 'Y': 0.48895463347435, 'Z': 0.02071329765021801}, {'X': 0.2658275067806244, 'Y': 0.4625754952430725, 'Z': 0.016831614077091217}, {'X': 0.26394373178482056, 'Y': 0.43738311529159546, 'Z': 0.01605214551091194}]
[{'X': 0.2615097761154175, 'Y': 0.6700772643089294, 'Z': -6.114835559856147e-05}, {'X': 0.22027559578418732, 'Y': 0.6325860619544983, 'Z': -0.024967892095446587}, {'X': 0.2002291977405548, 'Y': 0.579209566116333, 'Z': -0.027352407574653625}, {'X': 0.21416398882865906, 'Y': 0.5294041037559509, 'Z': -0.02933245524764061}, {'X': 0.23216228187084198, 'Y': 0.5057588219642639, 'Z': -0.025027701631188393}, {'X': 0.1985742747783661, 'Y': 0.5291851758956909, 'Z': 0.015722839161753654}, {'X': 0.1953534334897995, 'Y': 0.47511160373687744, 'Z': 0.013110154308378696}, {'X': 0.19568102061748505, 'Y': 0.4415070414543152, 'Z': 0.006592999678105116}, {'X': 0.19624535739421844, 'Y': 0.41202861070632935, 'Z': 0.0005850504385307431}, {'X': 0.2237100899219513, 'Y': 0.5202603340148926, 'Z': 0.020202312618494034}, {'X': 0.2182561159133911, 'Y': 0.4610377252101898, 'Z': 0.025078702718019485}, {'X': 0.2171875536441803, 'Y': 0.42368364334106445, 'Z': 0.01580760069191456}, {'X': 0.2183079719543457, 'Y': 0.3932546079158783, 'Z': 0.008329430595040321}, {'X': 0.24663145840168, 'Y': 0.5221651792526245, 'Z': 0.018663369119167328}, {'X': 0.24420066177845, 'Y': 0.46797898411750793, 'Z': 0.018915873020887375}, {'X': 0.24104048311710358, 'Y': 0.434251606464386, 'Z': 0.003941063303500414}, {'X': 0.23915809392929077, 'Y': 0.40527769923210144, 'Z': -0.007254475727677345}, {'X': 0.27108344435691833, 'Y': 0.5340501070022583, 'Z': 0.012982903979718685}, {'X': 0.2695021629333496, 'Y': 0.49467724561691284, 'Z': 0.008356289006769657}, {'X': 0.2677735388278961, 'Y': 0.4691944718360901, 'Z': -0.0014003432588651776}, {'X': 0.2656667232513428, 'Y': 0.44368642568588257, 'Z': -0.007985742762684822}]
[{'X': 0.2618434429168701, 'Y': 0.659692645072937, 'Z': -5.5391010391758755e-05}, {'X': 0.22253668308258057, 'Y': 0.6306462287902832, 'Z': -0.026123596355319023}, {'X': 0.20080968737602234, 'Y': 0.5795659422874451, 'Z': -0.030686989426612854}, {'X': 0.21813024580478668, 'Y': 0.5296270251274109, 'Z': -0.03160490095615387}, {'X': 0.2405359447002411, 'Y': 0.5071721076965332, 'Z': -0.024427516385912895}, {'X': 0.19991305470466614, 'Y': 0.5324229598045349, 'Z': 0.007327016908675432}, {'X': 0.195550799369812, 'Y': 0.47893014550209045, 'Z': 0.0006483554025180638}, {'X': 0.19587165117263794, 'Y': 0.44546449184417725, 'Z': -0.007413641549646854}, {'X': 0.1970847100019455, 'Y': 0.41571712493896484, 'Z': -0.01477641612291336}, {'X': 0.22464781999588013, 'Y': 0.5204297304153442, 'Z': 0.011592701077461243}, {'X': 0.21944139897823334, 'Y': 0.4588966369628906, 'Z': 0.012540961615741253}, {'X': 0.21735648810863495, 'Y': 0.4216766953468323, 'Z': 0.002440154552459717}, {'X': 0.21749743819236755, 'Y': 0.39372020959854126, 'Z': -0.0035334082785993814}, {'X': 0.24732705950737, 'Y': 0.5194224715232849, 'Z': 0.010655282996594906}, {'X': 0.24434904754161835, 'Y': 0.4635675549507141, 'Z': 0.009431370534002781}, {'X': 0.24142087996006012, 'Y': 0.4295923709869385, 'Z': -0.0014657662250101566}, {'X': 0.23963047564029694, 'Y': 0.40167224407196045, 'Z': -0.008309849537909031}, {'X': 0.27125442028045654, 'Y': 0.5291878581047058, 'Z': 0.005276148207485676}, {'X': 0.26926833391189575, 'Y': 0.4874100089073181, 'Z': 3.250322333769873e-05}, {'X': 0.2674849331378937, 'Y': 0.46272560954093933, 'Z': -0.005585072096437216}, {'X': 0.2656303644180298, 'Y': 0.44055843353271484, 'Z': -0.00582865858450532}]
[{'X': 0.26117345690727234, 'Y': 0.6668672561645508, 'Z': -6.170426058815792e-05}, {'X': 0.22130288183689117, 'Y': 0.6331029534339905, 'Z': -0.026924405246973038}, {'X': 0.2004069983959198, 'Y': 0.5813351273536682, 'Z': -0.03229910135269165}, {'X': 0.21627184748649597, 'Y': 0.5300958156585693, 'Z': -0.03512198105454445}, {'X': 0.23905736207962036, 'Y': 0.5085189342498779, 'Z': -0.03337135538458824}, {'X': 0.20012901723384857, 'Y': 0.5340496301651001, 'Z': 0.00442571472376585}, {'X': 0.1946515589952469, 'Y': 0.4794198274612427, 'Z': -0.004331041127443314}, {'X': 0.19459021091461182, 'Y': 0.44494831562042236, 'Z': -0.01362910121679306}, {'X': 0.19503943622112274, 'Y': 0.41329634189605713, 'Z': -0.020525632426142693}, {'X': 0.22532132267951965, 'Y': 0.5237879157066345, 'Z': 0.00850119348615408}, {'X': 0.2187689244747162, 'Y': 0.4632185101509094, 'Z': 0.008099243976175785}, {'X': 0.2165256142616272, 'Y': 0.4236948788166046, 'Z': -0.0017439194489270449}, {'X': 0.21667912602424622, 'Y': 0.3919185698032379, 'Z': -0.009903657250106335}, {'X': 0.2481618970632553, 'Y': 0.524721086025238, 'Z': 0.007061146665364504}, {'X': 0.24414922297000885, 'Y': 0.4688984751701355, 'Z': 0.0031807757914066315}, {'X': 0.239669531583786, 'Y': 0.4339287579059601, 'Z': -0.011010080575942993}, {'X': 0.2373739629983902, 'Y': 0.4043352007865906, 'Z': -0.020909611135721207}, {'X': 0.27272874116897583, 'Y': 0.5357472896575928, 'Z': 0.001318082446232438}, {'X': 0.2698245048522949, 'Y': 0.4948412775993347, 'Z': -0.006769510917365551}, {'X': 0.2681596279144287, 'Y': 0.4687575399875641, 'Z': -0.015580984763801098}, {'X': 0.26670050621032715, 'Y': 0.44362521171569824, 'Z': -0.021034829318523407}]
[{'X': 0.2626396119594574, 'Y': 0.6653244495391846, 'Z': -7.131344318622723e-05}, {'X': 0.2249135822057724, 'Y': 0.6327720284461975, 'Z': -0.033817172050476074}, {'X': 0.2037632316350937, 'Y': 0.5836349725723267, 'Z': -0.04554441198706627}, {'X': 0.2186279296875, 'Y': 0.5354191660881042, 'Z': -0.054883066564798355}, {'X': 0.23935724794864655, 'Y': 0.5109729766845703, 'Z': -0.05847015231847763}, {'X': 0.20095372200012207, 'Y': 0.5272303223609924, 'Z': -0.003280741861090064}, {'X': 0.1977006196975708, 'Y': 0.4756638705730438, 'Z': -0.012450817972421646}, {'X': 0.19841933250427246, 'Y': 0.4431324005126953, 'Z': -0.02272168919444084}, {'X': 0.1993262618780136, 'Y': 0.41361767053604126, 'Z': -0.031389303505420685}, {'X': 0.2258559763431549, 'Y': 0.5181023478507996, 'Z': 0.0028703121934086084}, {'X': 0.22093968093395233, 'Y': 0.46057990193367004, 'Z': 0.0003505022032186389}, {'X': 0.21983125805854797, 'Y': 0.424174040555954, 'Z': -0.011808320879936218}, {'X': 0.22098498046398163, 'Y': 0.39429348707199097, 'Z': -0.018941951915621758}, {'X': 0.24850624799728394, 'Y': 0.5200965404510498, 'Z': 0.0033743144012987614}, {'X': 0.2466764599084854, 'Y': 0.46767011284828186, 'Z': -0.0009769309544935822}, {'X': 0.24424691498279572, 'Y': 0.4350476562976837, 'Z': -0.01795164681971073}, {'X': 0.24322514235973358, 'Y': 0.4061664342880249, 'Z': -0.029305243864655495}, {'X': 0.2725197970867157, 'Y': 0.5328846573829651, 'Z': -0.0008579793502576649}, {'X': 0.2715439796447754, 'Y': 0.49460330605506897, 'Z': -0.008955900557339191}, {'X': 0.270049512386322, 'Y': 0.46988576650619507, 'Z': -0.01903093419969082}, {'X': 0.26820653676986694, 'Y': 0.44539037346839905, 'Z': -0.02512185275554657}]
