[{'X': 0.723354697227478, 'Y': 0.9114168882369995, 'Z': -0.0001409808173775673}, {'X': 0.6044179201126099, 'Y': 0.8679990768432617, 'Z': -0.03409787267446518}, {'X': 0.5300570726394653, 'Y': 0.7248973846435547, 'Z': -0.04188346862792969}, {'X': 0.5039409399032593, 'Y': 0.5958011746406555, 'Z': -0.06147332489490509}, {'X': 0.4906196594238281, 'Y': 0.5073100924491882, 'Z': -0.07053495198488235}, {'X': 0.6213248372077942, 'Y': 0.5432524085044861, 'Z': 0.025713467970490456}, {'X': 0.6157263517379761, 'Y': 0.3815232515335083, 'Z': 0.005165691953152418}, {'X': 0.6182593107223511, 'Y': 0.2873074412345886, 'Z': -0.007396987173706293}, {'X': 0.6217807531356812, 'Y': 0.20749419927597046, 'Z': -0.015184343792498112}, {'X': 0.6894347667694092, 'Y': 0.5355476140975952, 'Z': 0.008748525753617287}, {'X': 0.6826846599578857, 'Y': 0.3534817695617676, 'Z': -0.002392080845311284}, {'X': 0.6819486021995544, 'Y': 0.2473321557044983, 'Z': -0.02848435752093792}, {'X': 0.6857808232307434, 'Y': 0.15747034549713135, 'Z': -0.042733240872621536}, {'X': 0.7532029151916504, 'Y': 0.5592321157455444, 'Z': -0.016679339110851288}, {'X': 0.7561584115028381, 'Y': 0.3935524523258209, 'Z': -0.03280456364154816}, {'X': 0.7576819658279419, 'Y': 0.294580340385437, 'Z': -0.05603523552417755}, {'X': 0.7561431527137756, 'Y': 0.2117331326007843, 'Z': -0.07524220645427704}, {'X': 0.8184353113174438, 'Y': 0.6087775826454163, 'Z': -0.04759562388062477}, {'X': 0.8277584314346313, 'Y': 0.4753154218196869, 'Z': -0.07601392269134521}, {'X': 0.8311394453048706, 'Y': 0.3932306468486786, 'Z': -0.10058597475290298}, {'X': 0.8277864456176758, 'Y': 0.31200098991394043, 'Z': -0.11515901237726212}]
[{'X': 0.7263679504394531, 'Y': 0.8970192670822144, 'Z': -0.0001292159577133134}, {'X': 0.6345278024673462, 'Y': 0.831890881061554, 'Z': 0.0014409308787435293}, {'X': 0.5798213481903076, 'Y': 0.6971447467803955, 'Z': 0.0071957409381866455}, {'X': 0.5550893545150757, 'Y': 0.5940294861793518, 'Z': -0.006643401458859444}, {'X': 0.5440055131912231, 'Y': 0.5074163675308228, 'Z': -0.014064359478652477}, {'X': 0.6553010940551758, 'Y': 0.5970529317855835, 'Z': 0.07475066184997559}, {'X': 0.6361128687858582, 'Y': 0.5212456583976746, 'Z': 0.01719023659825325}, {'X': 0.6300429105758667, 'Y': 0.591966450214386, 'Z': -0.03405984118580818}, {'X': 0.6358233094215393, 'Y': 0.6553554534912109, 'Z': -0.053664494305849075}, {'X': 0.7039273381233215, 'Y': 0.574988067150116, 'Z': 0.0453120619058609}, {'X': 0.694409966468811, 'Y': 0.42996490001678467, 'Z': 0.05178355053067207}, {'X': 0.6834583282470703, 'Y': 0.35780203342437744, 'Z': 0.045507218688726425}, {'X': 0.6711890697479248, 'Y': 0.3046039342880249, 'Z': 0.04823886603116989}, {'X': 0.7548681497573853, 'Y': 0.5823798179626465, 'Z': 0.004457159899175167}, {'X': 0.7499651908874512, 'Y': 0.4317115247249603, 'Z': 0.006652786862105131}, {'X': 0.7372084259986877, 'Y': 0.35698503255844116, 'Z': 0.009677009657025337}, {'X': 0.7210235595703125, 'Y': 0.2956833243370056, 'Z': 0.015226675197482109}, {'X': 0.8067411184310913, 'Y': 0.6138216853141785, 'Z': -0.043213218450546265}, {'X': 0.8131711483001709, 'Y': 0.4972609579563141, 'Z': -0.04147111251950264}, {'X': 0.8046548366546631, 'Y': 0.43181538581848145, 'Z': -0.03275404870510101}, {'X': 0.791872501373291, 'Y': 0.36150163412094116, 'Z': -0.026905307546257973}]
[{'X': 0.7273762822151184, 'Y': 0.8992414474487305, 'Z': -0.00011495376384118572}, {'X': 0.6381068825721741, 'Y': 0.8338909149169922, 'Z': -0.007032393477857113}, {'X': 0.5853571891784668, 'Y': 0.6979290843009949, 'Z': -0.0035716535057872534}, {'X': 0.5652913451194763, 'Y': 0.5921126008033752, 'Z': -0.018127115443348885}, {'X': 0.5667061805725098, 'Y': 0.5041993856430054, 'Z': -0.022685106843709946}, {'X': 0.6567944884300232, 'Y': 0.5998008251190186, 'Z': 0.06319718807935715}, {'X': 0.6374159455299377, 'Y': 0.5263234972953796, 'Z': 0.002119220793247223}, {'X': 0.6304288506507874, 'Y': 0.5962007641792297, 'Z': -0.04351229593157768}, {'X': 0.6353231072425842, 'Y': 0.6576660871505737, 'Z': -0.05829837918281555}, {'X': 0.7060809135437012, 'Y': 0.5780130624771118, 'Z': 0.035798728466033936}, {'X': 0.6981744766235352, 'Y': 0.4389064311981201, 'Z': 0.04114400967955589}, {'X': 0.6886674165725708, 'Y': 0.3771853744983673, 'Z': 0.03956184163689613}, {'X': 0.6773452758789062, 'Y': 0.33371421694755554, 'Z': 0.04479781910777092}, {'X': 0.7559052109718323, 'Y': 0.5848127603530884, 'Z': -0.0044397166930139065}, {'X': 0.7538562417030334, 'Y': 0.43745550513267517, 'Z': -0.0034443435724824667}, {'X': 0.7411150336265564, 'Y': 0.3647210896015167, 'Z': 0.0012864780146628618}, {'X': 0.7238377928733826, 'Y': 0.30311763286590576, 'Z': 0.008422156795859337}, {'X': 0.8065165877342224, 'Y': 0.6151502728462219, 'Z': -0.052108898758888245}, {'X': 0.8125443458557129, 'Y': 0.5006369948387146, 'Z': -0.04952751472592354}, {'X': 0.8046950101852417, 'Y': 0.4368249475955963, 'Z': -0.03866524249315262}, {'X': 0.7919417023658752, 'Y': 0.3664930462837219, 'Z': -0.03293377906084061}]
[{'X': 0.72503262758255, 'Y': 0.8974541425704956, 'Z': -0.00017759529873728752}, {'X': 0.6380932927131653, 'Y': 0.8342640995979309, 'Z': 0.006730042863637209}, {'X': 0.5880404114723206, 'Y': 0.7009224891662598, 'Z': 0.015814635902643204}, {'X': 0.5735768675804138, 'Y': 0.5943564176559448, 'Z': 0.006863975897431374}, {'X': 0.5848792791366577, 'Y': 0.5087280869483948, 'Z': 0.004429202992469072}, {'X': 0.6598977446556091, 'Y': 0.6006234884262085, 'Z': 0.09360449016094208}, {'X': 0.6413383483886719, 'Y': 0.5234082937240601, 'Z': 0.04542040452361107}, {'X': 0.632122278213501, 'Y': 0.5815532803535461, 'Z': -0.0013268364127725363}, {'X': 0.6345044374465942, 'Y': 0.6354507803916931, 'Z': -0.020021816715598106}, {'X': 0.7060139775276184, 'Y': 0.5784350037574768, 'Z': 0.0607510581612587}, {'X': 0.7007239460945129, 'Y': 0.4410229027271271, 'Z': 0.07159020006656647}, {'X': 0.6930397748947144, 'Y': 0.38548311591148376, 'Z': 0.06285237520933151}, {'X': 0.6849067211151123, 'Y': 0.3503185510635376, 'Z': 0.058547232300043106}, {'X': 0.7548136711120605, 'Y': 0.5839188098907471, 'Z': 0.015255953185260296}, {'X': 0.7541638016700745, 'Y': 0.4384421110153198, 'Z': 0.017573310062289238}, {'X': 0.7403168678283691, 'Y': 0.3686273396015167, 'Z': 0.014855525456368923}, {'X': 0.7238866090774536, 'Y': 0.3110227584838867, 'Z': 0.014518867246806622}, {'X': 0.8063688278198242, 'Y': 0.6157017946243286, 'Z': -0.03534271568059921}, {'X': 0.8102703094482422, 'Y': 0.4996189475059509, 'Z': -0.03266172111034393}, {'X': 0.8019377589225769, 'Y': 0.4352678060531616, 'Z': -0.027034075930714607}, {'X': 0.7886713743209839, 'Y': 0.36661434173583984, 'Z': -0.027594473212957382}]
[{'X': 0.7200619578361511, 'Y': 0.8840463161468506, 'Z': -0.0001543765392852947}, {'X': 0.6389182806015015, 'Y': 0.8248229026794434, 'Z': -0.0026302754413336515}, {'X': 0.5896928906440735, 'Y': 0.6965035200119019, 'Z': 0.0024938881397247314}, {'X': 0.5777129530906677, 'Y': 0.5923176407814026, 'Z': -0.007876168936491013}, {'X': 0.5950762033462524, 'Y': 0.5136103630065918, 'Z': -0.008393139578402042}, {'X': 0.6586456894874573, 'Y': 0.5910486578941345, 'Z': 0.08634483069181442}, {'X': 0.6430438160896301, 'Y': 0.5135762095451355, 'Z': 0.02862461842596531}, {'X': 0.639019787311554, 'Y': 0.5724737644195557, 'Z': -0.024715816602110863}, {'X': 0.6455925107002258, 'Y': 0.6263793110847473, 'Z': -0.045968350023031235}, {'X': 0.70343416929245, 'Y': 0.5696792006492615, 'Z': 0.0551777221262455}, {'X': 0.7012130618095398, 'Y': 0.43296149373054504, 'Z': 0.05114636570215225}, {'X': 0.6988494396209717, 'Y': 0.3820858597755432, 'Z': 0.03522500395774841}, {'X': 0.6961958408355713, 'Y': 0.3509787321090698, 'Z': 0.029235705733299255}, {'X': 0.7517533898353577, 'Y': 0.5768309235572815, 'Z': 0.010946509428322315}, {'X': 0.7522425651550293, 'Y': 0.43506455421447754, 'Z': 0.0035211301874369383}, {'X': 0.7411723136901855, 'Y': 0.37047117948532104, 'Z': -0.0017901671817526221}, {'X': 0.7290082573890686, 'Y': 0.31751570105552673, 'Z': -0.0023199378047138453}, {'X': 0.8030761480331421, 'Y': 0.6093996167182922, 'Z': -0.039267025887966156}, {'X': 0.8077850341796875, 'Y': 0.49817514419555664, 'Z': -0.03570093214511871}, {'X': 0.8014958500862122, 'Y': 0.43702512979507446, 'Z': -0.027773328125476837}, {'X': 0.7909094095230103, 'Y': 0.3698008060455322, 'Z': -0.02644135244190693}]
[{'X': 0.7278887629508972, 'Y': 0.8847451210021973, 'Z': -0.00018542935140430927}, {'X': 0.6431402564048767, 'Y': 0.8236518502235413, 'Z': 0.003815755248069763}, {'X': 0.5913571715354919, 'Y': 0.693860650062561, 'Z': 0.017214886844158173}, {'X': 0.5813294649124146, 'Y': 0.5870983600616455, 'Z': 0.016618724912405014}, {'X': 0.6022113561630249, 'Y': 0.5122238993644714, 'Z': 0.029070734977722168}, {'X': 0.6601835489273071, 'Y': 0.5915823578834534, 'Z': 0.09477660059928894}, {'X': 0.6482696533203125, 'Y': 0.5097269415855408, 'Z': 0.046757765114307404}, {'X': 0.6464060544967651, 'Y': 0.56182461977005, 'Z': -0.006345747504383326}, {'X': 0.6517224311828613, 'Y': 0.6135534644126892, 'Z': -0.03204239532351494}, {'X': 0.7066242694854736, 'Y': 0.5677713751792908, 'Z': 0.06650407612323761}, {'X': 0.7053409218788147, 'Y': 0.4299961030483246, 'Z': 0.07000903785228729}, {'X': 0.7053091526031494, 'Y': 0.37866103649139404, 'Z': 0.053108979016542435}, {'X': 0.7029981017112732, 'Y': 0.35074400901794434, 'Z': 0.042423512786626816}, {'X': 0.7551354765892029, 'Y': 0.5723593831062317, 'Z': 0.02516171708703041}, {'X': 0.7536703944206238, 'Y': 0.43230921030044556, 'Z': 0.023150593042373657}, {'X': 0.7446606159210205, 'Y': 0.36450985074043274, 'Z': 0.015912530943751335}, {'X': 0.7317705154418945, 'Y': 0.31198346614837646, 'Z': 0.011330037377774715}, {'X': 0.8074194192886353, 'Y': 0.6039573550224304, 'Z': -0.020229196175932884}, {'X': 0.8096119165420532, 'Y': 0.4946507513523102, 'Z': -0.015249178744852543}, {'X': 0.8036903142929077, 'Y': 0.43118005990982056, 'Z': -0.00905391201376915}, {'X': 0.7934978008270264, 'Y': 0.3624511659145355, 'Z': -0.009223992936313152}]
[{'X': 0.7206562161445618, 'Y': 0.8789056539535522, 'Z': -0.0001611859624972567}, {'X': 0.6376014947891235, 'Y': 0.8221177458763123, 'Z': 0.002371736103668809}, {'X': 0.5920858979225159, 'Y': 0.6921827793121338, 'Z': 0.012627394869923592}, {'X': 0.5859947800636292, 'Y': 0.5888814926147461, 'Z': 0.009548446163535118}, {'X': 0.6024417877197266, 'Y': 0.5121573805809021, 'Z': 0.01552922185510397}, {'X': 0.6578772068023682, 'Y': 0.5916160345077515, 'Z': 0.0775875523686409}, {'X': 0.6475234627723694, 'Y': 0.5072214007377625, 'Z': 0.024306179955601692}, {'X': 0.6443749070167542, 'Y': 0.5575218200683594, 'Z': -0.036157067865133286}, {'X': 0.6489349007606506, 'Y': 0.6125905513763428, 'Z': -0.0689123272895813}, {'X': 0.7048274278640747, 'Y': 0.5694325566291809, 'Z': 0.05078936740756035}, {'X': 0.7059392929077148, 'Y': 0.4359820783138275, 'Z': 0.043340157717466354}, {'X': 0.7051767110824585, 'Y': 0.3898369073867798, 'Z': 0.012478027492761612}, {'X': 0.7023733258247375, 'Y': 0.3731536865234375, 'Z': -0.00802378635853529}, {'X': 0.7552852630615234, 'Y': 0.5745643973350525, 'Z': 0.012664773501455784}, {'X': 0.7563027143478394, 'Y': 0.43555277585983276, 'Z': 0.004355715587735176}, {'X': 0.7470983862876892, 'Y': 0.37077611684799194, 'Z': -0.012165261432528496}, {'X': 0.7366913557052612, 'Y': 0.32582175731658936, 'Z': -0.021752018481492996}, {'X': 0.8100665211677551, 'Y': 0.607935905456543, 'Z': -0.029780127108097076}, {'X': 0.8082732558250427, 'Y': 0.49722713232040405, 'Z': -0.02930307760834694}, {'X': 0.8002212047576904, 'Y': 0.4325001537799835, 'Z': -0.029626918956637383}, {'X': 0.7883515357971191, 'Y': 0.36890435218811035, 'Z': -0.03519587218761444}]
[{'X': 0.7219685316085815, 'Y': 0.8730509281158447, 'Z': -0.00016724338638596237}, {'X': 0.6424586772918701, 'Y': 0.818586528301239, 'Z': 0.003594405483454466}, {'X': 0.5978150367736816, 'Y': 0.6953787803649902, 'Z': 0.012812313623726368}, {'X': 0.5900468826293945, 'Y': 0.5964217782020569, 'Z': 0.008174010552465916}, {'X': 0.6059374809265137, 'Y': 0.5239555239677429, 'Z': 0.01120821014046669}, {'X': 0.6602632403373718, 'Y': 0.5902243852615356, 'Z': 0.08377115428447723}, {'X': 0.6502026915550232, 'Y': 0.5051122903823853, 'Z': 0.03725866600871086}, {'X': 0.6462768316268921, 'Y': 0.5491079092025757, 'Z': -0.02017749659717083}, {'X': 0.6491817235946655, 'Y': 0.59883713722229, 'Z': -0.05250848829746246}, {'X': 0.7055594325065613, 'Y': 0.5686337947845459, 'Z': 0.05497195944190025}, {'X': 0.7037193775177002, 'Y': 0.4352376461029053, 'Z': 0.04518786445260048}, {'X': 0.7008398175239563, 'Y': 0.39343026280403137, 'Z': 0.009164567105472088}, {'X': 0.6965721249580383, 'Y': 0.3824678361415863, 'Z': -0.014893049374222755}, {'X': 0.755284309387207, 'Y': 0.5738606452941895, 'Z': 0.015415506437420845}, {'X': 0.7553485035896301, 'Y': 0.4351026713848114, 'Z': 0.0076368083246052265}, {'X': 0.7476382255554199, 'Y': 0.36962035298347473, 'Z': -0.01383407972753048}, {'X': 0.737758457660675, 'Y': 0.3230045735836029, 'Z': -0.029425449669361115}, {'X': 0.8098458647727966, 'Y': 0.6069160103797913, 'Z': -0.02804577723145485}, {'X': 0.8096736073493958, 'Y': 0.4976533055305481, 'Z': -0.025386646389961243}, {'X': 0.8038684129714966, 'Y': 0.43169140815734863, 'Z': -0.027663102373480797}, {'X': 0.7928465604782104, 'Y': 0.3655054569244385, 'Z': -0.03722335770726204}]
[{'X': 0.7353063821792603, 'Y': 0.8763153553009033, 'Z': -0.00013777529238723218}, {'X': 0.6424654722213745, 'Y': 0.8154247999191284, 'Z': 0.036424972116947174}, {'X': 0.6036049127578735, 'Y': 0.6995993852615356, 'Z': 0.06453815847635269}, {'X': 0.5942487120628357, 'Y': 0.6046023964881897, 'Z': 0.07236034423112869}, {'X': 0.6109265685081482, 'Y': 0.5330706834793091, 'Z': 0.0847422182559967}, {'X': 0.6766085624694824, 'Y': 0.5807175636291504, 'Z': 0.16285306215286255}, {'X': 0.6687083840370178, 'Y': 0.47694554924964905, 'Z': 0.13966915011405945}, {'X': 0.657324492931366, 'Y': 0.492122083902359, 'Z': 0.0810730904340744}, {'X': 0.6557835936546326, 'Y': 0.5278905034065247, 'Z': 0.047442398965358734}, {'X': 0.7209675312042236, 'Y': 0.5607374310493469, 'Z': 0.12181062996387482}, {'X': 0.7252289056777954, 'Y': 0.4270966053009033, 'Z': 0.1406583935022354}, {'X': 0.7169329524040222, 'Y': 0.37968501448631287, 'Z': 0.11515283584594727}, {'X': 0.7093820571899414, 'Y': 0.35866880416870117, 'Z': 0.09745796024799347}, {'X': 0.7672691345214844, 'Y': 0.5657845735549927, 'Z': 0.06914783269166946}, {'X': 0.7737741470336914, 'Y': 0.4314703345298767, 'Z': 0.08412250876426697}, {'X': 0.7632883787155151, 'Y': 0.3672609329223633, 'Z': 0.0719166249036789}, {'X': 0.7519181966781616, 'Y': 0.3206945061683655, 'Z': 0.06403432786464691}, {'X': 0.8156241178512573, 'Y': 0.5950045585632324, 'Z': 0.013525906950235367}, {'X': 0.8188416361808777, 'Y': 0.4811784625053406, 'Z': 0.029399491846561432}, {'X': 0.8121169805526733, 'Y': 0.41627180576324463, 'Z': 0.039133090525865555}, {'X': 0.8027384877204895, 'Y': 0.3571707606315613, 'Z': 0.04278538003563881}]
[{'X': 0.7394868731498718, 'Y': 0.8921476602554321, 'Z': -0.00012041149602737278}, {'X': 0.6404061317443848, 'Y': 0.8211508989334106, 'Z': 0.033010248094797134}, {'X': 0.5983949899673462, 'Y': 0.6938132047653198, 'Z': 0.06131115183234215}, {'X': 0.5887464284896851, 'Y': 0.5937281847000122, 'Z': 0.07008980214595795}, {'X': 0.6083405613899231, 'Y': 0.5251843333244324, 'Z': 0.0841245949268341}, {'X': 0.6894875764846802, 'Y': 0.5711430311203003, 'Z': 0.15496838092803955}, {'X': 0.6873804926872253, 'Y': 0.4580334722995758, 'Z': 0.14402104914188385}, {'X': 0.6696115732192993, 'Y': 0.4641869068145752, 'Z': 0.08940156549215317}, {'X': 0.6610323786735535, 'Y': 0.4998443126678467, 'Z': 0.04882483929395676}, {'X': 0.7375141382217407, 'Y': 0.5541442036628723, 'Z': 0.11994641274213791}, {'X': 0.7502343654632568, 'Y': 0.41434186697006226, 'Z': 0.15402629971504211}, {'X': 0.7405361533164978, 'Y': 0.34242475032806396, 'Z': 0.13396619260311127}, {'X': 0.7271633744239807, 'Y': 0.2972598373889923, 'Z': 0.11216357350349426}, {'X': 0.7830630540847778, 'Y': 0.5638998746871948, 'Z': 0.07265220582485199}, {'X': 0.7957965731620789, 'Y': 0.42642655968666077, 'Z': 0.09635907411575317}, {'X': 0.7854793071746826, 'Y': 0.3532727360725403, 'Z': 0.08788681775331497}, {'X': 0.7720248699188232, 'Y': 0.3022304177284241, 'Z': 0.07620750367641449}, {'X': 0.8274203538894653, 'Y': 0.5970034599304199, 'Z': 0.023164087906479836}, {'X': 0.8356935977935791, 'Y': 0.48511648178100586, 'Z': 0.03213312476873398}, {'X': 0.8325983285903931, 'Y': 0.41833823919296265, 'Z': 0.03766515105962753}, {'X': 0.8250715136528015, 'Y': 0.3585900068283081, 'Z': 0.03910883143544197}]
[{'X': 0.7459075450897217, 'Y': 0.8719016909599304, 'Z': -0.00017631080118007958}, {'X': 0.6460018157958984, 'Y': 0.8118393421173096, 'Z': 0.024188214913010597}, {'X': 0.597684919834137, 'Y': 0.6914950609207153, 'Z': 0.047555111348629}, {'X': 0.5830922722816467, 'Y': 0.5899163484573364, 'Z': 0.0498354472219944}, {'X': 0.6048349738121033, 'Y': 0.515840470790863, 'Z': 0.05853469297289848}, {'X': 0.6918878555297852, 'Y': 0.5710968971252441, 'Z': 0.16044741868972778}, {'X': 0.6925901174545288, 'Y': 0.46462634205818176, 'Z': 0.16846267879009247}, {'X': 0.6757789254188538, 'Y': 0.4630477726459503, 'Z': 0.13361915946006775}, {'X': 0.6668146252632141, 'Y': 0.4878976345062256, 'Z': 0.10671790689229965}, {'X': 0.7398930788040161, 'Y': 0.5520975589752197, 'Z': 0.1256711632013321}, {'X': 0.7528398036956787, 'Y': 0.4160469174385071, 'Z': 0.1679268479347229}, {'X': 0.738328754901886, 'Y': 0.3676052689552307, 'Z': 0.16033801436424255}, {'X': 0.7257407307624817, 'Y': 0.35029125213623047, 'Z': 0.15076203644275665}, {'X': 0.7847780585289001, 'Y': 0.5560919046401978, 'Z': 0.07769212871789932}, {'X': 0.8001253604888916, 'Y': 0.4221259355545044, 'Z': 0.11114563047885895}, {'X': 0.7907041311264038, 'Y': 0.3503955602645874, 'Z': 0.11332711577415466}, {'X': 0.7807560563087463, 'Y': 0.30087655782699585, 'Z': 0.10709845274686813}, {'X': 0.8280507326126099, 'Y': 0.5832936763763428, 'Z': 0.025192823261022568}, {'X': 0.8432611227035522, 'Y': 0.4691903293132782, 'Z': 0.04557869955897331}, {'X': 0.8445002436637878, 'Y': 0.40268296003341675, 'Z': 0.05840587243437767}, {'X': 0.8425597548484802, 'Y': 0.3450697064399719, 'Z': 0.06326942145824432}]
[{'X': 0.7467923760414124, 'Y': 0.8814107179641724, 'Z': -0.00016193161718547344}, {'X': 0.6420828700065613, 'Y': 0.8194538354873657, 'Z': 0.03522425517439842}, {'X': 0.5950770378112793, 'Y': 0.6943892240524292, 'Z': 0.06953306496143341}, {'X': 0.5854681134223938, 'Y': 0.5936192870140076, 'Z': 0.08378370106220245}, {'X': 0.6028468608856201, 'Y': 0.5254819989204407, 'Z': 0.10562600940465927}, {'X': 0.6909713745117188, 'Y': 0.5661952495574951, 'Z': 0.17493273317813873}, {'X': 0.6938289999961853, 'Y': 0.46213412284851074, 'Z': 0.17954152822494507}, {'X': 0.678395688533783, 'Y': 0.4564814269542694, 'Z': 0.13896828889846802}, {'X': 0.6700700521469116, 'Y': 0.48011788725852966, 'Z': 0.10609275102615356}, {'X': 0.741005539894104, 'Y': 0.5473158359527588, 'Z': 0.13980983197689056}, {'X': 0.7526136040687561, 'Y': 0.4100152254104614, 'Z': 0.18318000435829163}, {'X': 0.7447671890258789, 'Y': 0.3444668650627136, 'Z': 0.17496013641357422}, {'X': 0.7348536849021912, 'Y': 0.30654093623161316, 'Z': 0.16345657408237457}, {'X': 0.7885643839836121, 'Y': 0.5523613095283508, 'Z': 0.09108395129442215}, {'X': 0.7999474406242371, 'Y': 0.41422784328460693, 'Z': 0.11970555782318115}, {'X': 0.7944575548171997, 'Y': 0.33853214979171753, 'Z': 0.11979712545871735}, {'X': 0.7866317629814148, 'Y': 0.2840437889099121, 'Z': 0.11461011320352554}, {'X': 0.835204005241394, 'Y': 0.5818385481834412, 'Z': 0.039446938782930374}, {'X': 0.8476489782333374, 'Y': 0.4675222635269165, 'Z': 0.0520714595913887}, {'X': 0.8506746292114258, 'Y': 0.40123867988586426, 'Z': 0.06323651224374771}, {'X': 0.8506767749786377, 'Y': 0.34220191836357117, 'Z': 0.06964029371738434}]
[{'X': 0.7435504794120789, 'Y': 0.8741436004638672, 'Z': -0.0001324464683420956}, {'X': 0.6354632377624512, 'Y': 0.8070484399795532, 'Z': 0.050275370478630066}, {'X': 0.5958491563796997, 'Y': 0.6852232217788696, 'Z': 0.09280538558959961}, {'X': 0.5900229215621948, 'Y': 0.5864450931549072, 'Z': 0.11181312054395676}, {'X': 0.6022539138793945, 'Y': 0.5181504487991333, 'Z': 0.13101491332054138}, {'X': 0.6953032612800598, 'Y': 0.5752315521240234, 'Z': 0.19482794404029846}, {'X': 0.6951087713241577, 'Y': 0.48316073417663574, 'Z': 0.2222214639186859}, {'X': 0.6779711246490479, 'Y': 0.47540217638015747, 'Z': 0.2058001011610031}, {'X': 0.6683197617530823, 'Y': 0.48860934376716614, 'Z': 0.18772421777248383}, {'X': 0.7422543168067932, 'Y': 0.5562143921852112, 'Z': 0.1563347578048706}, {'X': 0.7499410510063171, 'Y': 0.4260440170764923, 'Z': 0.22028785943984985}, {'X': 0.7412497401237488, 'Y': 0.36495834589004517, 'Z': 0.23152364790439606}, {'X': 0.7331570386886597, 'Y': 0.32806098461151123, 'Z': 0.23640605807304382}, {'X': 0.7868396043777466, 'Y': 0.5566936135292053, 'Z': 0.10389845818281174}, {'X': 0.7983038425445557, 'Y': 0.42466849088668823, 'Z': 0.15086711943149567}, {'X': 0.794867217540741, 'Y': 0.34849512577056885, 'Z': 0.16403047740459442}, {'X': 0.7905182242393494, 'Y': 0.2902854084968567, 'Z': 0.1660948246717453}, {'X': 0.8313939571380615, 'Y': 0.5793607234954834, 'Z': 0.04874834418296814}, {'X': 0.8425976634025574, 'Y': 0.4646250605583191, 'Z': 0.0715901106595993}, {'X': 0.8421801328659058, 'Y': 0.3993546962738037, 'Z': 0.08513346314430237}, {'X': 0.8402131199836731, 'Y': 0.34447938203811646, 'Z': 0.08994317799806595}]
[{'X': 0.7431908249855042, 'Y': 0.8843088746070862, 'Z': -0.00014902222028467804}, {'X': 0.6446510553359985, 'Y': 0.8169866800308228, 'Z': 0.033397652208805084}, {'X': 0.5991171598434448, 'Y': 0.6877931356430054, 'Z': 0.06495722383260727}, {'X': 0.5908488631248474, 'Y': 0.5841035842895508, 'Z': 0.0766792744398117}, {'X': 0.6101258397102356, 'Y': 0.518308699131012, 'Z': 0.09355071187019348}, {'X': 0.6937673687934875, 'Y': 0.5643254518508911, 'Z': 0.17130042612552643}, {'X': 0.6900855898857117, 'Y': 0.46264535188674927, 'Z': 0.1816568374633789}, {'X': 0.6779225468635559, 'Y': 0.455994188785553, 'Z': 0.14877764880657196}, {'X': 0.6729258298873901, 'Y': 0.47490304708480835, 'Z': 0.12165682017803192}, {'X': 0.7421860098838806, 'Y': 0.545248806476593, 'Z': 0.1372879445552826}, {'X': 0.7545412182807922, 'Y': 0.4063206911087036, 'Z': 0.1822052001953125}, {'X': 0.7494663596153259, 'Y': 0.34421807527542114, 'Z': 0.17466036975383759}, {'X': 0.7417906522750854, 'Y': 0.31066542863845825, 'Z': 0.16433154046535492}, {'X': 0.7855570912361145, 'Y': 0.551055908203125, 'Z': 0.09097470343112946}, {'X': 0.7981016039848328, 'Y': 0.41433706879615784, 'Z': 0.12015178054571152}, {'X': 0.7953313589096069, 'Y': 0.34532278776168823, 'Z': 0.11812004446983337}, {'X': 0.7901807427406311, 'Y': 0.2984675168991089, 'Z': 0.11047324538230896}, {'X': 0.8282709121704102, 'Y': 0.5794631838798523, 'Z': 0.04210949316620827}, {'X': 0.8387815952301025, 'Y': 0.46676722168922424, 'Z': 0.05788694694638252}, {'X': 0.8428815603256226, 'Y': 0.40306001901626587, 'Z': 0.06976491957902908}, {'X': 0.8448928594589233, 'Y': 0.3468804657459259, 'Z': 0.07496325671672821}]
