[{'X': 0.6267287135124207, 'Y': 0.9021146893501282, 'Z': -0.00015805136354174465}, {'X': 0.5285441875457764, 'Y': 0.8850523233413696, 'Z': -0.0271972194314003}, {'X': 0.45820462703704834, 'Y': 0.7806474566459656, 'Z': -0.03634629026055336}, {'X': 0.4205998182296753, 'Y': 0.6812133193016052, 'Z': -0.055638495832681656}, {'X': 0.39742666482925415, 'Y': 0.609281063079834, 'Z': -0.0638691857457161}, {'X': 0.5267042517662048, 'Y': 0.6032758355140686, 'Z': 0.02588433027267456}, {'X': 0.5069372057914734, 'Y': 0.4723687469959259, 'Z': 0.022816985845565796}, {'X': 0.49743950366973877, 'Y': 0.4002159833908081, 'Z': 0.018443170934915543}, {'X': 0.4920751452445984, 'Y': 0.3422417640686035, 'Z': 0.01374859269708395}, {'X': 0.579444944858551, 'Y': 0.5866089463233948, 'Z': 0.013777995482087135}, {'X': 0.5592930316925049, 'Y': 0.43805408477783203, 'Z': 0.019632024690508842}, {'X': 0.5472029447555542, 'Y': 0.35844922065734863, 'Z': 0.008578169159591198}, {'X': 0.5427653789520264, 'Y': 0.2913767397403717, 'Z': 0.0023524989373981953}, {'X': 0.6313081979751587, 'Y': 0.5978119969367981, 'Z': -0.005238346289843321}, {'X': 0.6238648891448975, 'Y': 0.4625858664512634, 'Z': -0.00800337828695774}, {'X': 0.6171627640724182, 'Y': 0.3825860023498535, 'Z': -0.01882714033126831}, {'X': 0.6111606359481812, 'Y': 0.3144876956939697, 'Z': -0.030302751809358597}, {'X': 0.6855677366256714, 'Y': 0.6346598863601685, 'Z': -0.028960883617401123}, {'X': 0.6863452196121216, 'Y': 0.5273677110671997, 'Z': -0.04457074776291847}, {'X': 0.6834822297096252, 'Y': 0.46213477849960327, 'Z': -0.0625961497426033}, {'X': 0.6764039397239685, 'Y': 0.3991498649120331, 'Z': -0.07398039102554321}]
[{'X': 0.6221146583557129, 'Y': 0.8874999284744263, 'Z': -0.00014169527275953442}, {'X': 0.5296722650527954, 'Y': 0.873625636100769, 'Z': -0.04011431708931923}, {'X': 0.4615442752838135, 'Y': 0.7767360210418701, 'Z': -0.05782769247889519}, {'X': 0.42279377579689026, 'Y': 0.6815047264099121, 'Z': -0.08052823692560196}, {'X': 0.3964850902557373, 'Y': 0.6117858290672302, 'Z': -0.09342588484287262}, {'X': 0.5266730189323425, 'Y': 0.6006785035133362, 'Z': 0.004042832180857658}, {'X': 0.50492262840271, 'Y': 0.474577933549881, 'Z': -0.003137664869427681}, {'X': 0.4944590628147125, 'Y': 0.405831515789032, 'Z': -0.010755263268947601}, {'X': 0.48842403292655945, 'Y': 0.3509415090084076, 'Z': -0.019275084137916565}, {'X': 0.5783548951148987, 'Y': 0.5841012597084045, 'Z': -0.0019966948311775923}, {'X': 0.555890679359436, 'Y': 0.4403212368488312, 'Z': 0.0006157378084026277}, {'X': 0.5408015847206116, 'Y': 0.36546021699905396, 'Z': -0.013952109031379223}, {'X': 0.5336713194847107, 'Y': 0.3031456768512726, 'Z': -0.023775305598974228}, {'X': 0.628917396068573, 'Y': 0.5945891737937927, 'Z': -0.014772634953260422}, {'X': 0.6203285455703735, 'Y': 0.4617424011230469, 'Z': -0.018412386998534203}, {'X': 0.6118583679199219, 'Y': 0.38575994968414307, 'Z': -0.03093116730451584}, {'X': 0.604062020778656, 'Y': 0.32055771350860596, 'Z': -0.043868761509656906}, {'X': 0.6825515031814575, 'Y': 0.6303995251655579, 'Z': -0.03311212733387947}, {'X': 0.6854177117347717, 'Y': 0.5264036059379578, 'Z': -0.04753881320357323}, {'X': 0.681749165058136, 'Y': 0.46532347798347473, 'Z': -0.06426677107810974}, {'X': 0.6737217307090759, 'Y': 0.4052799940109253, 'Z': -0.07523886859416962}]
[{'X': 0.6253618001937866, 'Y': 0.887433648109436, 'Z': -0.00013103267701808363}, {'X': 0.5286591053009033, 'Y': 0.8731920719146729, 'Z': -0.036940425634384155}, {'X': 0.45835384726524353, 'Y': 0.7738592028617859, 'Z': -0.051837511360645294}, {'X': 0.41901618242263794, 'Y': 0.6779300570487976, 'Z': -0.07302292436361313}, {'X': 0.3943038582801819, 'Y': 0.6076606512069702, 'Z': -0.08350667357444763}, {'X': 0.5236120820045471, 'Y': 0.6001037955284119, 'Z': 0.007295661605894566}, {'X': 0.5023428201675415, 'Y': 0.4725954830646515, 'Z': -0.0010326131014153361}, {'X': 0.4921465218067169, 'Y': 0.40366679430007935, 'Z': -0.00892904307693243}, {'X': 0.48616713285446167, 'Y': 0.3486587107181549, 'Z': -0.01695747673511505}, {'X': 0.5765072703361511, 'Y': 0.5835905075073242, 'Z': -0.0011101027484983206}, {'X': 0.5552559494972229, 'Y': 0.4396078586578369, 'Z': -0.0012471637455746531}, {'X': 0.540854275226593, 'Y': 0.3640615940093994, 'Z': -0.018261250108480453}, {'X': 0.5340691804885864, 'Y': 0.30202460289001465, 'Z': -0.030925005674362183}, {'X': 0.6274855732917786, 'Y': 0.5938329696655273, 'Z': -0.015955043956637383}, {'X': 0.6203716993331909, 'Y': 0.4616934657096863, 'Z': -0.021907685324549675}, {'X': 0.6121124625205994, 'Y': 0.38530999422073364, 'Z': -0.037031419575214386}, {'X': 0.6039657592773438, 'Y': 0.3209131360054016, 'Z': -0.05283472687005997}, {'X': 0.6809977293014526, 'Y': 0.6282415986061096, 'Z': -0.03624334558844566}, {'X': 0.6827369928359985, 'Y': 0.5240650773048401, 'Z': -0.05092714726924896}, {'X': 0.6792116761207581, 'Y': 0.4608736038208008, 'Z': -0.06832050532102585}, {'X': 0.6711368560791016, 'Y': 0.39867889881134033, 'Z': -0.07939358055591583}]
[{'X': 0.6254217624664307, 'Y': 0.8911947011947632, 'Z': -0.0001384045899612829}, {'X': 0.5280494093894958, 'Y': 0.8768260478973389, 'Z': -0.034925926476716995}, {'X': 0.4568217396736145, 'Y': 0.7764562964439392, 'Z': -0.05030018091201782}, {'X': 0.41824179887771606, 'Y': 0.6792005300521851, 'Z': -0.07162784785032272}, {'X': 0.3943387269973755, 'Y': 0.6080356240272522, 'Z': -0.0815982073545456}, {'X': 0.5220611095428467, 'Y': 0.6003056764602661, 'Z': 0.008885732851922512}, {'X': 0.5026727318763733, 'Y': 0.47375380992889404, 'Z': -0.001107456861063838}, {'X': 0.49235275387763977, 'Y': 0.40538808703422546, 'Z': -0.008139973506331444}, {'X': 0.48568522930145264, 'Y': 0.351592481136322, 'Z': -0.01376046147197485}, {'X': 0.5747257471084595, 'Y': 0.5823727250099182, 'Z': 0.0005203179316595197}, {'X': 0.5535778403282166, 'Y': 0.43876704573631287, 'Z': 0.0010261989664286375}, {'X': 0.537915825843811, 'Y': 0.3635904788970947, 'Z': -0.012647581286728382}, {'X': 0.5291599631309509, 'Y': 0.3014706075191498, 'Z': -0.021215906366705894}, {'X': 0.6255550384521484, 'Y': 0.5921869277954102, 'Z': -0.014736959710717201}, {'X': 0.6187230348587036, 'Y': 0.45852726697921753, 'Z': -0.023751074448227882}, {'X': 0.6111079454421997, 'Y': 0.38125959038734436, 'Z': -0.03712460771203041}, {'X': 0.6028785705566406, 'Y': 0.3153195083141327, 'Z': -0.05067412182688713}, {'X': 0.6784573197364807, 'Y': 0.6277706027030945, 'Z': -0.0341358557343483}, {'X': 0.6828047037124634, 'Y': 0.5233477354049683, 'Z': -0.05277908593416214}, {'X': 0.6810356974601746, 'Y': 0.4594600796699524, 'Z': -0.07103636860847473}, {'X': 0.6750429272651672, 'Y': 0.39613741636276245, 'Z': -0.08165900409221649}]
[{'X': 0.6201967000961304, 'Y': 0.8835481405258179, 'Z': -0.00015673550660721958}, {'X': 0.5236912369728088, 'Y': 0.8688483238220215, 'Z': -0.035227205604314804}, {'X': 0.4550290107727051, 'Y': 0.7694336175918579, 'Z': -0.049462080001831055}, {'X': 0.4163666367530823, 'Y': 0.6744071245193481, 'Z': -0.06962557882070541}, {'X': 0.38958507776260376, 'Y': 0.6070891618728638, 'Z': -0.07947618514299393}, {'X': 0.5204964876174927, 'Y': 0.5974635481834412, 'Z': 0.007811198942363262}, {'X': 0.4989897608757019, 'Y': 0.4694622755050659, 'Z': -0.0001543104590382427}, {'X': 0.48832449316978455, 'Y': 0.40004485845565796, 'Z': -0.007812135387212038}, {'X': 0.4817720949649811, 'Y': 0.3437281847000122, 'Z': -0.016037670895457268}, {'X': 0.5730050802230835, 'Y': 0.58156818151474, 'Z': -0.0011426379205659032}, {'X': 0.5529879331588745, 'Y': 0.43604201078414917, 'Z': -0.0017701380420476198}, {'X': 0.5386980175971985, 'Y': 0.35917577147483826, 'Z': -0.018852509558200836}, {'X': 0.5315372943878174, 'Y': 0.29536351561546326, 'Z': -0.0313323438167572}, {'X': 0.623877227306366, 'Y': 0.5918316841125488, 'Z': -0.0162508562207222}, {'X': 0.6165876388549805, 'Y': 0.4578852951526642, 'Z': -0.022296758368611336}, {'X': 0.6079123616218567, 'Y': 0.38202571868896484, 'Z': -0.03658928722143173}, {'X': 0.5994548201560974, 'Y': 0.317792147397995, 'Z': -0.05190151929855347}, {'X': 0.6770603656768799, 'Y': 0.6258704662322998, 'Z': -0.03666209429502487}, {'X': 0.6783353090286255, 'Y': 0.5198405385017395, 'Z': -0.05024557188153267}, {'X': 0.6745171546936035, 'Y': 0.4562303125858307, 'Z': -0.06669659912586212}, {'X': 0.666296660900116, 'Y': 0.3936227262020111, 'Z': -0.07637215405702591}]
[{'X': 0.6201967000961304, 'Y': 0.8835481405258179, 'Z': -0.00015673550660721958}, {'X': 0.5236912369728088, 'Y': 0.8688483238220215, 'Z': -0.035227205604314804}, {'X': 0.4550290107727051, 'Y': 0.7694336175918579, 'Z': -0.049462080001831055}, {'X': 0.4163666367530823, 'Y': 0.6744071245193481, 'Z': -0.06962557882070541}, {'X': 0.38958507776260376, 'Y': 0.6070891618728638, 'Z': -0.07947618514299393}, {'X': 0.5204964876174927, 'Y': 0.5974635481834412, 'Z': 0.007811198942363262}, {'X': 0.4989897608757019, 'Y': 0.4694622755050659, 'Z': -0.0001543104590382427}, {'X': 0.48832449316978455, 'Y': 0.40004485845565796, 'Z': -0.007812135387212038}, {'X': 0.4817720949649811, 'Y': 0.3437281847000122, 'Z': -0.016037670895457268}, {'X': 0.5730050802230835, 'Y': 0.58156818151474, 'Z': -0.0011426379205659032}, {'X': 0.5529879331588745, 'Y': 0.43604201078414917, 'Z': -0.0017701380420476198}, {'X': 0.5386980175971985, 'Y': 0.35917577147483826, 'Z': -0.018852509558200836}, {'X': 0.5315372943878174, 'Y': 0.29536351561546326, 'Z': -0.0313323438167572}, {'X': 0.623877227306366, 'Y': 0.5918316841125488, 'Z': -0.0162508562207222}, {'X': 0.6165876388549805, 'Y': 0.4578852951526642, 'Z': -0.022296758368611336}, {'X': 0.6079123616218567, 'Y': 0.38202571868896484, 'Z': -0.03658928722143173}, {'X': 0.5994548201560974, 'Y': 0.317792147397995, 'Z': -0.05190151929855347}, {'X': 0.6770603656768799, 'Y': 0.6258704662322998, 'Z': -0.03666209429502487}, {'X': 0.6783353090286255, 'Y': 0.5198405385017395, 'Z': -0.05024557188153267}, {'X': 0.6745171546936035, 'Y': 0.4562303125858307, 'Z': -0.06669659912586212}, {'X': 0.666296660900116, 'Y': 0.3936227262020111, 'Z': -0.07637215405702591}]
[{'X': 0.620146632194519, 'Y': 0.8810169100761414, 'Z': -0.0001532907335786149}, {'X': 0.5248023867607117, 'Y': 0.8662638664245605, 'Z': -0.03807638958096504}, {'X': 0.4547613263130188, 'Y': 0.7680020928382874, 'Z': -0.05446774140000343}, {'X': 0.4145205318927765, 'Y': 0.6729052662849426, 'Z': -0.07716071605682373}, {'X': 0.3859947919845581, 'Y': 0.6040263175964355, 'Z': -0.09028004854917526}, {'X': 0.5185293555259705, 'Y': 0.5945769548416138, 'Z': 0.0077262152917683125}, {'X': 0.496574342250824, 'Y': 0.4662206172943115, 'Z': 0.0016797143034636974}, {'X': 0.4861578941345215, 'Y': 0.39576148986816406, 'Z': -0.005587900057435036}, {'X': 0.480490505695343, 'Y': 0.33893829584121704, 'Z': -0.013733807019889355}, {'X': 0.5709970593452454, 'Y': 0.5787404179573059, 'Z': -0.00023195597168523818}, {'X': 0.5503072738647461, 'Y': 0.43257540464401245, 'Z': -0.0011068439343944192}, {'X': 0.5367704629898071, 'Y': 0.35503828525543213, 'Z': -0.018695972859859467}, {'X': 0.530431866645813, 'Y': 0.2916208505630493, 'Z': -0.031400781124830246}, {'X': 0.6216397881507874, 'Y': 0.589370608329773, 'Z': -0.01443830318748951}, {'X': 0.6153358817100525, 'Y': 0.45658135414123535, 'Z': -0.020444456487894058}, {'X': 0.6080119609832764, 'Y': 0.3840060830116272, 'Z': -0.03602200746536255}, {'X': 0.600029706954956, 'Y': 0.3240422010421753, 'Z': -0.05197689309716225}, {'X': 0.6749694347381592, 'Y': 0.6227667927742004, 'Z': -0.033973339945077896}, {'X': 0.6767815351486206, 'Y': 0.5186896920204163, 'Z': -0.04751235991716385}, {'X': 0.6735249757766724, 'Y': 0.4562593102455139, 'Z': -0.06400272250175476}, {'X': 0.6660488247871399, 'Y': 0.3946349620819092, 'Z': -0.07381470501422882}]
[{'X': 0.6210405826568604, 'Y': 0.8796569108963013, 'Z': -0.00015322311082854867}, {'X': 0.5239768028259277, 'Y': 0.8658276200294495, 'Z': -0.03385445848107338}, {'X': 0.45508357882499695, 'Y': 0.7672011852264404, 'Z': -0.04745545983314514}, {'X': 0.41530734300613403, 'Y': 0.672214925289154, 'Z': -0.06801105290651321}, {'X': 0.38641461730003357, 'Y': 0.6059843301773071, 'Z': -0.07722417265176773}, {'X': 0.5197875499725342, 'Y': 0.5950153470039368, 'Z': 0.015954842790961266}, {'X': 0.4976666569709778, 'Y': 0.4674605131149292, 'Z': 0.011490223929286003}, {'X': 0.4863804876804352, 'Y': 0.3985022008419037, 'Z': 0.00524120545014739}, {'X': 0.4790603816509247, 'Y': 0.34295159578323364, 'Z': -0.0026641166768968105}, {'X': 0.5716748833656311, 'Y': 0.5780972838401794, 'Z': 0.007179719395935535}, {'X': 0.5499778389930725, 'Y': 0.43349629640579224, 'Z': 0.010103672742843628}, {'X': 0.5352891087532043, 'Y': 0.3572434186935425, 'Z': -0.004302603658288717}, {'X': 0.5274453163146973, 'Y': 0.29291918873786926, 'Z': -0.014016911387443542}, {'X': 0.6218985319137573, 'Y': 0.5870623588562012, 'Z': -0.008463704958558083}, {'X': 0.6135199666023254, 'Y': 0.45417094230651855, 'Z': -0.011218498460948467}, {'X': 0.6047795414924622, 'Y': 0.3795321583747864, 'Z': -0.02212546207010746}, {'X': 0.5950676202774048, 'Y': 0.31614741683006287, 'Z': -0.03512200340628624}, {'X': 0.6747605204582214, 'Y': 0.6189906001091003, 'Z': -0.029209932312369347}, {'X': 0.6753765940666199, 'Y': 0.5137952566146851, 'Z': -0.04166761413216591}, {'X': 0.6720964908599854, 'Y': 0.4507488012313843, 'Z': -0.05704426392912865}, {'X': 0.6642991304397583, 'Y': 0.3878186345100403, 'Z': -0.06606525927782059}]
[{'X': 0.6205640435218811, 'Y': 0.8805752396583557, 'Z': -0.0001587756851222366}, {'X': 0.5244717001914978, 'Y': 0.8672136664390564, 'Z': -0.03783565014600754}, {'X': 0.45255547761917114, 'Y': 0.7697532176971436, 'Z': -0.054376304149627686}, {'X': 0.41210126876831055, 'Y': 0.6739305853843689, 'Z': -0.07674786448478699}, {'X': 0.3866415023803711, 'Y': 0.602899968624115, 'Z': -0.08834078162908554}, {'X': 0.518466055393219, 'Y': 0.5930725336074829, 'Z': 0.011479833163321018}, {'X': 0.4957682490348816, 'Y': 0.46423324942588806, 'Z': 0.005870088003575802}, {'X': 0.484818696975708, 'Y': 0.39417827129364014, 'Z': -0.0015016596298664808}, {'X': 0.478229820728302, 'Y': 0.33768731355667114, 'Z': -0.009199368767440319}, {'X': 0.5711594820022583, 'Y': 0.5759925842285156, 'Z': 0.00471271900460124}, {'X': 0.550253689289093, 'Y': 0.4306967854499817, 'Z': 0.006219665519893169}, {'X': 0.536896824836731, 'Y': 0.35446134209632874, 'Z': -0.008894898928701878}, {'X': 0.5306218266487122, 'Y': 0.2911740243434906, 'Z': -0.019419707357883453}, {'X': 0.6213415265083313, 'Y': 0.5860872268676758, 'Z': -0.008690315298736095}, {'X': 0.6137086153030396, 'Y': 0.4530276656150818, 'Z': -0.012976555153727531}, {'X': 0.6065971851348877, 'Y': 0.3795756697654724, 'Z': -0.026296280324459076}, {'X': 0.5989405512809753, 'Y': 0.31833258271217346, 'Z': -0.040598876774311066}, {'X': 0.6738437414169312, 'Y': 0.6195417642593384, 'Z': -0.027680769562721252}, {'X': 0.6748465299606323, 'Y': 0.5150458216667175, 'Z': -0.040195997804403305}, {'X': 0.6713635921478271, 'Y': 0.45278510451316833, 'Z': -0.05654995143413544}, {'X': 0.663643479347229, 'Y': 0.3924483060836792, 'Z': -0.06618174910545349}]
[{'X': 0.6202725172042847, 'Y': 0.8843756914138794, 'Z': -0.00015215325402095914}, {'X': 0.5239537358283997, 'Y': 0.8695677518844604, 'Z': -0.03415250405669212}, {'X': 0.4537585377693176, 'Y': 0.771274745464325, 'Z': -0.05011063069105148}, {'X': 0.41393154859542847, 'Y': 0.6761687397956848, 'Z': -0.07343246042728424}, {'X': 0.38740843534469604, 'Y': 0.6070730090141296, 'Z': -0.08587641268968582}, {'X': 0.518352746963501, 'Y': 0.5954237580299377, 'Z': 0.012864300981163979}, {'X': 0.4960968494415283, 'Y': 0.46974387764930725, 'Z': 0.006255769636482}, {'X': 0.4845912456512451, 'Y': 0.4010080099105835, 'Z': -0.001468719681724906}, {'X': 0.4768451452255249, 'Y': 0.34573280811309814, 'Z': -0.00903971865773201}, {'X': 0.5705208778381348, 'Y': 0.5778024792671204, 'Z': 0.004281653556972742}, {'X': 0.5486975908279419, 'Y': 0.4354296922683716, 'Z': 0.00766207929700613}, {'X': 0.5331587195396423, 'Y': 0.3601953387260437, 'Z': -0.006266383919864893}, {'X': 0.5243644714355469, 'Y': 0.29708653688430786, 'Z': -0.015357231721282005}, {'X': 0.6209690570831299, 'Y': 0.5867792367935181, 'Z': -0.011427663266658783}, {'X': 0.6122711896896362, 'Y': 0.4538446068763733, 'Z': -0.015237185172736645}, {'X': 0.6030420064926147, 'Y': 0.37745967507362366, 'Z': -0.02661321312189102}, {'X': 0.5932773351669312, 'Y': 0.31299668550491333, 'Z': -0.03910113871097565}, {'X': 0.6735615730285645, 'Y': 0.619702935218811, 'Z': -0.032351985573768616}, {'X': 0.675290048122406, 'Y': 0.5130842328071594, 'Z': -0.04511765390634537}, {'X': 0.6718051433563232, 'Y': 0.4500918984413147, 'Z': -0.06002061069011688}, {'X': 0.6638888716697693, 'Y': 0.38919201493263245, 'Z': -0.06827898323535919}]
[{'X': 0.6201426386833191, 'Y': 0.8805593252182007, 'Z': -0.0001661523274378851}, {'X': 0.5247536897659302, 'Y': 0.8651680946350098, 'Z': -0.03414512053132057}, {'X': 0.4520350992679596, 'Y': 0.7681893110275269, 'Z': -0.04874433949589729}, {'X': 0.4093443751335144, 'Y': 0.6733908653259277, 'Z': -0.07050343602895737}, {'X': 0.38538092374801636, 'Y': 0.602659285068512, 'Z': -0.08058647066354752}, {'X': 0.5177788734436035, 'Y': 0.5911151170730591, 'Z': 0.0154328104108572}, {'X': 0.49270373582839966, 'Y': 0.4660806655883789, 'Z': 0.011159365996718407}, {'X': 0.47987136244773865, 'Y': 0.3979949951171875, 'Z': 0.005014634691178799}, {'X': 0.47145378589630127, 'Y': 0.34372714161872864, 'Z': -0.002305798465386033}, {'X': 0.5694599151611328, 'Y': 0.5731083154678345, 'Z': 0.007391064893454313}, {'X': 0.5468899011611938, 'Y': 0.4300827980041504, 'Z': 0.009919854812324047}, {'X': 0.5309826731681824, 'Y': 0.35707026720046997, 'Z': -0.003538748947903514}, {'X': 0.5219664573669434, 'Y': 0.2960890829563141, 'Z': -0.013023344799876213}, {'X': 0.6196315288543701, 'Y': 0.5815361142158508, 'Z': -0.006905372720211744}, {'X': 0.6098285913467407, 'Y': 0.4497601389884949, 'Z': -0.010958055965602398}, {'X': 0.6001092791557312, 'Y': 0.37630319595336914, 'Z': -0.021397128701210022}, {'X': 0.5892655253410339, 'Y': 0.31438493728637695, 'Z': -0.033249519765377045}, {'X': 0.6725581288337708, 'Y': 0.6137800812721252, 'Z': -0.026186160743236542}, {'X': 0.6735848188400269, 'Y': 0.5098126530647278, 'Z': -0.03873283416032791}, {'X': 0.6705456376075745, 'Y': 0.4472072720527649, 'Z': -0.053118906915187836}, {'X': 0.6631421446800232, 'Y': 0.38625890016555786, 'Z': -0.06182185560464859}]
[{'X': 0.6168920397758484, 'Y': 0.8745189905166626, 'Z': -0.00015377206727862358}, {'X': 0.525020956993103, 'Y': 0.8587518334388733, 'Z': -0.03694374859333038}, {'X': 0.4539708197116852, 'Y': 0.7612664103507996, 'Z': -0.053982723504304886}, {'X': 0.41250884532928467, 'Y': 0.6667134165763855, 'Z': -0.07675310224294662}, {'X': 0.39163699746131897, 'Y': 0.5972860455513, 'Z': -0.08784322440624237}, {'X': 0.5186163783073425, 'Y': 0.5898452997207642, 'Z': 0.00837848149240017}, {'X': 0.4919414222240448, 'Y': 0.4699031114578247, 'Z': -0.00020726385992020369}, {'X': 0.47763562202453613, 'Y': 0.404850035905838, 'Z': -0.011398443020880222}, {'X': 0.4692397713661194, 'Y': 0.3548407256603241, 'Z': -0.023470250889658928}, {'X': 0.5692148208618164, 'Y': 0.5715444684028625, 'Z': -6.770966137992218e-05}, {'X': 0.5450174808502197, 'Y': 0.43390870094299316, 'Z': -0.0012765148421749473}, {'X': 0.5278974771499634, 'Y': 0.361557275056839, 'Z': -0.019373079761862755}, {'X': 0.5183606743812561, 'Y': 0.3027496933937073, 'Z': -0.03444313630461693}, {'X': 0.6194811463356018, 'Y': 0.5792344212532043, 'Z': -0.014034004881978035}, {'X': 0.6122928857803345, 'Y': 0.45152902603149414, 'Z': -0.021835552528500557}, {'X': 0.6039353013038635, 'Y': 0.3807815611362457, 'Z': -0.03589111939072609}, {'X': 0.5942941904067993, 'Y': 0.3215416371822357, 'Z': -0.049863964319229126}, {'X': 0.6723959445953369, 'Y': 0.6096968650817871, 'Z': -0.033067911863327026}, {'X': 0.6794301271438599, 'Y': 0.5053770542144775, 'Z': -0.04646267369389534}, {'X': 0.6791645884513855, 'Y': 0.44254007935523987, 'Z': -0.059202518314123154}, {'X': 0.6749274730682373, 'Y': 0.37965643405914307, 'Z': -0.06645767390727997}]
[{'X': 0.6162769198417664, 'Y': 0.8696266412734985, 'Z': -0.00013191973266657442}, {'X': 0.5244638919830322, 'Y': 0.8537670373916626, 'Z': -0.035332079976797104}, {'X': 0.4529099762439728, 'Y': 0.7549318075180054, 'Z': -0.05288637429475784}, {'X': 0.41217631101608276, 'Y': 0.6582156419754028, 'Z': -0.07680489867925644}, {'X': 0.3944971561431885, 'Y': 0.5852468013763428, 'Z': -0.08868448436260223}, {'X': 0.5148307085037231, 'Y': 0.5889961123466492, 'Z': 0.01268963236361742}, {'X': 0.4923942983150482, 'Y': 0.47477641701698303, 'Z': -0.000699297059327364}, {'X': 0.4774925708770752, 'Y': 0.41735395789146423, 'Z': -0.015964709222316742}, {'X': 0.4675665497779846, 'Y': 0.3744589686393738, 'Z': -0.031027091667056084}, {'X': 0.5665585398674011, 'Y': 0.5707721710205078, 'Z': 0.0003016437985934317}, {'X': 0.5413134098052979, 'Y': 0.4455450773239136, 'Z': -0.0005227000219747424}, {'X': 0.5181971788406372, 'Y': 0.38468271493911743, 'Z': -0.020954633131623268}, {'X': 0.5033652782440186, 'Y': 0.3410571217536926, 'Z': -0.03820611909031868}, {'X': 0.617707371711731, 'Y': 0.5785356163978577, 'Z': -0.019034629687666893}, {'X': 0.6129714846611023, 'Y': 0.4549822509288788, 'Z': -0.026494210585951805}, {'X': 0.6061690449714661, 'Y': 0.3824188709259033, 'Z': -0.04476297274231911}, {'X': 0.5988381505012512, 'Y': 0.3196391463279724, 'Z': -0.06437774002552032}, {'X': 0.671358048915863, 'Y': 0.609445333480835, 'Z': -0.04244916886091232}, {'X': 0.6777933239936829, 'Y': 0.5068180561065674, 'Z': -0.057863749563694}, {'X': 0.6782039999961853, 'Y': 0.44277068972587585, 'Z': -0.07220587134361267}, {'X': 0.6740179061889648, 'Y': 0.37629640102386475, 'Z': -0.08061322569847107}]
[{'X': 0.6093651652336121, 'Y': 0.8560366630554199, 'Z': -0.00014454462507274002}, {'X': 0.5175367593765259, 'Y': 0.8414099216461182, 'Z': -0.044968850910663605}, {'X': 0.4472898244857788, 'Y': 0.7379686832427979, 'Z': -0.07295041531324387}, {'X': 0.4145525395870209, 'Y': 0.6439337730407715, 'Z': -0.10417640209197998}, {'X': 0.402637243270874, 'Y': 0.570344865322113, 'Z': -0.1335282027721405}, {'X': 0.5147514939308167, 'Y': 0.5893479585647583, 'Z': -0.010564242489635944}, {'X': 0.5040258169174194, 'Y': 0.4619084894657135, 'Z': -0.023282084614038467}, {'X': 0.4844134449958801, 'Y': 0.40677139163017273, 'Z': -0.03684834763407707}, {'X': 0.4663131535053253, 'Y': 0.36502474546432495, 'Z': -0.05118021368980408}, {'X': 0.5699778199195862, 'Y': 0.5783315896987915, 'Z': -0.025921715423464775}, {'X': 0.5482821464538574, 'Y': 0.4678102135658264, 'Z': -0.0769602507352829}, {'X': 0.5156983137130737, 'Y': 0.4550391733646393, 'Z': -0.13168710470199585}, {'X': 0.4938274323940277, 'Y': 0.4706112742424011, 'Z': -0.1524016112089157}, {'X': 0.6230810284614563, 'Y': 0.5865846276283264, 'Z': -0.044919632375240326}, {'X': 0.625440776348114, 'Y': 0.4693775773048401, 'Z': -0.06274257600307465}, {'X': 0.6166737079620361, 'Y': 0.3887428045272827, 'Z': -0.10102559626102448}, {'X': 0.609835147857666, 'Y': 0.323417067527771, 'Z': -0.1275409758090973}, {'X': 0.6765259504318237, 'Y': 0.6156460046768188, 'Z': -0.07057313621044159}, {'X': 0.6923927068710327, 'Y': 0.5092865824699402, 'Z': -0.0878833755850792}, {'X': 0.6933764219284058, 'Y': 0.44099706411361694, 'Z': -0.10096273571252823}, {'X': 0.6893818378448486, 'Y': 0.37372708320617676, 'Z': -0.10608252882957458}]
