[{'X': 0.7176927328109741, 'Y': 0.913440465927124, 'Z': -7.8111159382388e-05}, {'X': 0.6122658848762512, 'Y': 0.8578459620475769, 'Z': 0.009792143478989601}, {'X': 0.564183235168457, 'Y': 0.7079445719718933, 'Z': 0.032070521265268326}, {'X': 0.5517448782920837, 'Y': 0.5851460695266724, 'Z': 0.03735437989234924}, {'X': 0.5294288396835327, 'Y': 0.5083906650543213, 'Z': 0.04932985082268715}, {'X': 0.6348409652709961, 'Y': 0.5391764640808105, 'Z': 0.06975218653678894}, {'X': 0.6351661682128906, 'Y': 0.3824968636035919, 'Z': 0.07919663190841675}, {'X': 0.6384714841842651, 'Y': 0.2952997088432312, 'Z': 0.09224256128072739}, {'X': 0.6430827379226685, 'Y': 0.22583919763565063, 'Z': 0.0972047746181488}, {'X': 0.6925938725471497, 'Y': 0.5307202339172363, 'Z': 0.035862475633621216}, {'X': 0.6974657773971558, 'Y': 0.3573148846626282, 'Z': 0.04960545152425766}, {'X': 0.6973105669021606, 'Y': 0.2606656551361084, 'Z': 0.0414070263504982}, {'X': 0.6999213099479675, 'Y': 0.1853000521659851, 'Z': 0.03818387910723686}, {'X': 0.7452790141105652, 'Y': 0.551536500453949, 'Z': -0.0027680674102157354}, {'X': 0.7541274428367615, 'Y': 0.39357611536979675, 'Z': -0.0031926988158375025}, {'X': 0.7550978660583496, 'Y': 0.30077484250068665, 'Z': -0.01681600883603096}, {'X': 0.7538098096847534, 'Y': 0.22296026349067688, 'Z': -0.03256329149007797}, {'X': 0.7993948459625244, 'Y': 0.5992249250411987, 'Z': -0.04302350431680679}, {'X': 0.802761435508728, 'Y': 0.4680890738964081, 'Z': -0.06188631430268288}, {'X': 0.8022065162658691, 'Y': 0.38995712995529175, 'Z': -0.08432772010564804}, {'X': 0.7989012002944946, 'Y': 0.3105660080909729, 'Z': -0.09862548857927322}]
[{'X': 0.7079710364341736, 'Y': 0.8781818151473999, 'Z': -9.693617903394625e-05}, {'X': 0.6324092149734497, 'Y': 0.8137272000312805, 'Z': -0.0054270378313958645}, {'X': 0.593615710735321, 'Y': 0.6813809275627136, 'Z': -0.0018501563463360071}, {'X': 0.5786778926849365, 'Y': 0.585875928401947, 'Z': -0.01305850874632597}, {'X': 0.5656251311302185, 'Y': 0.5065330862998962, 'Z': -0.019516577944159508}, {'X': 0.6570669412612915, 'Y': 0.5827338695526123, 'Z': 0.04615119472146034}, {'X': 0.6404147744178772, 'Y': 0.5088068842887878, 'Z': -0.010898822918534279}, {'X': 0.6317135691642761, 'Y': 0.5805501341819763, 'Z': -0.05548221617937088}, {'X': 0.6353756189346313, 'Y': 0.646902322769165, 'Z': -0.07452863454818726}, {'X': 0.7018806338310242, 'Y': 0.5639891028404236, 'Z': 0.018413960933685303}, {'X': 0.6954586505889893, 'Y': 0.420634925365448, 'Z': 0.017808493226766586}, {'X': 0.6837319731712341, 'Y': 0.34558814764022827, 'Z': 0.009835942648351192}, {'X': 0.6706895232200623, 'Y': 0.2880249619483948, 'Z': 0.00944499671459198}, {'X': 0.7497696876525879, 'Y': 0.5779545307159424, 'Z': -0.019253214821219444}, {'X': 0.7514821887016296, 'Y': 0.43088775873184204, 'Z': -0.020495228469371796}, {'X': 0.7429230809211731, 'Y': 0.3511331081390381, 'Z': -0.021162061020731926}, {'X': 0.7305256724357605, 'Y': 0.2849310040473938, 'Z': -0.019981624558568}, {'X': 0.7994047403335571, 'Y': 0.6160194277763367, 'Z': -0.06565561145544052}, {'X': 0.8095036745071411, 'Y': 0.500155508518219, 'Z': -0.07106655091047287}, {'X': 0.8018714785575867, 'Y': 0.4313387870788574, 'Z': -0.07102625072002411}, {'X': 0.7896397113800049, 'Y': 0.36080706119537354, 'Z': -0.07404419034719467}]
[{'X': 0.7121360301971436, 'Y': 0.8903422951698303, 'Z': -0.00016819231677800417}, {'X': 0.6345070600509644, 'Y': 0.824097752571106, 'Z': 0.004691111855208874}, {'X': 0.5942910313606262, 'Y': 0.6881514191627502, 'Z': 0.010411389172077179}, {'X': 0.5793121457099915, 'Y': 0.5878475308418274, 'Z': -0.0021643415093421936}, {'X': 0.5766081809997559, 'Y': 0.5037001371383667, 'Z': -0.011946072801947594}, {'X': 0.6622230410575867, 'Y': 0.5844096541404724, 'Z': 0.06953752785921097}, {'X': 0.6407005786895752, 'Y': 0.5096335411071777, 'Z': 0.019085368141531944}, {'X': 0.6268796920776367, 'Y': 0.5798818469047546, 'Z': -0.032546449452638626}, {'X': 0.6289732456207275, 'Y': 0.6421958804130554, 'Z': -0.05496755987405777}, {'X': 0.7042505741119385, 'Y': 0.5659453868865967, 'Z': 0.03846219554543495}, {'X': 0.6947653889656067, 'Y': 0.4246874451637268, 'Z': 0.04357870668172836}, {'X': 0.6785542368888855, 'Y': 0.35312336683273315, 'Z': 0.03126898407936096}, {'X': 0.6636194586753845, 'Y': 0.29306256771087646, 'Z': 0.028048668056726456}, {'X': 0.7501596808433533, 'Y': 0.5787825584411621, 'Z': -0.002103290054947138}, {'X': 0.7493007183074951, 'Y': 0.43196651339530945, 'Z': -0.005011845845729113}, {'X': 0.736503005027771, 'Y': 0.3563726842403412, 'Z': -0.010136771947145462}, {'X': 0.7220072746276855, 'Y': 0.29022273421287537, 'Z': -0.011323380284011364}, {'X': 0.7970858216285706, 'Y': 0.6166839599609375, 'Z': -0.0487842783331871}, {'X': 0.8047260046005249, 'Y': 0.5005018711090088, 'Z': -0.056462135165929794}, {'X': 0.7985291481018066, 'Y': 0.4321935176849365, 'Z': -0.05733541026711464}, {'X': 0.7891052961349487, 'Y': 0.3580482602119446, 'Z': -0.05807207524776459}]
[{'X': 0.7149831056594849, 'Y': 0.8890491127967834, 'Z': -0.00011152795923408121}, {'X': 0.6398202776908875, 'Y': 0.8255157470703125, 'Z': -0.0037619564682245255}, {'X': 0.5977625846862793, 'Y': 0.6895054578781128, 'Z': 0.0010790987871587276}, {'X': 0.5790372490882874, 'Y': 0.5923439264297485, 'Z': -0.010143238119781017}, {'X': 0.5673531889915466, 'Y': 0.507443368434906, 'Z': -0.019648857414722443}, {'X': 0.6632919907569885, 'Y': 0.5889031291007996, 'Z': 0.05376337841153145}, {'X': 0.6459740996360779, 'Y': 0.5127090811729431, 'Z': 0.0007449638214893639}, {'X': 0.6339015960693359, 'Y': 0.5804329514503479, 'Z': -0.046698566526174545}, {'X': 0.6374765634536743, 'Y': 0.6453845500946045, 'Z': -0.06487402319908142}, {'X': 0.7050599455833435, 'Y': 0.5663301944732666, 'Z': 0.028820188716053963}, {'X': 0.6953189969062805, 'Y': 0.42636165022850037, 'Z': 0.03789827227592468}, {'X': 0.6810177564620972, 'Y': 0.355539470911026, 'Z': 0.03455249220132828}, {'X': 0.668312132358551, 'Y': 0.30557894706726074, 'Z': 0.03538846969604492}, {'X': 0.7495724558830261, 'Y': 0.5766885876655579, 'Z': -0.006597654893994331}, {'X': 0.7461361289024353, 'Y': 0.4347107410430908, 'Z': -0.002387265907600522}, {'X': 0.7341853380203247, 'Y': 0.3596530556678772, 'Z': -0.0019107481930404902}, {'X': 0.7197346091270447, 'Y': 0.29976174235343933, 'Z': -0.0010067857801914215}, {'X': 0.7963058948516846, 'Y': 0.6131584048271179, 'Z': -0.04948576167225838}, {'X': 0.7983326315879822, 'Y': 0.4989829957485199, 'Z': -0.05202641710639}, {'X': 0.7891028523445129, 'Y': 0.43405669927597046, 'Z': -0.047520268708467484}, {'X': 0.7767882347106934, 'Y': 0.36695587635040283, 'Z': -0.04458053410053253}]
[{'X': 0.7110817432403564, 'Y': 0.8870718479156494, 'Z': -0.00014372001169249415}, {'X': 0.6327247619628906, 'Y': 0.820313572883606, 'Z': 0.00830996222794056}, {'X': 0.5946558713912964, 'Y': 0.686376690864563, 'Z': 0.01790987327694893}, {'X': 0.5799000263214111, 'Y': 0.5870156288146973, 'Z': 0.009546560235321522}, {'X': 0.5766209363937378, 'Y': 0.5029774308204651, 'Z': 0.0011482764966785908}, {'X': 0.6629613041877747, 'Y': 0.5916318297386169, 'Z': 0.08525540679693222}, {'X': 0.6450526714324951, 'Y': 0.5135221481323242, 'Z': 0.036157164722681046}, {'X': 0.6291778087615967, 'Y': 0.5725153684616089, 'Z': -0.02049103192985058}, {'X': 0.6279762983322144, 'Y': 0.6269503831863403, 'Z': -0.04583374783396721}, {'X': 0.7050829529762268, 'Y': 0.5708624720573425, 'Z': 0.05599847063422203}, {'X': 0.6989836692810059, 'Y': 0.4363812804222107, 'Z': 0.06653200089931488}, {'X': 0.6819396018981934, 'Y': 0.37173908948898315, 'Z': 0.052310626953840256}, {'X': 0.6667459607124329, 'Y': 0.3221021592617035, 'Z': 0.04684309661388397}, {'X': 0.7503579258918762, 'Y': 0.5796354413032532, 'Z': 0.016924478113651276}, {'X': 0.7504370212554932, 'Y': 0.43776780366897583, 'Z': 0.020896201953291893}, {'X': 0.7353706955909729, 'Y': 0.3658197522163391, 'Z': 0.013961445540189743}, {'X': 0.7182526588439941, 'Y': 0.3033194839954376, 'Z': 0.012251870706677437}, {'X': 0.7972716093063354, 'Y': 0.6139118671417236, 'Z': -0.027759652584791183}, {'X': 0.8049944639205933, 'Y': 0.4983675181865692, 'Z': -0.02420550398528576}, {'X': 0.7993075847625732, 'Y': 0.4323456585407257, 'Z': -0.016501829028129578}, {'X': 0.7899609208106995, 'Y': 0.360561728477478, 'Z': -0.012109450064599514}]
[{'X': 0.7094230651855469, 'Y': 0.8790990114212036, 'Z': -0.00014425306289922446}, {'X': 0.6300228238105774, 'Y': 0.8158083558082581, 'Z': 0.009173928759992123}, {'X': 0.5905537009239197, 'Y': 0.6840470433235168, 'Z': 0.01932961493730545}, {'X': 0.581534743309021, 'Y': 0.5844076871871948, 'Z': 0.012945725582540035}, {'X': 0.5873253345489502, 'Y': 0.5014572739601135, 'Z': 0.008190171793103218}, {'X': 0.6603142023086548, 'Y': 0.5913879871368408, 'Z': 0.08062177896499634}, {'X': 0.6450544595718384, 'Y': 0.5150691270828247, 'Z': 0.030707115307450294}, {'X': 0.6318323612213135, 'Y': 0.5691410899162292, 'Z': -0.026914451271295547}, {'X': 0.6320365071296692, 'Y': 0.6256516575813293, 'Z': -0.055380817502737045}, {'X': 0.7040590047836304, 'Y': 0.571530282497406, 'Z': 0.053703486919403076}, {'X': 0.7023603916168213, 'Y': 0.4430760145187378, 'Z': 0.06474801898002625}, {'X': 0.6926332712173462, 'Y': 0.3761334717273712, 'Z': 0.051802780479192734}, {'X': 0.683959424495697, 'Y': 0.328527569770813, 'Z': 0.04145370051264763}, {'X': 0.7502475380897522, 'Y': 0.582543671131134, 'Z': 0.014950276352465153}, {'X': 0.7535669803619385, 'Y': 0.44412165880203247, 'Z': 0.02139926515519619}, {'X': 0.7428984045982361, 'Y': 0.3709694743156433, 'Z': 0.01554136723279953}, {'X': 0.7304716110229492, 'Y': 0.3106098473072052, 'Z': 0.010468900203704834}, {'X': 0.7995055913925171, 'Y': 0.6203135251998901, 'Z': -0.02889944799244404}, {'X': 0.8017982244491577, 'Y': 0.5058076977729797, 'Z': -0.026484958827495575}, {'X': 0.79281085729599, 'Y': 0.43995678424835205, 'Z': -0.021400919184088707}, {'X': 0.7800066471099854, 'Y': 0.3718060851097107, 'Z': -0.020549679175019264}]
[{'X': 0.711338460445404, 'Y': 0.893047571182251, 'Z': -0.00010751465015346184}, {'X': 0.6313396096229553, 'Y': 0.8230572938919067, 'Z': 0.013249024748802185}, {'X': 0.5953338742256165, 'Y': 0.6857548356056213, 'Z': 0.03150489926338196}, {'X': 0.5909155607223511, 'Y': 0.5826805233955383, 'Z': 0.030979428440332413}, {'X': 0.6010596752166748, 'Y': 0.5079969167709351, 'Z': 0.03188628703355789}, {'X': 0.6524479389190674, 'Y': 0.5933849215507507, 'Z': 0.10145305842161179}, {'X': 0.6414914727210999, 'Y': 0.5166987180709839, 'Z': 0.060465745627880096}, {'X': 0.6322953701019287, 'Y': 0.5668538212776184, 'Z': 0.004629184957593679}, {'X': 0.6332836151123047, 'Y': 0.6210812926292419, 'Z': -0.025186199694871902}, {'X': 0.6976949572563171, 'Y': 0.572346568107605, 'Z': 0.07513168454170227}, {'X': 0.6962018609046936, 'Y': 0.4360504150390625, 'Z': 0.0891110971570015}, {'X': 0.6868294477462769, 'Y': 0.37626612186431885, 'Z': 0.07702503353357315}, {'X': 0.6753923296928406, 'Y': 0.34133604168891907, 'Z': 0.06939908117055893}, {'X': 0.7451521754264832, 'Y': 0.5804305672645569, 'Z': 0.03606704622507095}, {'X': 0.7451205253601074, 'Y': 0.44021862745285034, 'Z': 0.04701097309589386}, {'X': 0.735742449760437, 'Y': 0.3708668053150177, 'Z': 0.04002934321761131}, {'X': 0.7221445441246033, 'Y': 0.31725066900253296, 'Z': 0.03354170173406601}, {'X': 0.7953509092330933, 'Y': 0.6138627529144287, 'Z': -0.007702949456870556}, {'X': 0.7900130748748779, 'Y': 0.4991837441921234, 'Z': 4.549898221739568e-06}, {'X': 0.7795832753181458, 'Y': 0.4378802478313446, 'Z': 0.006598163861781359}, {'X': 0.7636130452156067, 'Y': 0.37557223439216614, 'Z': 0.0063751558773219585}]
[{'X': 0.7167757749557495, 'Y': 0.8829200267791748, 'Z': -0.0001456332829548046}, {'X': 0.6422778367996216, 'Y': 0.8221719861030579, 'Z': 0.0035915025509893894}, {'X': 0.5953162312507629, 'Y': 0.6964733004570007, 'Z': 0.020084800198674202}, {'X': 0.5807545781135559, 'Y': 0.6001417636871338, 'Z': 0.020767636597156525}, {'X': 0.5880851149559021, 'Y': 0.531170129776001, 'Z': 0.02993171475827694}, {'X': 0.6480887532234192, 'Y': 0.5906417965888977, 'Z': 0.08924101293087006}, {'X': 0.6355498433113098, 'Y': 0.5114771127700806, 'Z': 0.05235883593559265}, {'X': 0.6313180327415466, 'Y': 0.5613062977790833, 'Z': 0.0013133593602105975}, {'X': 0.6339486241340637, 'Y': 0.6158934831619263, 'Z': -0.029904494062066078}, {'X': 0.6921994090080261, 'Y': 0.5683404803276062, 'Z': 0.06570884585380554}, {'X': 0.6871556639671326, 'Y': 0.43380266427993774, 'Z': 0.07797695696353912}, {'X': 0.686202347278595, 'Y': 0.37987369298934937, 'Z': 0.06632229685783386}, {'X': 0.6799564361572266, 'Y': 0.35222169756889343, 'Z': 0.056219056248664856}, {'X': 0.7375510334968567, 'Y': 0.5748841166496277, 'Z': 0.030441999435424805}, {'X': 0.7350906133651733, 'Y': 0.43979063630104065, 'Z': 0.03821420297026634}, {'X': 0.7305405139923096, 'Y': 0.37271010875701904, 'Z': 0.0350545197725296}, {'X': 0.7187557816505432, 'Y': 0.32254523038864136, 'Z': 0.027655234560370445}, {'X': 0.7864726185798645, 'Y': 0.6051851511001587, 'Z': -0.010907242074608803}, {'X': 0.7820404767990112, 'Y': 0.4984375238418579, 'Z': -0.004338895436376333}, {'X': 0.7738849520683289, 'Y': 0.4382942318916321, 'Z': 0.0020312326960265636}, {'X': 0.7591179609298706, 'Y': 0.3755653500556946, 'Z': -0.0013659069081768394}]
[{'X': 0.7093421816825867, 'Y': 0.869788646697998, 'Z': -0.0001353172119706869}, {'X': 0.6315770149230957, 'Y': 0.8105481266975403, 'Z': 0.03543421998620033}, {'X': 0.6008189916610718, 'Y': 0.6903446316719055, 'Z': 0.0661482885479927}, {'X': 0.5938894748687744, 'Y': 0.6015943884849548, 'Z': 0.07804388552904129}, {'X': 0.6000939607620239, 'Y': 0.5364859700202942, 'Z': 0.09000548720359802}, {'X': 0.6560675501823425, 'Y': 0.589174211025238, 'Z': 0.13859932124614716}, {'X': 0.6459488272666931, 'Y': 0.502723217010498, 'Z': 0.12506836652755737}, {'X': 0.6335418820381165, 'Y': 0.5241133570671082, 'Z': 0.08229301869869232}, {'X': 0.6302744150161743, 'Y': 0.5574438571929932, 'Z': 0.057633914053440094}, {'X': 0.6951804757118225, 'Y': 0.5689125657081604, 'Z': 0.1037723571062088}, {'X': 0.6942723989486694, 'Y': 0.44411200284957886, 'Z': 0.13418863713741302}, {'X': 0.6848665475845337, 'Y': 0.3878794312477112, 'Z': 0.12497560679912567}, {'X': 0.6765081882476807, 'Y': 0.3532365560531616, 'Z': 0.11974358558654785}, {'X': 0.7382248640060425, 'Y': 0.5730227828025818, 'Z': 0.05810132250189781}, {'X': 0.7367166876792908, 'Y': 0.4445309340953827, 'Z': 0.08006797730922699}, {'X': 0.7236841320991516, 'Y': 0.37706416845321655, 'Z': 0.07687479257583618}, {'X': 0.7099758386611938, 'Y': 0.3234272003173828, 'Z': 0.07286528497934341}, {'X': 0.7850533127784729, 'Y': 0.6016634106636047, 'Z': 0.010349035263061523}, {'X': 0.7866671085357666, 'Y': 0.4954732060432434, 'Z': 0.026782169938087463}, {'X': 0.7799612283706665, 'Y': 0.4335787296295166, 'Z': 0.040014222264289856}, {'X': 0.771564245223999, 'Y': 0.3723263144493103, 'Z': 0.04627028480172157}]
[{'X': 0.7103986144065857, 'Y': 0.8656277656555176, 'Z': -9.104104537982494e-05}, {'X': 0.6313839554786682, 'Y': 0.8078656196594238, 'Z': 0.03639212250709534}, {'X': 0.5987170934677124, 'Y': 0.6884081363677979, 'Z': 0.07400263100862503}, {'X': 0.5934076905250549, 'Y': 0.6002816557884216, 'Z': 0.09140251576900482}, {'X': 0.6044281721115112, 'Y': 0.5521287322044373, 'Z': 0.1111631765961647}, {'X': 0.6652670502662659, 'Y': 0.5765551328659058, 'Z': 0.14835725724697113}, {'X': 0.6635620594024658, 'Y': 0.47323688864707947, 'Z': 0.1483636200428009}, {'X': 0.6512598991394043, 'Y': 0.4744385778903961, 'Z': 0.11532482504844666}, {'X': 0.6444061398506165, 'Y': 0.5003066062927246, 'Z': 0.09345889836549759}, {'X': 0.7044795751571655, 'Y': 0.5596049427986145, 'Z': 0.11137060821056366}, {'X': 0.7131180763244629, 'Y': 0.4261638820171356, 'Z': 0.14196497201919556}, {'X': 0.701469898223877, 'Y': 0.3730561435222626, 'Z': 0.13032189011573792}, {'X': 0.6892982721328735, 'Y': 0.3493296802043915, 'Z': 0.11962634325027466}, {'X': 0.7424111366271973, 'Y': 0.5668142437934875, 'Z': 0.06405719369649887}, {'X': 0.7526295185089111, 'Y': 0.4378148019313812, 'Z': 0.0866941437125206}, {'X': 0.7446199059486389, 'Y': 0.3686326742172241, 'Z': 0.07697978615760803}, {'X': 0.7327162027359009, 'Y': 0.31960636377334595, 'Z': 0.06223918870091438}, {'X': 0.7811574935913086, 'Y': 0.5951530933380127, 'Z': 0.013878440484404564}, {'X': 0.7832885980606079, 'Y': 0.4875594973564148, 'Z': 0.030439253896474838}, {'X': 0.778165876865387, 'Y': 0.42468565702438354, 'Z': 0.036776214838027954}, {'X': 0.7691932320594788, 'Y': 0.36669135093688965, 'Z': 0.0346723273396492}]
[{'X': 0.7216227054595947, 'Y': 0.8751406669616699, 'Z': -0.0001129544252762571}, {'X': 0.6293603181838989, 'Y': 0.8077127933502197, 'Z': 0.06309209018945694}, {'X': 0.5988656282424927, 'Y': 0.6894608736038208, 'Z': 0.1177157461643219}, {'X': 0.5927650332450867, 'Y': 0.6065788269042969, 'Z': 0.14672823250293732}, {'X': 0.5938358306884766, 'Y': 0.5566611886024475, 'Z': 0.17590154707431793}, {'X': 0.6819084882736206, 'Y': 0.5780705213546753, 'Z': 0.19299271702766418}, {'X': 0.6913023591041565, 'Y': 0.474690318107605, 'Z': 0.2222304493188858}, {'X': 0.6805514097213745, 'Y': 0.4515531063079834, 'Z': 0.21426445245742798}, {'X': 0.671329915523529, 'Y': 0.4528101086616516, 'Z': 0.2075197547674179}, {'X': 0.7207518219947815, 'Y': 0.5640054941177368, 'Z': 0.14809636771678925}, {'X': 0.7396239638328552, 'Y': 0.43071386218070984, 'Z': 0.19245538115501404}, {'X': 0.7283756732940674, 'Y': 0.3648274540901184, 'Z': 0.18598991632461548}, {'X': 0.7165318727493286, 'Y': 0.32943791151046753, 'Z': 0.17538650333881378}, {'X': 0.7565417289733887, 'Y': 0.5683278441429138, 'Z': 0.09427866339683533}, {'X': 0.7735130786895752, 'Y': 0.4359888434410095, 'Z': 0.12451846152544022}, {'X': 0.7600265741348267, 'Y': 0.3659362196922302, 'Z': 0.11595171689987183}, {'X': 0.7457701563835144, 'Y': 0.32651811838150024, 'Z': 0.1031867042183876}, {'X': 0.7912382483482361, 'Y': 0.5884741544723511, 'Z': 0.03998852148652077}, {'X': 0.7930580973625183, 'Y': 0.4769284427165985, 'Z': 0.056091852486133575}, {'X': 0.7818589210510254, 'Y': 0.4117647409439087, 'Z': 0.058398015797138214}, {'X': 0.7681418061256409, 'Y': 0.3615245819091797, 'Z': 0.055213093757629395}]
[{'X': 0.7393953800201416, 'Y': 0.8690749406814575, 'Z': -0.00012919201981276274}, {'X': 0.6450671553611755, 'Y': 0.7980037927627563, 'Z': 0.06280960887670517}, {'X': 0.6123093366622925, 'Y': 0.6866276264190674, 'Z': 0.11375860869884491}, {'X': 0.6003783941268921, 'Y': 0.606619656085968, 'Z': 0.13983021676540375}, {'X': 0.5988870859146118, 'Y': 0.5521052479743958, 'Z': 0.1637677401304245}, {'X': 0.6948407292366028, 'Y': 0.5784311294555664, 'Z': 0.19763170182704926}, {'X': 0.6901537775993347, 'Y': 0.475200891494751, 'Z': 0.21166017651557922}, {'X': 0.670242190361023, 'Y': 0.4755013883113861, 'Z': 0.17948077619075775}, {'X': 0.6590569019317627, 'Y': 0.5013691186904907, 'Z': 0.15590110421180725}, {'X': 0.7331052422523499, 'Y': 0.5620434284210205, 'Z': 0.15334603190422058}, {'X': 0.7430354952812195, 'Y': 0.43181195855140686, 'Z': 0.20263037085533142}, {'X': 0.7304578423500061, 'Y': 0.36653608083724976, 'Z': 0.1978348195552826}, {'X': 0.7173174023628235, 'Y': 0.3253272771835327, 'Z': 0.19071435928344727}, {'X': 0.769588828086853, 'Y': 0.5654215812683105, 'Z': 0.09777437150478363}, {'X': 0.7792816758155823, 'Y': 0.436232328414917, 'Z': 0.13535936176776886}, {'X': 0.7703598737716675, 'Y': 0.3651634454727173, 'Z': 0.14014166593551636}, {'X': 0.7595669627189636, 'Y': 0.31438615918159485, 'Z': 0.13964347541332245}, {'X': 0.8039571642875671, 'Y': 0.5870203971862793, 'Z': 0.04074174910783768}, {'X': 0.8104532957077026, 'Y': 0.48041653633117676, 'Z': 0.06438221782445908}, {'X': 0.808308482170105, 'Y': 0.4182758033275604, 'Z': 0.08197800815105438}, {'X': 0.8040986061096191, 'Y': 0.3609887361526489, 'Z': 0.09202755987644196}]
[{'X': 0.7382479906082153, 'Y': 0.8492944240570068, 'Z': -0.00017730603576637805}, {'X': 0.6439226269721985, 'Y': 0.7863293886184692, 'Z': 0.061315760016441345}, {'X': 0.6136007905006409, 'Y': 0.6786254644393921, 'Z': 0.11177156865596771}, {'X': 0.6016982197761536, 'Y': 0.6000431776046753, 'Z': 0.13546408712863922}, {'X': 0.59486323595047, 'Y': 0.5385306477546692, 'Z': 0.15845495462417603}, {'X': 0.6991838216781616, 'Y': 0.5823283791542053, 'Z': 0.19384460151195526}, {'X': 0.6870699524879456, 'Y': 0.49401503801345825, 'Z': 0.20138926804065704}, {'X': 0.662146806716919, 'Y': 0.5001862049102783, 'Z': 0.16170157492160797}, {'X': 0.6492968201637268, 'Y': 0.5284130573272705, 'Z': 0.13141125440597534}, {'X': 0.7398399114608765, 'Y': 0.5617325901985168, 'Z': 0.14820189774036407}, {'X': 0.7510936260223389, 'Y': 0.43995654582977295, 'Z': 0.20477963984012604}, {'X': 0.7424052953720093, 'Y': 0.36808139085769653, 'Z': 0.2035955935716629}, {'X': 0.7341301441192627, 'Y': 0.3139607906341553, 'Z': 0.19746212661266327}, {'X': 0.7784124612808228, 'Y': 0.5648337602615356, 'Z': 0.08931213617324829}, {'X': 0.7910973429679871, 'Y': 0.4393653869628906, 'Z': 0.1319788247346878}, {'X': 0.7821494340896606, 'Y': 0.36868876218795776, 'Z': 0.1426960974931717}, {'X': 0.7734209895133972, 'Y': 0.3139027953147888, 'Z': 0.14836697280406952}, {'X': 0.8145228028297424, 'Y': 0.5892895460128784, 'Z': 0.02851966954767704}, {'X': 0.8257101774215698, 'Y': 0.4788503646850586, 'Z': 0.05244883894920349}, {'X': 0.8203984498977661, 'Y': 0.42014622688293457, 'Z': 0.07185790687799454}, {'X': 0.8139858841896057, 'Y': 0.37033331394195557, 'Z': 0.08803333342075348}]
[{'X': 0.7453254461288452, 'Y': 0.8410701751708984, 'Z': -0.00014647126954514533}, {'X': 0.6499475240707397, 'Y': 0.7749888896942139, 'Z': 0.05624962970614433}, {'X': 0.620376706123352, 'Y': 0.6614616513252258, 'Z': 0.11034434288740158}, {'X': 0.6136214137077332, 'Y': 0.5816594958305359, 'Z': 0.13962037861347198}, {'X': 0.6065118312835693, 'Y': 0.5223203897476196, 'Z': 0.16314686834812164}, {'X': 0.6968935132026672, 'Y': 0.5739214420318604, 'Z': 0.18559837341308594}, {'X': 0.6902618408203125, 'Y': 0.491074800491333, 'Z': 0.2012273222208023}, {'X': 0.6749838590621948, 'Y': 0.48959454894065857, 'Z': 0.17690950632095337}, {'X': 0.6671327352523804, 'Y': 0.5102254152297974, 'Z': 0.1617496758699417}, {'X': 0.7388861179351807, 'Y': 0.5570911169052124, 'Z': 0.1456456333398819}, {'X': 0.7535933256149292, 'Y': 0.4391336143016815, 'Z': 0.20067135989665985}, {'X': 0.7485922574996948, 'Y': 0.369179904460907, 'Z': 0.2062305361032486}, {'X': 0.7411641478538513, 'Y': 0.3188861310482025, 'Z': 0.2033473253250122}, {'X': 0.779996931552887, 'Y': 0.5602073073387146, 'Z': 0.0932379737496376}, {'X': 0.7953216433525085, 'Y': 0.44001081585884094, 'Z': 0.13417182862758636}, {'X': 0.7911162972450256, 'Y': 0.3682970106601715, 'Z': 0.14416277408599854}, {'X': 0.7820926308631897, 'Y': 0.31530070304870605, 'Z': 0.14475806057453156}, {'X': 0.8201356530189514, 'Y': 0.581575334072113, 'Z': 0.03827381506562233}, {'X': 0.8332988619804382, 'Y': 0.48016422986984253, 'Z': 0.06066814064979553}, {'X': 0.8331859707832336, 'Y': 0.4210937023162842, 'Z': 0.0761382207274437}, {'X': 0.8287064433097839, 'Y': 0.36992061138153076, 'Z': 0.08584654331207275}]
